platform,ad_id,timestamp_utc,impressions,clicks,spend,currency,pipeline_status,ad_lifecycle_status,video_views,device_type
tiktok,tt_ad_1400,2025-09-24 08:00:00+00:00,32,3,0.073158,USD,ENRICHED,ENABLE,0,mobile
tiktok,tt_ad_936,2025-12-01 19:00:00+00:00,154,14,0.026523,USD,VALIDATED,DRAFT,24,desktop
tiktok,tt_ad_1145,2025-11-12 09:00:00+00:00,165,8,0.078961,USD,VALIDATED,PAUSE,16,mobile
tiktok,tt_ad_1197,2025-11-04 22:00:00+00:00,93,2,0.09749,USD,ENRICHED,ENABLE,25,mobile
tiktok,tt_ad_1940,2025-11-02 19:00:00+00:00,556,12,0.230212,USD,VALIDATED,ENABLE,15,unknown
tiktok,tt_ad_951,2025-10-22 08:00:00+00:00,185,6,0.024281,USD,VALIDATED,ENABLE,28,mobile
tiktok,tt_ad_491,2025-11-02 10:00:00+00:00,32,2,0.004453,USD,VALIDATED,ENABLE,3,mobile
tiktok,tt_ad_1099,2025-10-17 02:00:00+00:00,132,3,0.128873,USD,RECEIVED,ENABLE,0,unknown
tiktok,tt_ad_628,2025-11-15 09:00:00+00:00,147,5,0.064323,USD,ENRICHED,ENABLE,23,mobile
tiktok,tt_ad_1371,2025-09-30 09:00:00+00:00,275,2,0.072949,USD,ENRICHED,ENABLE,0,unknown
tiktok,tt_ad_1269,2025-10-17 14:00:00+00:00,135,5,0.021714,USD,RECEIVED,LIMITED,31,desktop
tiktok,tt_ad_500,2025-12-26 16:00:00+00:00,266,1,0.143182,USD,PUBLISHED,ENABLE,49,unknown
tiktok,tt_ad_898,2025-10-01 04:00:00+00:00,308,15,0.516309,USD,VALIDATED,ENABLE,38,mobile
tiktok,tt_ad_1322,2026-01-03 09:00:00+00:00,218,1,0.211565,USD,VALIDATED,ENABLE,0,mobile
tiktok,tt_ad_472,2025-11-18 08:00:00+00:00,59,1,0.016459,USD,PUBLISHED,ARCHIVE,5,mobile
tiktok,tt_ad_199,2025-09-20 16:00:00+00:00,516,17,0.220126,USD,PUBLISHED,ENABLE,0,unknown
tiktok,tt_ad_756,2025-12-15 13:00:00+00:00,72,0,0.021521,USD,VALIDATED,ENABLE,0,desktop
tiktok,tt_ad_1661,2025-12-11 11:00:00+00:00,276,3,0.225166,USD,ENRICHED,LIMITED,0,mobile
tiktok,tt_ad_1179,2025-12-04 15:00:00+00:00,151,14,0.037322,USD,ENRICHED,ENABLE,0,mobile
tiktok,tt_ad_1460,2025-09-25 10:00:00+00:00,224,17,0.110221,USD,VALIDATED,DRAFT,23,desktop
tiktok,tt_ad_1831,2025-10-20 11:00:00+00:00,191,5,0.253275,USD,VALIDATED,PAUSE,95,unknown
tiktok,tt_ad_314,2025-12-22 08:00:00+00:00,490,3,0.145118,USD,ENRICHED,ENABLE,117,mobile
tiktok,tt_ad_1083,2026-01-13 11:00:00+00:00,202,6,0.143515,USD,VALIDATED,ENABLE,44,tablet
tiktok,tt_ad_884,2025-09-24 02:00:00+00:00,287,5,0.291687,USD,ENRICHED,LIMITED,51,mobile
tiktok,tt_ad_1901,2025-09-22 09:00:00+00:00,97,3,0.05867,USD,PUBLISHED,LIMITED,0,unknown
tiktok,tt_ad_14,2025-09-27 15:00:00+00:00,413,17,0.309477,USD,PUBLISHED,ENABLE,87,unknown
tiktok,tt_ad_1140,2025-11-21 07:00:00+00:00,480,24,0.223176,USD,ENRICHED,PAUSE,31,unknown
tiktok,tt_ad_181,2025-11-20 00:00:00+00:00,93,4,0.120639,USD,ENRICHED,PAUSE,16,unknown
tiktok,tt_ad_20,2025-09-29 14:00:00+00:00,119,0,0.147852,USD,ENRICHED,REJECT,22,desktop
tiktok,tt_ad_1789,2025-11-24 00:00:00+00:00,90,2,0.157684,USD,ENRICHED,ENABLE,13,tablet
tiktok,tt_ad_1860,2025-11-13 07:00:00+00:00,76,3,0.069124,USD,VALIDATED,ENABLE,9,mobile
tiktok,tt_ad_1470,2025-11-12 13:00:00+00:00,30,2,0.000702,USD,ENRICHED,PAUSE,0,unknown
tiktok,tt_ad_444,2025-12-16 12:00:00+00:00,96,2,0.022723,USD,VALIDATED,LIMITED,0,mobile
tiktok,tt_ad_788,2026-01-12 10:00:00+00:00,353,28,0.28911,USD,PUBLISHED,ENABLE,35,tablet
tiktok,tt_ad_51,2025-10-06 21:00:00+00:00,185,8,0.04368,USD,RECEIVED,ARCHIVE,56,tablet
tiktok,tt_ad_1176,2025-12-15 05:00:00+00:00,117,2,0.112068,USD,VALIDATED,ENABLE,0,mobile
tiktok,tt_ad_1139,2026-01-04 22:00:00+00:00,192,2,0.156404,USD,RECEIVED,LIMITED,16,mobile
tiktok,tt_ad_453,2025-12-04 11:00:00+00:00,106,5,0.045389,USD,VALIDATED,ENABLE,7,unknown
tiktok,tt_ad_395,2025-11-16 19:00:00+00:00,246,9,0.173777,USD,VALIDATED,ENABLE,18,mobile
tiktok,tt_ad_730,2025-11-01 14:00:00+00:00,437,9,0.723285,USD,PUBLISHED,PAUSE,58,mobile
tiktok,tt_ad_1839,2025-12-15 04:00:00+00:00,716,45,0.312166,USD,VALIDATED,ENABLE,0,tablet
tiktok,tt_ad_382,2026-01-10 22:00:00+00:00,60,1,0.040692,USD,VALIDATED,ENABLE,1,tablet
tiktok,tt_ad_1002,2025-11-10 09:00:00+00:00,417,46,0.186195,USD,ENRICHED,ENABLE,0,mobile
tiktok,tt_ad_679,2025-09-27 15:00:00+00:00,266,13,0.229073,USD,PUBLISHED,ENABLE,0,tablet
tiktok,tt_ad_270,2025-11-19 09:00:00+00:00,94,4,0.051236,USD,VALIDATED,ENABLE,2,mobile
tiktok,tt_ad_1011,2025-12-05 07:00:00+00:00,222,7,0.037463,USD,VALIDATED,LIMITED,13,tablet
tiktok,tt_ad_1934,2025-11-03 01:00:00+00:00,144,3,0.079636,USD,VALIDATED,PAUSE,18,desktop
tiktok,tt_ad_646,2025-10-11 15:00:00+00:00,139,0,0.197171,USD,ENRICHED,PAUSE,48,mobile
tiktok,tt_ad_818,2026-01-04 11:00:00+00:00,299,6,0.201916,USD,VALIDATED,ENABLE,87,unknown
tiktok,tt_ad_1688,2025-11-17 21:00:00+00:00,413,28,0.171695,USD,RECEIVED,ENABLE,0,mobile
tiktok,tt_ad_1979,2025-10-17 02:00:00+00:00,192,5,0.115151,USD,VALIDATED,ENABLE,55,desktop
tiktok,tt_ad_607,2025-12-19 10:00:00+00:00,106,2,0.044114,USD,ENRICHED,ENABLE,5,tablet
tiktok,tt_ad_1612,2025-10-11 09:00:00+00:00,127,2,0.123554,USD,VALIDATED,PAUSE,8,mobile
tiktok,tt_ad_915,2025-11-06 03:00:00+00:00,30,2,0.023638,USD,VALIDATED,DRAFT,0,mobile
tiktok,tt_ad_1740,2025-10-15 16:00:00+00:00,264,4,0.335081,USD,VALIDATED,LIMITED,45,mobile
tiktok,tt_ad_289,2025-09-22 02:00:00+00:00,171,5,0.075182,USD,PUBLISHED,ENABLE,0,desktop
tiktok,tt_ad_868,2025-10-28 13:00:00+00:00,97,1,0.018748,USD,VALIDATED,ENABLE,0,desktop
tiktok,tt_ad_1379,2026-01-06 01:00:00+00:00,140,14,0.236189,USD,PUBLISHED,ENABLE,19,mobile
tiktok,tt_ad_1143,2025-12-24 13:00:00+00:00,167,6,0.088163,USD,PUBLISHED,ENABLE,15,mobile
tiktok,tt_ad_615,2025-12-05 01:00:00+00:00,90,5,0.043319,USD,ENRICHED,ENABLE,0,unknown
tiktok,tt_ad_1984,2025-12-26 09:00:00+00:00,137,1,0.133696,USD,ENRICHED,ENABLE,14,desktop
tiktok,tt_ad_1398,2025-09-20 18:00:00+00:00,1202,8,2.013227,USD,PUBLISHED,PAUSE,538,tablet
tiktok,tt_ad_1386,2025-12-18 00:00:00+00:00,202,2,0.140132,USD,ENRICHED,ARCHIVE,0,mobile
tiktok,tt_ad_938,2025-09-19 22:00:00+00:00,167,0,0.210487,USD,PUBLISHED,ENABLE,22,tablet
tiktok,tt_ad_604,2025-12-02 13:00:00+00:00,386,1,0.290477,USD,PUBLISHED,LIMITED,101,desktop
tiktok,tt_ad_1603,2025-12-23 23:00:00+00:00,351,25,0.229319,USD,VALIDATED,ENABLE,57,tablet
tiktok,tt_ad_1474,2025-09-27 16:00:00+00:00,425,55,0.088753,USD,ENRICHED,ENABLE,94,mobile
tiktok,tt_ad_598,2025-11-19 20:00:00+00:00,500,23,0.312293,USD,ENRICHED,ENABLE,36,unknown
tiktok,tt_ad_402,2025-09-21 00:00:00+00:00,194,0,0.375603,USD,RECEIVED,ENABLE,0,mobile
tiktok,tt_ad_1679,2025-10-22 07:00:00+00:00,44,1,0.007789,USD,VALIDATED,ENABLE,10,unknown
tiktok,tt_ad_820,2025-10-20 18:00:00+00:00,51,2,0.080577,USD,VALIDATED,DRAFT,8,unknown
tiktok,tt_ad_1963,2025-10-12 04:00:00+00:00,398,467,0.092081,USD,VALIDATED,PAUSE,63,mobile
tiktok,tt_ad_43,2025-11-02 06:00:00+00:00,72,4,0.029787,USD,PUBLISHED,ENABLE,0,mobile
tiktok,tt_ad_1432,2025-12-24 12:00:00+00:00,182,1,0.270257,USD,PUBLISHED,ENABLE,2,mobile
tiktok,tt_ad_1843,2025-10-26 16:00:00+00:00,85,1,0.188814,USD,PUBLISHED,ENABLE,7,mobile
tiktok,tt_ad_98,2025-11-20 09:00:00+00:00,180,4,0.433675,USD,PUBLISHED,ENABLE,0,unknown
tiktok,tt_ad_111,2025-10-01 21:00:00+00:00,294,18,0.274005,USD,PUBLISHED,ENABLE,0,desktop
tiktok,tt_ad_398,2025-11-12 00:00:00+00:00,509,4,0.133724,USD,VALIDATED,ENABLE,0,mobile
tiktok,tt_ad_1309,2025-11-06 18:00:00+00:00,116,3,0.182397,USD,PUBLISHED,ENABLE,20,unknown
tiktok,tt_ad_1754,2025-12-11 06:00:00+00:00,114,5,0.123036,USD,ENRICHED,ENABLE,26,desktop
tiktok,tt_ad_1149,2025-09-26 03:00:00+00:00,132,5,0.019553,USD,VALIDATED,ENABLE,5,tablet
tiktok,tt_ad_1229,2025-12-02 09:00:00+00:00,326,5,0.219466,USD,PUBLISHED,ENABLE,41,mobile
tiktok,tt_ad_1787,2025-11-14 17:00:00+00:00,791,39,1.320164,USD,VALIDATED,ENABLE,0,tablet
tiktok,tt_ad_1998,2026-01-15 22:00:00+00:00,129,0,0.047023,USD,PUBLISHED,ENABLE,22,tablet
tiktok,tt_ad_1570,2025-11-19 04:00:00+00:00,356,8,0.349423,USD,VALIDATED,PAUSE,122,mobile
tiktok,tt_ad_1577,2025-10-27 21:00:00+00:00,250,14,0.283369,USD,PUBLISHED,ENABLE,0,mobile
tiktok,tt_ad_1023,2025-10-27 01:00:00+00:00,106,2,0.006482,USD,PUBLISHED,ENABLE,0,desktop
tiktok,tt_ad_981,2025-09-27 00:00:00+00:00,239,5,0.078831,USD,RECEIVED,ENABLE,53,mobile
tiktok,tt_ad_1175,2026-01-11 17:00:00+00:00,604,33,0.123159,USD,ENRICHED,ENABLE,0,tablet
tiktok,tt_ad_1395,2025-12-27 01:00:00+00:00,181,3,0.05522,USD,PUBLISHED,LIMITED,46,mobile
tiktok,tt_ad_827,2025-10-29 22:00:00+00:00,83,1,0.086997,USD,ENRICHED,ENABLE,13,tablet
tiktok,tt_ad_227,2025-12-15 22:00:00+00:00,142,1,0.09116,USD,VALIDATED,LIMITED,0,mobile
tiktok,tt_ad_1232,2025-12-16 04:00:00+00:00,310,12,0.398399,USD,VALIDATED,ENABLE,67,mobile
tiktok,tt_ad_501,2025-09-25 09:00:00+00:00,134,0,0.109932,USD,PUBLISHED,ENABLE,6,unknown
tiktok,tt_ad_1519,2025-09-26 19:00:00+00:00,101,7,0.043767,USD,VALIDATED,ENABLE,0,desktop
tiktok,tt_ad_1357,2025-12-01 12:00:00+00:00,314,12,0.113863,USD,RECEIVED,ENABLE,60,mobile
tiktok,tt_ad_450,2026-01-15 07:00:00+00:00,69,3,0.011179,USD,ENRICHED,LIMITED,14,mobile
tiktok,tt_ad_1401,2025-12-15 16:00:00+00:00,70,3,0.019207,USD,VALIDATED,PAUSE,0,desktop
tiktok,tt_ad_211,2025-09-29 10:00:00+00:00,113,9,0.005552,USD,ENRICHED,PAUSE,7,mobile
tiktok,tt_ad_752,2025-11-17 21:00:00+00:00,232,11,0.112476,USD,PUBLISHED,ENABLE,8,unknown
tiktok,tt_ad_1914,2025-10-10 16:00:00+00:00,205,7,0.224471,USD,VALIDATED,ENABLE,0,desktop
tiktok,tt_ad_1864,2025-12-17 17:00:00+00:00,282,4,0.09991,USD,VALIDATED,ENABLE,84,mobile
tiktok,tt_ad_1862,2025-11-08 19:00:00+00:00,36,2,-0.017539,USD,ENRICHED,PAUSE,3,mobile
tiktok,tt_ad_1586,2025-10-02 23:00:00+00:00,502,16,0.243838,USD,RECEIVED,LIMITED,171,unknown
tiktok,tt_ad_778,2025-09-21 00:00:00+00:00,459,6,0.082152,USD,VALIDATED,ENABLE,83,desktop
tiktok,tt_ad_591,2025-11-24 20:00:00+00:00,77,1,0.050005,USD,ENRICHED,ENABLE,14,mobile
tiktok,tt_ad_391,2025-11-27 19:00:00+00:00,164,7,0.082392,USD,PUBLISHED,LIMITED,0,mobile
tiktok,tt_ad_1210,2025-12-05 02:00:00+00:00,198,4,0.586717,USD,PUBLISHED,ENABLE,56,desktop
tiktok,tt_ad_523,2025-09-29 04:00:00+00:00,75,2,0.12511,USD,RECEIVED,ENABLE,0,mobile
tiktok,tt_ad_108,2025-11-13 03:00:00+00:00,1084,208,0.6956284083542019,USD,VALIDATED,ENABLE,132,desktop
tiktok,tt_ad_5,2025-09-25 18:00:00+00:00,171,6,0.011534106991225587,USD,VALIDATED,ENABLE,17,desktop
tiktok,tt_ad_655,2025-11-16 22:00:00+00:00,156,1,0.099393,USD,ENRICHED,ENABLE,0,mobile
tiktok,tt_ad_246,2025-12-22 11:00:00+00:00,148,0,0.072289,USD,VALIDATED,LIMITED,45,desktop
tiktok,tt_ad_114,2025-11-11 22:00:00+00:00,118,1,0.065083,USD,PUBLISHED,ENABLE,17,desktop
tiktok,tt_ad_1361,2025-10-31 22:00:00+00:00,91,9,0.079013,USD,ENRICHED,ENABLE,11,mobile
tiktok,tt_ad_717,2025-12-15 22:00:00+00:00,158,1,0.095053,USD,VALIDATED,ENABLE,24,tablet
tiktok,tt_ad_1380,2025-09-27 11:00:00+00:00,155,12,0.033522,USD,PUBLISHED,ENABLE,20,tablet
tiktok,tt_ad_1822,2025-10-08 10:00:00+00:00,68,2,0.016315,USD,VALIDATED,PAUSE,0,mobile
tiktok,tt_ad_783,2025-10-22 02:00:00+00:00,128,7,0.095734,USD,PUBLISHED,ENABLE,0,mobile
tiktok,tt_ad_635,2025-12-03 01:00:00+00:00,24,0,0.001018,USD,PUBLISHED,ENABLE,4,mobile
tiktok,tt_ad_504,2025-12-13 07:00:00+00:00,84,2,0.063023,USD,PUBLISHED,ENABLE,6,mobile
tiktok,tt_ad_1892,2025-09-30 14:00:00+00:00,69,3,0.084136,USD,ENRICHED,ENABLE,6,desktop
tiktok,tt_ad_1540,2025-10-04 06:00:00+00:00,57,5,0.050152,USD,RECEIVED,PAUSE,24,desktop
tiktok,tt_ad_705,2025-11-05 01:00:00+00:00,16,1,0.006469,USD,PUBLISHED,ENABLE,1,unknown
tiktok,tt_ad_903,2025-12-25 21:00:00+00:00,102,2,0.110575,USD,ENRICHED,ENABLE,4,desktop
tiktok,tt_ad_427,2025-11-02 20:00:00+00:00,107,5,0.095436,USD,VALIDATED,ARCHIVE,23,desktop
tiktok,tt_ad_302,2025-11-30 16:00:00+00:00,752,11,0.854686,USD,ENRICHED,ENABLE,51,mobile
tiktok,tt_ad_1993,2025-11-12 21:00:00+00:00,220,2,0.068478,USD,PUBLISHED,ENABLE,72,unknown
tiktok,tt_ad_1824,2025-09-19 11:00:00+00:00,104,9,0.015676,USD,PUBLISHED,ENABLE,8,mobile
tiktok,tt_ad_410,2025-11-17 04:00:00+00:00,117,7,0.052687,USD,PUBLISHED,ARCHIVE,15,desktop
tiktok,tt_ad_266,2025-12-25 11:00:00+00:00,158,4,0.103145,USD,PUBLISHED,ENABLE,43,mobile
tiktok,tt_ad_1598,2025-11-16 19:00:00+00:00,199,24,0.432151,USD,RECEIVED,PAUSE,51,tablet
tiktok,tt_ad_292,2025-12-13 04:00:00+00:00,164,2,0.088666,USD,VALIDATED,ENABLE,48,desktop
tiktok,tt_ad_1182,2025-11-19 15:00:00+00:00,107,3,0.03038,USD,VALIDATED,ENABLE,39,mobile
tiktok,tt_ad_270,2025-09-22 01:00:00+00:00,55,2,0.02848,USD,ENRICHED,REJECT,20,mobile
tiktok,tt_ad_1205,2025-12-07 15:00:00+00:00,121,3,0.040493,USD,ENRICHED,ENABLE,15,unknown
tiktok,tt_ad_1777,2025-12-31 04:00:00+00:00,113,1,0.040144,USD,ENRICHED,ENABLE,17,desktop
tiktok,tt_ad_71,2025-12-14 01:00:00+00:00,98,4,0.04555,USD,ENRICHED,PAUSE,3,mobile
tiktok,tt_ad_134,2025-12-17 03:00:00+00:00,31,2,0.004694,USD,VALIDATED,ENABLE,0,unknown
tiktok,tt_ad_1290,2025-12-21 05:00:00+00:00,194,2,0.169374,USD,PUBLISHED,ENABLE,38,tablet
tiktok,tt_ad_1245,2025-11-23 07:00:00+00:00,1362,12,0.940585,USD,RECEIVED,ENABLE,452,mobile
tiktok,tt_ad_1822,2025-12-24 18:00:00+00:00,435,17,0.546918,USD,PUBLISHED,ARCHIVE,43,desktop
tiktok,tt_ad_1591,2026-01-08 16:00:00+00:00,176,1,0.056897,USD,ENRICHED,ENABLE,34,desktop
tiktok,tt_ad_1038,2025-09-28 01:00:00+00:00,138,1,0.039432,USD,ENRICHED,ENABLE,72,tablet
tiktok,tt_ad_439,2025-12-24 18:00:00+00:00,303,13,0.259995,USD,VALIDATED,ENABLE,56,mobile
tiktok,tt_ad_1536,2025-09-19 21:00:00+00:00,61,1,0.059115,USD,ENRICHED,ENABLE,16,unknown
tiktok,tt_ad_291,2025-10-06 00:00:00+00:00,256,17,0.143904,USD,VALIDATED,ENABLE,0,unknown
tiktok,tt_ad_939,2025-12-25 18:00:00+00:00,103,4,0.017166,USD,VALIDATED,ENABLE,31,mobile
tiktok,tt_ad_873,2025-09-19 12:00:00+00:00,471,23,0.031753,USD,ENRICHED,PAUSE,31,tablet
tiktok,tt_ad_511,2025-12-31 18:00:00+00:00,119,2,0.150596,USD,PUBLISHED,ENABLE,15,mobile
tiktok,tt_ad_417,2025-12-09 00:00:00+00:00,147,8,0.09103,USD,ENRICHED,PAUSE,0,unknown
tiktok,tt_ad_161,2025-10-12 19:00:00+00:00,255,12,0.281365,USD,PUBLISHED,ENABLE,56,desktop
tiktok,tt_ad_1159,2025-11-26 08:00:00+00:00,338,5,0.004021667306813163,USD,RECEIVED,ARCHIVE,0,desktop
tiktok,tt_ad_1353,2026-01-01 17:00:00+00:00,185,219,0.044128,USD,PUBLISHED,ENABLE,0,mobile
tiktok,tt_ad_21,2025-12-26 10:00:00+00:00,678,17,0.460193,USD,RECEIVED,ENABLE,150,desktop
tiktok,tt_ad_652,2025-11-07 10:00:00+00:00,82,3,0.10387,USD,RECEIVED,ENABLE,20,desktop
tiktok,tt_ad_836,2025-10-29 12:00:00+00:00,531,14,0.329145,USD,PUBLISHED,ENABLE,52,mobile
tiktok,tt_ad_19,2025-11-27 20:00:00+00:00,658,14,0.853554,USD,RECEIVED,PAUSE,192,desktop
tiktok,tt_ad_1267,2025-11-29 02:00:00+00:00,75,2,0.007855,USD,VALIDATED,ENABLE,12,mobile
tiktok,tt_ad_1279,2025-12-07 18:00:00+00:00,580,7,1.113867,USD,VALIDATED,ENABLE,12,mobile
tiktok,tt_ad_1070,2025-12-12 18:00:00+00:00,208,9,0.060819,USD,VALIDATED,ENABLE,0,tablet
tiktok,tt_ad_324,2025-12-24 06:00:00+00:00,85,2,0.037008,USD,ENRICHED,ENABLE,25,mobile
tiktok,tt_ad_540,2025-12-10 00:00:00+00:00,411,3,0.615895,USD,VALIDATED,ENABLE,71,desktop
tiktok,tt_ad_1596,2025-11-10 00:00:00+00:00,44,0,0.009491,USD,VALIDATED,ENABLE,0,unknown
tiktok,tt_ad_1145,2025-12-15 14:00:00+00:00,73,0,0.051758,USD,VALIDATED,ENABLE,0,mobile
tiktok,tt_ad_547,2025-11-06 13:00:00+00:00,76,4,0.024966,USD,VALIDATED,LIMITED,0,mobile
tiktok,tt_ad_452,2026-01-09 03:00:00+00:00,142,10,0.03031,USD,ENRICHED,ENABLE,0,unknown
tiktok,tt_ad_1875,2026-01-04 23:00:00+00:00,353,5,0.347057,USD,VALIDATED,ENABLE,92,mobile
tiktok,tt_ad_1558,2025-12-10 13:00:00+00:00,164,6,0.116374,USD,PUBLISHED,ENABLE,0,mobile
tiktok,tt_ad_741,2025-11-27 02:00:00+00:00,23,0,0.017879,USD,PUBLISHED,ENABLE,7,mobile
tiktok,tt_ad_1349,2026-01-01 09:00:00+00:00,62,8,0.044019,USD,VALIDATED,ENABLE,3,desktop
tiktok,tt_ad_465,2025-12-23 01:00:00+00:00,71,2,0.01534,USD,PUBLISHED,ENABLE,0,tablet
tiktok,tt_ad_44,2025-11-01 02:00:00+00:00,204,9,0.149365,USD,PUBLISHED,ENABLE,0,tablet
tiktok,tt_ad_1811,2025-10-27 19:00:00+00:00,149,0,0.157903,USD,VALIDATED,ENABLE,13,mobile
tiktok,tt_ad_909,2025-12-12 21:00:00+00:00,981,8,0.725701,USD,ENRICHED,ENABLE,66,mobile
tiktok,tt_ad_469,2025-12-16 01:00:00+00:00,28,0,0.00961,USD,VALIDATED,PAUSE,7,unknown
tiktok,tt_ad_214,2025-10-28 05:00:00+00:00,78,2,0.016848,USD,PUBLISHED,ENABLE,4,mobile
tiktok,tt_ad_1955,2025-09-19 12:00:00+00:00,20,0,0.013265,USD,VALIDATED,ENABLE,10,tablet
tiktok,tt_ad_1773,2025-10-07 05:00:00+00:00,187,12,0.120229,USD,RECEIVED,ENABLE,0,mobile
tiktok,tt_ad_1743,2026-01-02 12:00:00+00:00,82,2,0.032496,USD,RECEIVED,ENABLE,8,desktop
tiktok,tt_ad_280,2025-11-23 10:00:00+00:00,93,5,0.0011938708131651883,USD,VALIDATED,ENABLE,5,unknown
tiktok,tt_ad_1513,2025-10-17 17:00:00+00:00,70,3,0.076608,USD,PUBLISHED,ENABLE,0,desktop
tiktok,tt_ad_1774,2025-11-05 21:00:00+00:00,414,11,0.197292,USD,ENRICHED,ENABLE,146,tablet
tiktok,tt_ad_1863,2025-11-23 10:00:00+00:00,367,5,0.004354119231338396,USD,ENRICHED,DRAFT,14,unknown
tiktok,tt_ad_176,2025-12-09 20:00:00+00:00,359,4,0.178251,USD,VALIDATED,PAUSE,0,mobile
tiktok,tt_ad_1794,2025-11-28 01:00:00+00:00,164,6,0.351683,USD,PUBLISHED,ENABLE,0,unknown
tiktok,tt_ad_1799,2025-11-28 11:00:00+00:00,101,10,0.086225,USD,RECEIVED,ENABLE,0,tablet
tiktok,tt_ad_631,2025-12-13 14:00:00+00:00,107,4,0.014231,USD,PUBLISHED,ENABLE,4,unknown
tiktok,tt_ad_1676,2025-12-04 02:00:00+00:00,215,7,0.095648,USD,ENRICHED,ENABLE,9,mobile
tiktok,tt_ad_1458,2025-10-18 15:00:00+00:00,273,1,0.24815,USD,VALIDATED,ENABLE,0,mobile
tiktok,tt_ad_1961,2025-12-11 22:00:00+00:00,172,2,0.178806,USD,VALIDATED,ENABLE,18,desktop
tiktok,tt_ad_128,2025-11-11 10:00:00+00:00,510,6,0.241597,USD,VALIDATED,ENABLE,0,unknown
tiktok,tt_ad_881,2025-10-31 21:00:00+00:00,65,2,0.029479,USD,PUBLISHED,ENABLE,13,mobile
tiktok,tt_ad_1468,2025-11-12 19:00:00+00:00,238,32,0.086546,USD,VALIDATED,DRAFT,0,mobile
tiktok,tt_ad_247,2025-11-21 20:00:00+00:00,120,2,0.070572,USD,ENRICHED,DRAFT,0,unknown
tiktok,tt_ad_238,2025-12-29 00:00:00+00:00,419,12,0.137062,USD,VALIDATED,ARCHIVE,144,mobile
tiktok,tt_ad_329,2025-12-17 05:00:00+00:00,522,11,0.50286,USD,ENRICHED,ENABLE,142,unknown
tiktok,tt_ad_327,2025-11-12 10:00:00+00:00,126,6,0.045846,USD,VALIDATED,REJECT,34,mobile
tiktok,tt_ad_1740,2025-10-04 18:00:00+00:00,40,3,0.01867,USD,PUBLISHED,ENABLE,5,mobile
tiktok,tt_ad_260,2025-11-20 19:00:00+00:00,605,12,0.276859,USD,VALIDATED,ENABLE,20,tablet
tiktok,tt_ad_1401,2025-11-29 13:00:00+00:00,595,9,0.468883,USD,VALIDATED,ENABLE,85,mobile
tiktok,tt_ad_1364,2026-01-07 19:00:00+00:00,409,26,0.215724,USD,ENRICHED,ENABLE,0,mobile
tiktok,tt_ad_396,2025-11-04 11:00:00+00:00,109,0,0.018343,USD,VALIDATED,PAUSE,49,mobile
tiktok,tt_ad_1156,2025-11-12 04:00:00+00:00,27,0,0.040574,USD,ENRICHED,LIMITED,1,desktop
tiktok,tt_ad_470,2025-11-19 09:00:00+00:00,111,3,0.06128,USD,VALIDATED,ENABLE,32,unknown
tiktok,tt_ad_482,2025-12-03 00:00:00+00:00,212,8,0.079535,USD,VALIDATED,LIMITED,23,mobile
tiktok,tt_ad_180,2025-09-25 03:00:00+00:00,264,2,0.186888,USD,PUBLISHED,PAUSE,59,unknown
tiktok,tt_ad_1331,2025-10-11 14:00:00+00:00,135,9,0.0464,USD,RECEIVED,PAUSE,44,tablet
tiktok,tt_ad_746,2026-01-13 23:00:00+00:00,103,1,0.048089,USD,VALIDATED,ENABLE,0,mobile
tiktok,tt_ad_1986,2025-09-24 02:00:00+00:00,125,5,0.180437,USD,VALIDATED,ENABLE,8,mobile
tiktok,tt_ad_96,2025-09-24 10:00:00+00:00,159,11,0.04588,USD,PUBLISHED,ENABLE,0,mobile
tiktok,tt_ad_1638,2025-12-24 13:00:00+00:00,150,0,0.098817,USD,ENRICHED,LIMITED,0,mobile
tiktok,tt_ad_76,2025-10-14 18:00:00+00:00,44,1,0.014145,USD,VALIDATED,ENABLE,0,mobile
tiktok,tt_ad_1741,2025-11-18 00:00:00+00:00,473,10,0.538395,USD,ENRICHED,LIMITED,0,desktop
tiktok,tt_ad_865,2026-01-11 09:00:00+00:00,374,2,0.353941,USD,RECEIVED,LIMITED,77,desktop
tiktok,tt_ad_1931,2025-09-28 11:00:00+00:00,360,10,0.167167,USD,VALIDATED,ENABLE,25,mobile
tiktok,tt_ad_748,2025-09-27 02:00:00+00:00,169,0,0.0607,USD,PUBLISHED,ARCHIVE,36,unknown
tiktok,tt_ad_1388,2025-09-24 17:00:00+00:00,138,1,0.112625,USD,PUBLISHED,PAUSE,51,unknown
tiktok,tt_ad_505,2025-12-25 00:00:00+00:00,165,19,0.127997,USD,VALIDATED,ENABLE,6,mobile
tiktok,tt_ad_1107,2025-10-04 23:00:00+00:00,287,10,0.112226,USD,VALIDATED,ENABLE,43,mobile
tiktok,tt_ad_13,2025-10-13 07:00:00+00:00,45,1,0.056168,USD,ENRICHED,ENABLE,19,tablet
tiktok,tt_ad_1285,2025-10-26 19:00:00+00:00,965,18,0.049664,USD,PUBLISHED,ENABLE,98,tablet
tiktok,tt_ad_1435,2025-10-14 19:00:00+00:00,100,4,0.0019030033357803895,USD,RECEIVED,DRAFT,0,mobile
tiktok,tt_ad_1811,2025-10-19 04:00:00+00:00,658,9,-0.091369,USD,RECEIVED,ENABLE,92,tablet
