platform,ad_id,timestamp_utc,impressions,clicks,spend,currency,pipeline_status,ad_lifecycle_status
linkedin,li_cre_1976,2026-01-16 00:00:00+00:00,45,2,0.027016,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1667,2026-01-12 16:00:00+00:00,39,1,0.004891,USD,ENRICHED,ACTIVE
linkedin,li_cre_2464,2025-11-11 09:00:00+00:00,130,2,0.037376,USD,ENRICHED,PAUSED
linkedin,li_cre_257,2025-11-20 15:00:00+00:00,107,6,0.09719995189609557,USD,RECEIVED,ACTIVE
linkedin,li_cre_2146,2025-12-20 13:00:00+00:00,67,1,0.063282,USD,VALIDATED,ACTIVE
linkedin,li_cre_1160,2025-11-01 14:00:00+00:00,98,3,0.106336,USD,VALIDATED,PAUSED
linkedin,li_cre_2720,2025-12-18 14:00:00+00:00,105,1,0.022187,USD,VALIDATED,ACTIVE
linkedin,li_cre_1973,2025-12-30 00:00:00+00:00,45,2,0.011754,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2093,2025-12-16 12:00:00+00:00,161,5,0.031712,USD,VALIDATED,ACTIVE
linkedin,li_cre_145,2025-12-31 12:00:00+00:00,313,12,0.175808,USD,VALIDATED,PAUSED
linkedin,li_cre_2531,2025-12-19 09:00:00+00:00,128,1,0.02235,USD,VALIDATED,ACTIVE
linkedin,li_cre_944,2025-10-19 21:00:00+00:00,279,5,0.276506,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1952,2026-01-13 08:00:00+00:00,126,3,0.033391,USD,ENRICHED,DISAPPROVED
linkedin,li_cre_1304,2025-11-15 00:00:00+00:00,56,1,0.011993,USD,ENRICHED,ACTIVE
linkedin,li_cre_1936,2025-12-22 17:00:00+00:00,73,3,0.059112,USD,VALIDATED,ACTIVE
linkedin,li_cre_1685,2025-09-26 05:00:00+00:00,256,17,0.17629,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1604,2025-09-26 08:00:00+00:00,135,4,0.069606,USD,ENRICHED,ACTIVE
linkedin,li_cre_1882,2026-01-07 01:00:00+00:00,440,16,0.558455,USD,ENRICHED,ACTIVE
linkedin,li_cre_388,2025-10-16 20:00:00+00:00,76,8,0.138815,USD,RECEIVED,ACTIVE
linkedin,li_cre_847,2025-10-17 17:00:00+00:00,155,10,0.323056,USD,ENRICHED,LIMITED
linkedin,li_cre_1600,2025-10-19 11:00:00+00:00,482,16,0.328931,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2276,2025-10-07 09:00:00+00:00,131,4,0.037656,USD,VALIDATED,ACTIVE
linkedin,li_cre_2584,2025-12-02 20:00:00+00:00,156,2,0.100492,USD,VALIDATED,DRAFT
linkedin,li_cre_2089,2025-09-21 02:00:00+00:00,371,11,0.251674,USD,VALIDATED,ACTIVE
linkedin,li_cre_2692,2025-10-11 22:00:00+00:00,106,10,0.145155,USD,ENRICHED,ACTIVE
linkedin,li_cre_685,2025-09-25 10:00:00+00:00,203,7,0.300678,USD,ENRICHED,ACTIVE
linkedin,li_cre_523,2026-01-09 07:00:00+00:00,140,5,0.178675,USD,ENRICHED,ACTIVE
linkedin,li_cre_1182,2025-10-21 07:00:00+00:00,114,2,0.07408,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1293,2025-10-28 19:00:00+00:00,89,1,0.016211,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2277,2025-11-09 12:00:00+00:00,128,1,0.032837,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1492,2025-12-04 18:00:00+00:00,76,0,0.036279,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1555,2025-10-11 10:00:00+00:00,159,9,0.031696,USD,PUBLISHED,LIMITED
linkedin,li_cre_1410,2025-12-18 13:00:00+00:00,108,3,0.015533,USD,VALIDATED,ACTIVE
linkedin,li_cre_1821,2026-01-04 13:00:00+00:00,276,2,0.147105,USD,VALIDATED,PAUSED
linkedin,li_cre_1000,2025-11-16 17:00:00+00:00,234,4,0.225705,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2143,2026-01-10 17:00:00+00:00,218,14,0.368631,USD,ENRICHED,ACTIVE
linkedin,li_cre_1713,2026-01-02 10:00:00+00:00,251,17,0.200781,USD,VALIDATED,ACTIVE
linkedin,li_cre_474,2025-10-26 09:00:00+00:00,102,0,0.117807,USD,ENRICHED,LIMITED
linkedin,li_cre_533,2026-01-16 09:00:00+00:00,45,1,0.035071,USD,VALIDATED,ACTIVE
linkedin,li_cre_1258,2026-01-15 09:00:00+00:00,51,0,0.019647,USD,VALIDATED,ACTIVE
linkedin,li_cre_2574,2025-11-21 06:00:00+00:00,111,9,0.001793635908224406,USD,VALIDATED,ACTIVE
linkedin,li_cre_2507,2025-10-05 11:00:00+00:00,78,3,0.09775,USD,ENRICHED,DRAFT
linkedin,li_cre_2395,2025-12-23 16:00:00+00:00,64,1,0.028933,USD,VALIDATED,LIMITED
linkedin,li_cre_884,2025-12-21 11:00:00+00:00,366,0,0.362057,USD,VALIDATED,ACTIVE
linkedin,li_cre_2519,2025-11-04 15:00:00+00:00,201,6,0.067641,USD,VALIDATED,ACTIVE
linkedin,li_cre_2560,2025-11-11 15:00:00+00:00,174,2,0.125801,USD,VALIDATED,ACTIVE
linkedin,li_cre_801,2025-10-26 16:00:00+00:00,75,6,0.007869,USD,VALIDATED,DISAPPROVED
linkedin,li_cre_235,2025-11-20 19:00:00+00:00,368,24,0.118731,USD,ENRICHED,ACTIVE
linkedin,li_cre_2409,2025-09-25 03:00:00+00:00,564,13,0.403947,USD,ENRICHED,ACTIVE
linkedin,li_cre_2796,2026-01-10 02:00:00+00:00,391,12,0.245638,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2084,2025-10-15 22:00:00+00:00,291,12,0.284432,USD,ENRICHED,ACTIVE
linkedin,li_cre_35,2025-10-06 21:00:00+00:00,802,20,0.280908,USD,RECEIVED,DISAPPROVED
linkedin,li_cre_116,2025-10-15 21:00:00+00:00,522,38,0.04611,USD,RECEIVED,ACTIVE
linkedin,li_cre_1919,2025-10-01 03:00:00+00:00,222,15,0.086656,USD,ENRICHED,ACTIVE
linkedin,li_cre_517,2025-09-30 08:00:00+00:00,154,6,0.03412,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2290,2025-12-02 16:00:00+00:00,408,2,0.200877,USD,ENRICHED,ACTIVE
linkedin,li_cre_11,2025-09-27 22:00:00+00:00,77,6,0.019073,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2215,2025-12-31 17:00:00+00:00,161,23,0.070132,USD,VALIDATED,ACTIVE
linkedin,li_cre_1929,2025-11-08 23:00:00+00:00,155,8,0.037074,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2571,2026-01-12 12:00:00+00:00,57,2,0.019594,USD,VALIDATED,DRAFT
linkedin,li_cre_1624,2025-11-25 00:00:00+00:00,142,14,0.175108,USD,VALIDATED,ARCHIVED
linkedin,li_cre_2796,2025-12-25 22:00:00+00:00,130,0,0.082509,USD,VALIDATED,ACTIVE
linkedin,li_cre_2014,2025-10-23 13:00:00+00:00,561,36,0.733775,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1080,2025-11-15 11:00:00+00:00,77,3,0.126965,USD,ENRICHED,LIMITED
linkedin,li_cre_1886,2025-10-23 03:00:00+00:00,337,15,0.005080852678426385,USD,PUBLISHED,ACTIVE
linkedin,li_cre_64,2025-09-23 04:00:00+00:00,328,23,0.650817,USD,VALIDATED,ACTIVE
linkedin,li_cre_1266,2025-11-13 18:00:00+00:00,165,0,0.29351,USD,PUBLISHED,PAUSED
linkedin,li_cre_2341,2025-10-03 22:00:00+00:00,348,10,0.106529,USD,VALIDATED,ACTIVE
linkedin,li_cre_1953,2025-12-12 11:00:00+00:00,129,3,0.089695,USD,VALIDATED,PAUSED
linkedin,li_cre_1203,2025-11-30 20:00:00+00:00,356,11,0.234904,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2468,2025-12-22 08:00:00+00:00,396,28,0.133969,USD,ENRICHED,ACTIVE
linkedin,li_cre_778,2025-12-06 05:00:00+00:00,128,2,0.032809,USD,ENRICHED,ACTIVE
linkedin,li_cre_1771,2025-12-11 13:00:00+00:00,290,21,0.173684,USD,PUBLISHED,ACTIVE
linkedin,li_cre_953,2026-01-07 05:00:00+00:00,165,4,0.202735,USD,VALIDATED,ACTIVE
linkedin,li_cre_2248,2025-12-07 11:00:00+00:00,87,3,0.046553,USD,VALIDATED,ACTIVE
linkedin,li_cre_83,2025-09-23 11:00:00+00:00,126,5,0.075708,USD,VALIDATED,ACTIVE
linkedin,li_cre_1109,2025-12-27 05:00:00+00:00,232,6,0.19642,USD,RECEIVED,ACTIVE
linkedin,li_cre_1900,2025-09-22 14:00:00+00:00,74,5,0.028159,USD,ENRICHED,ARCHIVED
linkedin,li_cre_1073,2025-12-27 22:00:00+00:00,67,2,0.069762,USD,VALIDATED,ACTIVE
linkedin,li_cre_643,2025-12-05 00:00:00+00:00,86,8,0.117322,USD,ENRICHED,ACTIVE
linkedin,li_cre_397,2026-01-15 23:00:00+00:00,419,9,0.566043,USD,ENRICHED,ACTIVE
linkedin,li_cre_1755,2025-11-08 10:00:00+00:00,528,25,0.807026,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1473,2025-12-17 00:00:00+00:00,106,2,0.052905,USD,ENRICHED,PAUSED
linkedin,li_cre_2760,2025-09-22 11:00:00+00:00,248,17,0.006798,USD,VALIDATED,ACTIVE
linkedin,li_cre_925,2026-01-15 16:00:00+00:00,48,1,0.058582,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1560,2025-11-10 05:00:00+00:00,418,21,0.293197,USD,PUBLISHED,ACTIVE
linkedin,li_cre_285,2025-12-27 06:00:00+00:00,69,1,0.009382,USD,VALIDATED,ACTIVE
linkedin,li_cre_574,2025-09-23 21:00:00+00:00,42,0,0.005486,USD,PUBLISHED,ACTIVE
linkedin,li_cre_984,2025-10-05 11:00:00+00:00,74,0,0.06755,USD,ENRICHED,PAUSED
linkedin,li_cre_12,2025-11-11 19:00:00+00:00,43,0,0.03223,USD,VALIDATED,ACTIVE
linkedin,li_cre_2092,2025-10-04 13:00:00+00:00,817,21,1.469318,USD,VALIDATED,ACTIVE
linkedin,li_cre_2249,2025-11-05 20:00:00+00:00,143,2,0.035006,USD,ENRICHED,ACTIVE
linkedin,li_cre_333,2025-11-17 05:00:00+00:00,359,21,0.254956,USD,PUBLISHED,ACTIVE
linkedin,li_cre_261,2026-01-16 12:00:00+00:00,311,360,0.07335,USD,PUBLISHED,DRAFT
linkedin,li_cre_636,2025-12-14 07:00:00+00:00,358,25,0.280588,USD,ENRICHED,PAUSED
linkedin,li_cre_35,2025-10-21 15:00:00+00:00,71,3,0.065594,USD,PUBLISHED,PAUSED
linkedin,li_cre_1309,2025-11-04 07:00:00+00:00,144,6,0.025463,USD,ENRICHED,ACTIVE
linkedin,li_cre_2018,2025-12-23 02:00:00+00:00,82,2,0.02736,USD,VALIDATED,ACTIVE
linkedin,li_cre_1019,2025-10-05 22:00:00+00:00,67,4,0.045295,USD,ENRICHED,ACTIVE
linkedin,li_cre_2654,2025-09-24 11:00:00+00:00,219,5,0.327927,USD,VALIDATED,LIMITED
linkedin,li_cre_1390,2025-10-06 03:00:00+00:00,122,1,0.181672,USD,PUBLISHED,ACTIVE
linkedin,li_cre_593,2025-11-14 06:00:00+00:00,127,15,0.052429,USD,VALIDATED,ACTIVE
linkedin,li_cre_614,2025-11-21 04:00:00+00:00,160,16,0.005072431306862306,USD,PUBLISHED,ACTIVE
linkedin,li_cre_108,2025-11-10 00:00:00+00:00,175,11,0.130376,USD,ENRICHED,ACTIVE
linkedin,li_cre_976,2025-11-05 19:00:00+00:00,196,17,0.105509,USD,ENRICHED,ACTIVE
linkedin,li_cre_1535,2025-09-23 11:00:00+00:00,137,3,0.012845,USD,PUBLISHED,PAUSED
linkedin,li_cre_1510,2025-12-12 19:00:00+00:00,112,9,0.143095,USD,VALIDATED,ACTIVE
linkedin,li_cre_1919,2025-10-23 22:00:00+00:00,312,7,0.130493,USD,VALIDATED,DISAPPROVED
linkedin,li_cre_1113,2025-09-25 10:00:00+00:00,154,2,0.025814,USD,VALIDATED,ACTIVE
linkedin,li_cre_1390,2026-01-07 16:00:00+00:00,186,7,0.242907,USD,ENRICHED,ACTIVE
linkedin,li_cre_2204,2025-12-18 00:00:00+00:00,17,1,0.005309,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1665,2025-11-26 06:00:00+00:00,151,3,0.082435,USD,VALIDATED,DRAFT
linkedin,li_cre_1059,2025-12-24 20:00:00+00:00,305,52,0.180511,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2580,2025-12-21 20:00:00+00:00,249,1,0.127562,USD,VALIDATED,ACTIVE
linkedin,li_cre_767,2025-11-17 06:00:00+00:00,387,19,0.034019,USD,VALIDATED,DRAFT
linkedin,li_cre_277,2025-09-30 19:00:00+00:00,217,4,0.276864,USD,PUBLISHED,DRAFT
linkedin,li_cre_1451,2025-12-09 05:00:00+00:00,122,0,0.03305,USD,VALIDATED,ACTIVE
linkedin,li_cre_2095,2025-12-11 06:00:00+00:00,283,13,0.213614,USD,VALIDATED,ACTIVE
linkedin,li_cre_1020,2025-12-17 09:00:00+00:00,54,5,0.036751,USD,ENRICHED,LIMITED
linkedin,li_cre_1906,2025-12-23 23:00:00+00:00,363,14,0.244103,USD,VALIDATED,ACTIVE
linkedin,li_cre_1272,2025-12-08 20:00:00+00:00,104,5,0.128556,USD,RECEIVED,ACTIVE
linkedin,li_cre_829,2025-10-14 09:00:00+00:00,81,2,0.034246,USD,ENRICHED,ACTIVE
linkedin,li_cre_2213,2025-11-02 02:00:00+00:00,337,34,0.111222,USD,VALIDATED,ACTIVE
linkedin,li_cre_907,2025-09-26 02:00:00+00:00,205,4,0.150119,USD,RECEIVED,DRAFT
linkedin,li_cre_2606,2025-11-01 09:00:00+00:00,93,2,0.004011,USD,ENRICHED,ACTIVE
linkedin,li_cre_381,2025-12-27 10:00:00+00:00,179,8,0.074249,USD,ENRICHED,ACTIVE
linkedin,li_cre_1142,2025-12-18 12:00:00+00:00,186,2,0.052292,USD,VALIDATED,ACTIVE
linkedin,li_cre_470,2025-12-17 15:00:00+00:00,140,1,0.173321,USD,PUBLISHED,ACTIVE
linkedin,li_cre_622,2025-11-30 15:00:00+00:00,148,3,0.007687,USD,ENRICHED,ACTIVE
linkedin,li_cre_934,2025-10-23 09:00:00+00:00,143,5,0.023832,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2037,2025-11-25 06:00:00+00:00,480,8,0.026025,USD,VALIDATED,ACTIVE
linkedin,li_cre_1170,2025-10-31 05:00:00+00:00,63,2,0.009239,USD,ENRICHED,ACTIVE
linkedin,li_cre_1333,2026-01-09 08:00:00+00:00,149,5,0.152009,USD,ENRICHED,ACTIVE
linkedin,li_cre_380,2025-10-08 19:00:00+00:00,97,1,0.058176,USD,VALIDATED,PAUSED
linkedin,li_cre_1681,2025-12-20 21:00:00+00:00,162,7,0.039949,USD,ENRICHED,DRAFT
linkedin,li_cre_21,2025-10-24 23:00:00+00:00,47,3,0.049388,USD,VALIDATED,ACTIVE
linkedin,li_cre_705,2025-10-04 13:00:00+00:00,148,13,0.074543,USD,RECEIVED,LIMITED
linkedin,li_cre_1666,2025-11-14 07:00:00+00:00,68,0,0.039587,USD,VALIDATED,ACTIVE
linkedin,li_cre_640,2025-12-11 18:00:00+00:00,122,2,0.032777,USD,RECEIVED,ACTIVE
linkedin,li_cre_2091,2025-12-03 05:00:00+00:00,634,54,0.673524,USD,RECEIVED,DRAFT
linkedin,li_cre_1844,2026-01-05 20:00:00+00:00,167,13,0.0010048311443057807,USD,VALIDATED,ARCHIVED
linkedin,li_cre_1433,2025-09-26 18:00:00+00:00,688,37,0.046155,USD,VALIDATED,PAUSED
linkedin,li_cre_2552,2025-10-01 18:00:00+00:00,326,38,0.093304,USD,VALIDATED,ACTIVE
linkedin,li_cre_1489,2025-11-23 17:00:00+00:00,924,16,0.894225,USD,RECEIVED,ACTIVE
linkedin,li_cre_1531,2025-10-21 19:00:00+00:00,333,6,0.097188,USD,PUBLISHED,ACTIVE
linkedin,li_cre_249,2025-11-02 01:00:00+00:00,253,12,0.036746,USD,ENRICHED,ACTIVE
linkedin,li_cre_1317,2025-12-30 07:00:00+00:00,72,1,0.069617,USD,ENRICHED,DRAFT
linkedin,li_cre_1221,2025-10-27 07:00:00+00:00,317,10,0.094869,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2736,2025-12-31 06:00:00+00:00,101,10,0.0832,USD,VALIDATED,PAUSED
linkedin,li_cre_1662,2025-10-13 14:00:00+00:00,338,25,0.079179,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1222,2025-12-25 15:00:00+00:00,129,4,0.064857,USD,ENRICHED,ACTIVE
linkedin,li_cre_1960,2025-11-05 02:00:00+00:00,178,7,0.118428,USD,VALIDATED,ACTIVE
linkedin,li_cre_364,2025-10-15 09:00:00+00:00,178,2,0.061037,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1594,2025-12-23 02:00:00+00:00,72,3,0.041182,USD,VALIDATED,ACTIVE
linkedin,li_cre_838,2025-10-01 08:00:00+00:00,285,49,0.344778,USD,PUBLISHED,LIMITED
linkedin,li_cre_417,2025-11-21 19:00:00+00:00,120,2,0.24538,USD,ENRICHED,ACTIVE
linkedin,li_cre_1521,2025-09-27 15:00:00+00:00,105,3,0.018691,USD,ENRICHED,ACTIVE
linkedin,li_cre_1321,2025-09-27 06:00:00+00:00,148,10,0.057628,USD,ENRICHED,ACTIVE
linkedin,li_cre_1598,2025-10-30 16:00:00+00:00,113,6,0.061716,USD,VALIDATED,ACTIVE
linkedin,li_cre_406,2025-11-09 02:00:00+00:00,60,0,0.012705,USD,ENRICHED,ACTIVE
linkedin,li_cre_365,2025-12-24 09:00:00+00:00,31,0,0.009615,USD,ENRICHED,ACTIVE
linkedin,li_cre_1965,2025-11-02 22:00:00+00:00,553,27,0.172928,USD,RECEIVED,ACTIVE
linkedin,li_cre_303,2025-11-17 20:00:00+00:00,69,0,0.032171,USD,VALIDATED,ACTIVE
linkedin,li_cre_2231,2025-12-01 05:00:00+00:00,113,0,0.01315,USD,VALIDATED,ACTIVE
linkedin,li_cre_2761,2025-09-28 20:00:00+00:00,180,17,0.037536,USD,RECEIVED,ACTIVE
linkedin,li_cre_1237,2025-09-22 11:00:00+00:00,178,11,0.009436,USD,PUBLISHED,DRAFT
linkedin,li_cre_529,2025-12-28 13:00:00+00:00,466,9,0.656001,USD,ENRICHED,ACTIVE
linkedin,li_cre_1467,2025-12-26 21:00:00+00:00,193,2,0.352371,USD,ENRICHED,ACTIVE
linkedin,li_cre_45,2025-12-22 15:00:00+00:00,173,9,0.255628,USD,VALIDATED,ACTIVE
linkedin,li_cre_1177,2025-12-25 17:00:00+00:00,101,19,0.022278,USD,ENRICHED,PAUSED
linkedin,li_cre_413,2025-10-06 05:00:00+00:00,89,2,0.070381,USD,VALIDATED,ACTIVE
linkedin,li_cre_1641,2025-11-03 18:00:00+00:00,113,4,0.027703,USD,ENRICHED,LIMITED
linkedin,li_cre_490,2025-12-03 18:00:00+00:00,172,13,0.089477,USD,ENRICHED,ACTIVE
linkedin,li_cre_1052,2026-01-02 18:00:00+00:00,1064,24,0.417239,USD,VALIDATED,DISAPPROVED
linkedin,li_cre_749,2026-01-01 23:00:00+00:00,535,16,0.695482,USD,VALIDATED,ACTIVE
linkedin,li_cre_366,2025-12-16 01:00:00+00:00,215,1,0.185013,USD,RECEIVED,ACTIVE
linkedin,li_cre_2371,2025-12-27 15:00:00+00:00,86,1,0.008608,USD,ENRICHED,ACTIVE
linkedin,li_cre_372,2025-11-27 13:00:00+00:00,76,1,0.095842,USD,VALIDATED,ACTIVE
linkedin,li_cre_797,2025-09-25 09:00:00+00:00,1151,1,0.535855,USD,VALIDATED,DRAFT
linkedin,li_cre_2159,2025-12-12 21:00:00+00:00,102,1,0.065985,USD,VALIDATED,ACTIVE
linkedin,li_cre_2574,2025-11-28 02:00:00+00:00,148,0,0.0744,USD,ENRICHED,ARCHIVED
linkedin,li_cre_2128,2025-12-13 12:00:00+00:00,474,7,0.0989684229665397,USD,VALIDATED,ACTIVE
linkedin,li_cre_1167,2025-11-03 09:00:00+00:00,150,0,0.057476,USD,PUBLISHED,PAUSED
linkedin,li_cre_88,2025-11-16 06:00:00+00:00,92,3,0.080244,USD,RECEIVED,ARCHIVED
linkedin,li_cre_2464,2025-09-30 10:00:00+00:00,107,5,0.048543,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2219,2025-10-13 18:00:00+00:00,250,15,0.336418,USD,ENRICHED,ACTIVE
linkedin,li_cre_1034,2025-12-04 07:00:00+00:00,214,4,0.038731,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1859,2025-09-28 01:00:00+00:00,217,18,0.311009,USD,PUBLISHED,ACTIVE
linkedin,li_cre_615,2025-09-19 13:00:00+00:00,225,0,0.066597,USD,VALIDATED,ACTIVE
linkedin,li_cre_1132,2025-11-05 00:00:00+00:00,504,14,0.13532,USD,PUBLISHED,ACTIVE
linkedin,li_cre_618,2025-10-23 13:00:00+00:00,193,0,0.207522,USD,VALIDATED,DISAPPROVED
linkedin,li_cre_190,2025-12-06 07:00:00+00:00,201,9,0.108482,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2515,2026-01-14 17:00:00+00:00,178,1,0.103906,USD,VALIDATED,DISAPPROVED
linkedin,li_cre_771,2025-11-02 16:00:00+00:00,170,5,0.053528,USD,ENRICHED,ACTIVE
linkedin,li_cre_114,2026-01-11 10:00:00+00:00,987,6,0.740732,USD,VALIDATED,ACTIVE
linkedin,li_cre_2443,2025-12-16 23:00:00+00:00,83,5,0.026663,USD,ENRICHED,ACTIVE
linkedin,li_cre_691,2026-01-14 06:00:00+00:00,77,5,0.065502,USD,VALIDATED,ACTIVE
linkedin,li_cre_217,2025-10-04 02:00:00+00:00,52,1,0.031349,USD,PUBLISHED,PAUSED
linkedin,li_cre_1722,2025-12-26 23:00:00+00:00,347,3,0.538565,USD,PUBLISHED,LIMITED
linkedin,li_cre_1195,2025-11-03 11:00:00+00:00,276,15,0.295318,USD,PUBLISHED,ACTIVE
linkedin,li_cre_2642,2025-11-28 23:00:00+00:00,52,1,0.011555,USD,ENRICHED,ACTIVE
linkedin,li_cre_638,2026-01-05 12:00:00+00:00,239,6,0.107213,USD,ENRICHED,ACTIVE
linkedin,li_cre_806,2025-09-21 02:00:00+00:00,283,8,0.574422,USD,VALIDATED,ACTIVE
linkedin,li_cre_1919,2025-12-14 01:00:00+00:00,190,9,0.064027,USD,VALIDATED,PAUSED
linkedin,li_cre_401,2025-12-13 00:00:00+00:00,341,5,0.376566,USD,ENRICHED,ACTIVE
linkedin,li_cre_116,2025-10-08 13:00:00+00:00,146,8,0.140949,USD,VALIDATED,ACTIVE
linkedin,li_cre_1462,2025-11-03 11:00:00+00:00,49,3,0.022097,USD,PUBLISHED,DISAPPROVED
linkedin,li_cre_2300,2025-11-29 03:00:00+00:00,105,1,0.231862,USD,VALIDATED,ACTIVE
linkedin,li_cre_2566,2025-12-10 09:00:00+00:00,87,1,0.039956,USD,VALIDATED,ACTIVE
linkedin,li_cre_2224,2026-01-06 00:00:00+00:00,156,1,0.075494,USD,VALIDATED,PAUSED
linkedin,li_cre_965,2025-12-15 05:00:00+00:00,222,25,0.013013,USD,PUBLISHED,ACTIVE
linkedin,li_cre_283,2025-12-24 04:00:00+00:00,121,6,0.07043,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1112,2025-09-22 17:00:00+00:00,347,10,0.29695,USD,VALIDATED,ACTIVE
linkedin,li_cre_89,2025-10-19 13:00:00+00:00,355,11,-0.059931,USD,VALIDATED,ACTIVE
linkedin,li_cre_2263,2026-01-04 00:00:00+00:00,92,0,0.08607,USD,VALIDATED,PAUSED
linkedin,li_cre_2325,2025-09-29 13:00:00+00:00,219,8,0.195853,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1101,2025-12-09 22:00:00+00:00,179,7,0.176816,USD,VALIDATED,ACTIVE
linkedin,li_cre_1807,2025-12-26 02:00:00+00:00,72,9,0.007543,USD,ENRICHED,LIMITED
linkedin,li_cre_1621,2025-12-15 06:00:00+00:00,104,8,0.106929,USD,VALIDATED,PAUSED
linkedin,li_cre_946,2025-12-12 18:00:00+00:00,151,8,0.040402,USD,VALIDATED,ACTIVE
linkedin,li_cre_431,2025-11-11 17:00:00+00:00,145,11,0.089579,USD,ENRICHED,ACTIVE
linkedin,li_cre_36,2025-10-27 06:00:00+00:00,870,7,0.117825,USD,ENRICHED,ARCHIVED
linkedin,li_cre_444,2025-10-24 09:00:00+00:00,507,46,0.206621,USD,RECEIVED,ACTIVE
linkedin,li_cre_1877,2025-10-17 04:00:00+00:00,117,3,0.003579,USD,PUBLISHED,DRAFT
linkedin,li_cre_412,2025-12-18 00:00:00+00:00,246,4,0.19418,USD,ENRICHED,ACTIVE
linkedin,li_cre_1224,2026-01-03 16:00:00+00:00,138,2,0.0018301950608474457,USD,ENRICHED,ACTIVE
linkedin,li_cre_1201,2025-10-15 22:00:00+00:00,125,13,0.068956,USD,VALIDATED,ACTIVE
linkedin,li_cre_960,2025-12-07 06:00:00+00:00,87,1,0.144398,USD,RECEIVED,ACTIVE
linkedin,li_cre_2769,2025-10-16 02:00:00+00:00,140,6,0.141069,USD,VALIDATED,PAUSED
linkedin,li_cre_328,2026-01-07 21:00:00+00:00,99,3,0.054703,USD,ENRICHED,ACTIVE
linkedin,li_cre_1821,2026-01-05 18:00:00+00:00,78,0,0.095605,USD,VALIDATED,ACTIVE
linkedin,li_cre_1603,2025-10-05 16:00:00+00:00,295,14,0.608503,USD,PUBLISHED,DISAPPROVED
linkedin,li_cre_2121,2025-12-23 08:00:00+00:00,121,3,0.0822,USD,ENRICHED,ACTIVE
linkedin,li_cre_936,2025-09-22 23:00:00+00:00,79,0,0.05568,USD,PUBLISHED,PAUSED
linkedin,li_cre_1877,2025-10-13 01:00:00+00:00,111,9,0.023247,USD,PUBLISHED,ACTIVE
linkedin,li_cre_1787,2026-01-13 06:00:00+00:00,47,0,0.023214,USD,PUBLISHED,ACTIVE
linkedin,li_cre_324,2025-10-20 01:00:00+00:00,349,8,0.016459,USD,ENRICHED,LIMITED
linkedin,li_cre_512,2026-01-10 04:00:00+00:00,118,8,0.134539,USD,VALIDATED,ACTIVE
linkedin,li_cre_2419,2025-12-11 22:00:00+00:00,110,6,0.077182,USD,PUBLISHED,PAUSED
linkedin,li_cre_1389,2026-01-07 20:00:00+00:00,170,24,0.03307,USD,PUBLISHED,PAUSED
linkedin,li_cre_756,2025-10-20 11:00:00+00:00,186,9,0.079102,USD,ENRICHED,ACTIVE
linkedin,li_cre_789,2025-10-15 10:00:00+00:00,108,154,0.036853,USD,VALIDATED,ACTIVE
linkedin,li_cre_681,2025-09-27 15:00:00+00:00,145,3,0.143856,USD,ENRICHED,ACTIVE
linkedin,li_cre_550,2025-10-04 09:00:00+00:00,213,5,0.050723,USD,VALIDATED,DRAFT
linkedin,li_cre_707,2025-12-23 01:00:00+00:00,85,7,0.035494,USD,ENRICHED,ACTIVE
linkedin,li_cre_2452,2025-12-24 22:00:00+00:00,153,5,0.18278,USD,PUBLISHED,ARCHIVED
linkedin,li_cre_2448,2025-12-06 22:00:00+00:00,106,1,0.05995,USD,VALIDATED,ACTIVE
linkedin,li_cre_1107,2025-12-24 11:00:00+00:00,25,1,0.027192,USD,VALIDATED,ARCHIVED
linkedin,li_cre_1937,2025-11-05 22:00:00+00:00,90,2,0.070075,USD,PUBLISHED,ACTIVE
