advertiser_id,campaign_id,adgroup_id,ad_id,video_id,stat_time_hour,timezone_offset,device_type,inventory_type,creative_type,video_length_seconds,views_2s,views_6s,views_25p,views_50p,views_75p,views_100p,avg_watch_seconds,impressions,clicks,cost,currency_code,ad_status,pipe_state,quarantine_reason,row_id,row_hash,source_file,ingested_at_utc
tt_adv_6,tt_camp_61,tt_group_361,tt_ad_214,tt_vid_1566,2026-01-16 20:00:00,+0800,UNKNOWN,TOPVIEW,VIDEO_AD,,43.0,45.0,45.0,11.0,4.0,10.0,,188,17,0.017538,USD,DRAFT,PUB,,row_zjm7jh4qh52s,hash_a9eqx8lbhue19x,tiktok_20260116_20.csv,2026-01-18T20:09:00+00:00
tt_adv_3,tt_camp_2,tt_group_468,tt_ad_144,,2025-11-09 05:00:00,+0800,UNKNOWN,TOPVIEW,IMAGE,15.0,,,,,,,,232,6,0.09289,PHP,ENABLE,VALID,,row_xa93c8euhwcl,hash_mimp2d9cjgapw2,tiktok_20251109_05.csv,2025-11-09T06:09:00+00:00
tt_adv_12,tt_camp_56,tt_group_220,tt_ad_55,,2025-12-24 06:00:00,+8,UNKNOWN,TOPVIEW,SPARK_AD,30.0,2.0,2.0,1.0,0.0,0.0,1.0,17.17,92,2,0.019595,PHP,ENABLE,PUB,,row_nglmopvkqbvi,hash_e2w31jiq24j6go,tiktok_20251224_06.csv,2025-12-24T08:04:00+00:00
tt_adv_14,tt_camp_159,tt_group_437,tt_ad_372,tt_vid_1849,2025-11-02 08:00:00,+8,TABLET,TOPVIEW,VIDEO_AD,15.0,60.0,46.0,29.0,32.0,14.0,17.0,5.36,179,1,0.034404,USD,ENABLE,ENR,,row_7zhvzaxsdk9b,hash_j4zeqh984dq2qn,tiktok_20251102_08.csv,2025-11-04T08:24:00+00:00
tt_adv_3,tt_camp_144,tt_group_226,tt_ad_1228,tt_vid_1413,2025-12-13 15:00:00,+0800,TABLET,SEARCH,IMAGE,30.0,,,,,,,,90,2,0.06933,AUD,ENABLE,VALID,,row_1jfl0gaocxy1,hash_1b0n2ettfv5cdw,tiktok_20251213_15.csv,2025-12-13T16:04:00+00:00
tt_adv_11,tt_camp_98,tt_group_392,tt_ad_1102,tt_vid_2211,2025-10-25 23:00:00,,DESKTOP,IN_FEED,VIDEO_AD,12.0,5.0,4.0,3.0,2.0,5.0,0.0,5.66,554,20,0.454769,USD,ENABLE,RECV,,row_kzadf54l3jfr,hash_cz6ssl9hp55qqb,tiktok_20251025_23.csv,2025-10-26T23:47:00+00:00
tt_adv_14,tt_camp_93,tt_group_205,tt_ad_467,,2025-10-11 11:00:00,+8,TABLET,SPARK,VIDEO,45.0,1.0,2.0,2.0,2.0,3.0,1.0,15.97,111,1,0.057288,USD,ENABLE,PUB,,row_ixlzztlwdg28,hash_go4da15nji1kb1,tiktok_20251011_11.csv,2025-10-13T11:53:00+00:00
tt_adv_3,tt_camp_18,tt_group_114,tt_ad_38,,2025-09-29 11:00:00,+0100,UNKNOWN,IN_FEED,IMAGE,,,,,,,,,198,13,0.118985,PHP,ENABLE,ENR,,row_ld3sivd78t1z,hash_220mbe68zgp32i,tiktok_20250929_11.csv,2025-09-29T12:30:00+00:00
tt_adv_6,tt_camp_35,tt_group_324,tt_ad_102,tt_vid_2615,2025-11-04 11:00:00,+0000,DESKTOP,IN_FEED,SPARK_AD,90.0,68.0,64.0,55.0,58.0,4.0,21.0,26.06,253,12,0.077817,EUR,ENABLE,VALID,,row_ijt19y2kzfid,hash_6pby2q4btjnmxd,tiktok_20251104_11.csv,2025-11-04T23:16:00+00:00
tt_adv_7,tt_camp_102,tt_group_391,tt_ad_1445,,2026-01-06 06:00:00,,ph0ne,TOPVIEW,VIDEO_AD,90.0,87.0,9.0,76.0,19.0,1.0,31.0,65.03,196,9,0.13279,USD,DRAFT,VALID,,row_9hi9xbkxs0ua,hash_a90jtw7ef8m248,tiktok_20260106_06.csv,2026-01-06T18:09:00+00:00
tt_adv_7,tt_camp_40,tt_group_262,tt_ad_1400,tt_vid_1563,2025-10-09 17:00:00,+0000,DESKTOP,IN_FEED,VIDEO,10.0,9.0,4.0,9.0,4.0,10.0,2.0,4.9,86,6,0.026186,USD,ENABLE,ENR,,row_xcvufhbnozfm,hash_uj5z6jmmanqway,tiktok_20251009_17.csv,2025-10-09T17:03:00+00:00
tt_adv_3,tt_camp_120,tt_group_24,tt_ad_1216,tt_vid_2195,2025-11-20 09:00:00,+0000,PHONE,SPARK,IMAGE,,,,,,,,,122,4,0.101949,PHP,LIMITED,VALID,,row_cajv3swr53sz,hash_1yxbwpklukzkks,tiktok_20251120_09.csv,2025-11-20T11:16:00+00:00
tt_adv_4,tt_camp_86,tt_group_153,tt_ad_1205,,2026-01-02 08:00:00,+0100,UNKNOWN,SPARK,VIDEO,60.0,52.0,31.0,29.0,29.0,6.0,11.0,24.35,226,3,0.279856,PHP,ENABLE,VALID,,row_o08cvn6vhruq,hash_hkrl07qig0632o,tiktok_20260102_08.csv,2026-01-02T10:51:00+00:00
tt_adv_20,tt_camp_40,tt_group_477,tt_ad_1844,tt_vid_1182,2025-10-09 16:00:00,,PHONE,SPARK,IMAGE,,,,,,,,,66,8,0.181475,USD,ENABLE,VALID,,row_l43y3na9w025,hash_rp1sjnrwzt2z0v,tiktok_20251009_16.csv,2025-10-11T16:23:00+00:00
tt_adv_16,tt_camp_7,tt_group_162,tt_ad_1704,tt_vid_313,2025-10-31 19:00:00,+8,ph0ne,SPARK,IMAGE,,,,,,,,,414,5,-0.094345,PHP,LIMITED,ENR,,row_56w67i7sfjbk,hash_1wleulz55aw3zg,tiktok_20251031_19.csv,2025-11-01T19:02:00+00:00
tt_adv_6,tt_camp_83,tt_group_367,tt_ad_260,,2025-12-24 16:00:00,,PHONE,TOPVIEW,SPARK_AD,20.0,61.0,39.0,75.0,24.0,26.0,11.0,9.93,298,3,0.145669,PHP,ENABLE,RECV,,row_hb7ljn70o7dy,hash_1r1tyw1wuu5jpk,tiktok_20251224_16.csv,2025-12-24T22:49:00+00:00
tt_adv_15,tt_camp_122,tt_group_466,tt_ad_1152,tt_vid_1952,2025-11-20 02:00:00,,UNKNOWN,SEARCH,SPARK_AD,45.0,39.0,41.0,48.0,32.0,12.0,15.0,17.22,265,12,0.104498,PHP,ENABLE,ENR,,row_0r8cv5h173i1,hash_a85pfr0sp1q9ts,tiktok_20251120_02.csv,2025-11-20T04:04:00+00:00
tt_adv_4,tt_camp_49,tt_group_181,tt_ad_1490,tt_vid_316,2025-12-07 22:00:00,+0100,DESKTOP,IN_FEED,VIDEO,20.0,19.0,15.0,7.0,12.0,16.0,21.0,9.05,131,4,0.008896,SGD,ENABLE,ENR,,row_vj0ktmi1rtwk,hash_laiqlquejq6or6,tiktok_20251207_22.csv,2025-12-07T23:17:00+00:00
tt_adv_20,tt_camp_150,tt_group_135,tt_ad_1859,tt_vid_2834,2025-11-01 17:00:00,,DESKTOP,SPARK,VIDEO,8.0,38.0,32.0,22.0,15.0,18.0,12.0,4.18,89,0,0.090994,AUD,LIMITED,VALID,,row_t8mko0r27z71,hash_bnq0wxlaobv2z5,tiktok_20251101_17.csv,2025-11-02T17:47:00+00:00
tt_adv_5,tt_camp_88,tt_group_283,tt_ad_1177,tt_vid_1097,2025-12-28 14:00:00,+0800,PHONE,SEARCH,VIDEO,10.0,32.0,21.0,19.0,16.0,3.0,9.0,4.19,285,22,0.066511,PHP,ENABLE,ENR,,row_ttwewfcjti41,hash_irnbg1zdk27umq,tiktok_20251228_14.csv,2025-12-29T02:41:00+00:00
tt_adv_18,tt_camp_96,tt_group_418,tt_ad_1500,tt_vid_2638,2025-10-16 12:00:00,,PHONE,IN_FEED,IMAGE,,,,,,,,,265,1,0.111855,SGD,ENABLE,RECV,,row_irkuxnfak55x,hash_q1ohysw5icm1kv,tiktok_20251016_12.csv,2025-10-16T12:31:00+00:00
tt_adv_10,tt_camp_63,tt_group_167,tt_ad_257,,2026-01-15 07:00:00,+0000,TABLET,TOPVIEW,SPARK_AD,8.0,9.0,12.0,14.0,11.0,5.0,1.0,4.2,165,1,0.035929,PHP,ENABLE,VALID,,row_cfh2kqfzuipu,hash_pgcc8u1pig7ka9,tiktok_20260115_07.csv,2026-01-15T19:51:00+00:00
tt_adv_3,tt_camp_54,tt_group_370,tt_ad_569,tt_vid_1912,2025-12-13 16:00:00,+0800,UNKNOWN,IN_FEED,SPARK_AD,15.0,12.0,3.0,9.0,7.0,2.0,2.0,8.94,199,17,0.240491,USD,ENABLE,ENR,,row_u2o8h4zlshhd,hash_4j1hvx2u9y3a4b,tiktok_20251213_16.csv,2025-12-14T04:27:00+00:00
tt_adv_6,tt_camp_102,tt_group_353,tt_ad_941,tt_vid_2896,2025-11-22 19:00:00,+0800,DESKTOP,IN_FEED,SPARK_AD,15.0,44.0,34.0,4.0,39.0,26.0,12.0,8.16,99,4,0.039186,USD,REJECT,PUB,,row_cilu2sovrijc,hash_o88fjet8g19wn4,tiktok_20251122_19.csv,2025-11-23T01:24:00+00:00
tt_adv_3,tt_camp_153,tt_group_143,tt_ad_248,tt_vid_1630,2026-01-03 05:00:00,+0000,TABLET,IN_FEED,SPARK_AD,60.0,8.0,8.0,10.0,4.0,4.0,0.0,31.61,97,1,0.090648,PHP,DRAFT,PUB,,row_u7oapt5n6uza,hash_nrttuz5jn7rrh3,tiktok_20260103_05.csv,2026-01-03T17:41:00+00:00
tt_adv_19,tt_camp_142,tt_group_38,tt_ad_1129,tt_vid_2525,2025-09-22 17:00:00,+0100,DESKTOP,SPARK,VIDEO,60.0,20.0,20.0,11.0,14.0,4.0,7.0,51.65,114,18,0.137203,AUD,ENABLE,RECV,,row_nn6cu96005wf,hash_5qzhawx9qxvirn,tiktok_20250922_17.csv,2025-09-22T23:17:00+00:00
tt_adv_3,tt_camp_106,tt_group_498,tt_ad_237,tt_vid_1433,2025-11-08 18:00:00,+8,DESKTOP,TOPVIEW,VIDEO_AD,90.0,23.0,7.0,28.0,14.0,4.0,10.0,15.78,101,0,0.03446,USD,ENABLE,VALID,,row_sz0yh99hgy4e,hash_2fumqwgt7zs034,tiktok_20251108_18.csv,2025-11-09T00:51:00+00:00
tt_adv_8,tt_camp_133,tt_group_232,tt_ad_853,,2025-09-25 06:00:00,+0100,PHONE,IN_FEED,VIDEO,6.0,36.0,18.0,28.0,11.0,6.0,11.0,1.45,255,14,0.233983,PHP,ENABLE,VALID,,row_kyk3jd1yef5n,hash_mtx3m4baemvhor,tiktok_20250925_06.csv,2025-09-25T06:28:00+00:00
tt_adv_15,tt_camp_7,tt_group_395,tt_ad_1665,tt_vid_375,2025-11-04 13:00:00,+0100,PHONE,IN_FEED,SPARK_AD,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,57,2,0.00413,USD,ENABLE,PUB,,row_xlk5786h4gb1,hash_3wz6femi6mnd0p,tiktok_20251104_13.csv,2025-11-05T13:15:00+00:00
tt_adv_5,tt_camp_62,tt_group_164,tt_ad_578,tt_vid_622,2026-01-13 19:00:00,+0100,ph0ne,SEARCH,IMAGE,,,,,,,,,130,0,0.18045,PHP,ENABLE,VALID,,row_ymgyufuf3fuf,hash_6n6dtlkxusubfh,tiktok_20260113_19.csv,2026-01-15T19:34:00+00:00
tt_adv_13,tt_camp_101,tt_group_38,tt_ad_596,,2026-01-14 03:00:00,+0000,TABLET,IN_FEED,VIDEO_AD,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,69,0,0.017011,php,ENABLE,ENR,,row_jqpv8phma113,hash_ks3333d1i0ulup,tiktok_20260114_03.csv,2026-01-14T04:23:00+00:00
tt_adv_14,tt_camp_55,tt_group_26,tt_ad_618,tt_vid_558,2026-01-04 11:00:00,+8,ph0ne,TOPVIEW,VIDEO_AD,90.0,7.0,4.0,7.0,2.0,3.0,2.0,63.82,147,3,0.04791,PHP,PAUSE,PUB,,row_jr3ff1bul4f4,hash_rm1vub8m1qk9kl,tiktok_20260104_11.csv,2026-01-04T11:03:00+00:00
tt_adv_18,tt_camp_46,tt_group_495,tt_ad_750,tt_vid_2354,2025-10-21 09:00:00,+8,DESKTOP,SPARK,VIDEO,60.0,22.0,32.0,28.0,15.0,11.0,11.0,10.73,134,0,0.235367,USD,ENABLE,PUB,,row_niy5be3ak5lq,hash_l3xrorjxai411o,tiktok_20251021_09.csv,2025-10-21T15:52:00+00:00
tt_adv_5,tt_camp_12,tt_group_441,tt_ad_1297,tt_vid_820,2025-12-02 23:00:00,+0800,UNKNOWN,IN_FEED,SPARK_AD,60.0,33.0,25.0,24.0,11.0,3.0,19.0,27.31,515,8,0.156965,AUD,REJECT,ENR,,row_62rc8re8bkdv,hash_i2ry750mx4x4o0,tiktok_20251202_23.csv,2025-12-04T23:16:00+00:00
tt_adv_10,tt_camp_100,tt_group_24,tt_ad_92,tt_vid_857,2026-01-07 03:00:00,+0100,PHONE,IN_FEED,VIDEO_AD,45.0,73.0,81.0,77.0,94.0,5.0,17.0,25.22,208,12,0.060082,USD,ENABLE,ENR,,row_s1hxh7u2s7d9,hash_ot8d32dzeljib6,tiktok_20260107_03.csv,2026-01-07T15:59:00+00:00
tt_adv_16,tt_camp_155,tt_group_262,tt_ad_515,tt_vid_1642,2025-12-21 17:00:00,,ph0ne,IN_FEED,IMAGE,,,,,,,,,49,2,0.023632,USD,ENABLE,VALID,,row_w45dgvg1iegt,hash_eo9jn9m1vvgc6q,tiktok_20251221_17.csv,2025-12-22T17:00:00+00:00
tt_adv_17,tt_camp_121,tt_group_157,tt_ad_393,tt_vid_409,2025-09-24 20:00:00,+0800,ph0ne,TOPVIEW,VIDEO,,87.0,93.0,26.0,87.0,16.0,59.0,7.38,289,6,0.080097,EUR,LIMITED,PUB,,row_jfknkwg5rxs2,hash_msps9lai2tggob,tiktok_20250924_20.csv,2025-09-25T20:35:00+00:00
tt_adv_14,tt_camp_47,tt_group_482,tt_ad_297,tt_vid_1265,2025-10-04 05:00:00,+0800,TABLET,SPARK,IMAGE,,,,,,,,,343,22,0.177481,PHP,ENABLE,VALID,,row_65z75dv76x1o,hash_8qovb8scba1b2p,tiktok_20251004_05.csv,2025-10-04T06:40:00+00:00
tt_adv_3,tt_camp_77,tt_group_199,tt_ad_1738,,2025-10-07 19:00:00,+0000,ph0ne,SEARCH,VIDEO,60.0,49.0,21.0,26.0,40.0,22.0,23.0,35.62,314,12,0.196553,PHP,LIMITED,VALID,,row_k61y4cuiyypz,hash_dtbqev23d2i1mj,tiktok_20251007_19.csv,2025-10-08T01:18:00+00:00
tt_adv_12,tt_camp_45,tt_group_252,tt_ad_167,tt_vid_456,2025-12-06 02:00:00,+0000,ph0ne,SPARK,IMAGE,,,,,,,,,198,3,0.606144,PHP,ENABLE,PUB,,row_54wjozyix2bc,hash_dsd0v710vy6hhz,tiktok_20251206_02.csv,2025-12-06T08:38:00+00:00
tt_adv_4,tt_camp_90,tt_group_42,tt_ad_459,tt_vid_2556,2025-12-23 14:00:00,+0800,DESKTOP,SPARK,IMAGE,,,,,,,,,57,2,0.060138,USD,ENABLE,VALID,,row_f9xs9smnb6zl,hash_0rs7l63kbcgocd,tiktok_20251223_14.csv,2025-12-23T20:51:00+00:00
tt_adv_5,tt_camp_127,tt_group_148,tt_ad_1977,tt_vid_1492,2025-12-22 08:00:00,+8,TABLET,SEARCH,IMAGE,,,,,,,,,1234,16,0.679436,PHP,ENABLE,PUB,,row_0jehi7bnqeew,hash_pung4d698ce97b,tiktok_20251222_08.csv,2025-12-22T09:42:00+00:00
tt_adv_1,tt_camp_84,tt_group_201,tt_ad_1361,tt_vid_702,2025-11-12 10:00:00,+8,TABLET,IN_FEED,VIDEO_AD,90.0,59.0,24.0,66.0,56.0,16.0,1.0,35.42,184,3,0.128316,USD,LIMITED,ENR,,row_1f48gvcojvmp,hash_ql0swv5epg5oyp,tiktok_20251112_10.csv,2025-11-12T12:27:00+00:00
tt_adv_17,tt_camp_117,tt_group_79,tt_ad_1694,tt_vid_2346,2026-01-14 08:00:00,+0000,DESKTOP,SPARK,VIDEO_AD,45.0,77.0,36.0,58.0,57.0,76.0,19.0,5.43,511,24,0.395795,AUD,LIMITED,VALID,,row_xaie89k4rn68,hash_2ekuam7irb1rdb,tiktok_20260114_08.csv,2026-01-14T09:15:00+00:00
tt_adv_12,tt_camp_50,tt_group_182,tt_ad_1732,tt_vid_1278,2025-12-29 08:00:00,+0800,DESKTOP,IN_FEED,VIDEO,6.0,10.0,11.0,2.0,5.0,3.0,2.0,1.58,37,0,0.002544,USD,REJECT,ENR,,row_qhftlvf797a9,hash_s2oeh473yev3i7,tiktok_20251229_08.csv,2025-12-29T09:02:00+00:00
tt_adv_4,tt_camp_112,tt_group_207,tt_ad_1494,tt_vid_1954,2025-10-06 15:00:00,+0800,PHONE,SEARCH,IMAGE,,,,,,,,,330,2,0.665671,PHP,PAUSE,ENR,,row_geyciuxnax08,hash_9zhips4jtqitht,tiktok_20251006_15.csv,2025-10-06T17:26:00+00:00
tt_adv_7,tt_camp_53,tt_group_49,tt_ad_474,tt_vid_564,2026-01-16 05:00:00,+0800,UNKNOWN,SPARK,SPARK_AD,,14.0,17.0,19.0,13.0,17.0,,2.2,66,3,0.030539,PHP,ENABLE,QUAR,MISSING_VIDEO_DURATION,row_dmke56llgyag,hash_n2mhltaf5vsu0s,tiktok_20260116_05.csv,2026-01-18T05:54:00+00:00
tt_adv_18,tt_camp_114,tt_group_383,tt_ad_528,tt_vid_491,2025-09-21 17:00:00,+0100,DESKTOP,IN_FEED,VIDEO,10.0,50.0,43.0,24.0,33.0,25.0,0.0,3.46,347,2,0.463189,PHP,ENABLE,PUB,,row_vs3vtcoeqvoi,hash_8idsdtyc3ssm19,tiktok_20250921_17.csv,2025-09-21T18:40:00+00:00
tt_adv_7,tt_camp_141,tt_group_310,tt_ad_211,tt_vid_690,2026-01-03 05:00:00,+0000,TABLET,SEARCH,SPARK_AD,6.0,79.0,21.0,76.0,25.0,21.0,0.0,3.98,274,14,0.111673,SGD,ENABLE,ENR,,row_7njv21ye89jp,hash_f387uoz4ae19vs,tiktok_20260103_05.csv,2026-01-03T05:18:00+00:00
tt_adv_10,tt_camp_154,tt_group_415,tt_ad_1607,tt_vid_1656,2025-11-04 10:00:00,+0100,TABLET,IN_FEED,VIDEO_AD,60.0,11.0,16.0,5.0,7.0,14.0,7.0,51.82,66,3,0.062225,USD,PAUSE,VALID,,row_f5qlpw5kvfmf,hash_sxt9tgid3ly1s1,tiktok_20251104_10.csv,2025-11-04T22:14:00+00:00
tt_adv_16,tt_camp_144,tt_group_313,tt_ad_500,,2025-10-04 18:00:00,+0100,UNKNOWN,SPARK,VIDEO_AD,60.0,25.0,20.0,8.0,15.0,22.0,2.0,16.69,90,7,0.047771,USD,ENABLE,QUAR,,row_6vbrnf6kov5o,hash_6b6k878d0ssthz,tiktok_20251004_18.csv,2025-10-04T19:35:00+00:00
tt_adv_9,tt_camp_11,tt_group_482,tt_ad_220,tt_vid_2829,2025-12-06 14:00:00,+0100,PHONE,TOPVIEW,VIDEO,6.0,114.0,41.0,93.0,71.0,48.0,49.0,2.95,432,2,0.16629,EUR,ENABLE,VALID,,row_rgqzjazk3l22,hash_2l9rgs6ndvz9ih,tiktok_20251206_14.csv,2025-12-06T14:02:00+00:00
tt_adv_4,tt_camp_72,tt_group_465,tt_ad_354,tt_vid_446,2025-11-26 16:00:00,+0000,DESKTOP,SPARK,SPARK_AD,,13.0,11.0,17.0,4.0,1.0,2.0,,173,16,0.166452,PHP,ENABLE,RECV,,row_najuis2ekj83,hash_xe2agmo99sp8jr,tiktok_20251126_16.csv,2025-11-26T16:41:00+00:00
tt_adv_7,tt_camp_105,tt_group_442,tt_ad_1832,tt_vid_761,2025-09-21 04:00:00,+0800,DESKTOP,TOPVIEW,IMAGE,,,,,,,,,157,4,0.286175,EUR,ENABLE,ENR,,row_sw4c5du2bcob,hash_2lp2egd63q859m,tiktok_20250921_04.csv,2025-09-21T04:25:00+00:00
tt_adv_10,tt_camp_13,tt_group_460,tt_ad_108,tt_vid_86,2025-10-06 05:00:00,+0800,PHONE,TOPVIEW,VIDEO_AD,30.0,60.0,47.0,43.0,11.0,22.0,31.0,11.33,173,0,0.065417,PHP,ENABLE,RECV,,row_ihika9aoq5x3,hash_l9ppt2se1m98fm,tiktok_20251006_05.csv,2025-10-06T05:58:00+00:00
tt_adv_5,tt_camp_10,tt_group_164,tt_ad_1259,tt_vid_2193,2026-01-03 14:00:00,,DESKTOP,IN_FEED,VIDEO_AD,,27.0,33.0,31.0,6.0,16.0,22.0,,180,8,0.146834,PHP,ENABLE,QUAR,MISSING_VIDEO_DURATION,row_x7uqydikd226,hash_du636vjal8t5db,tiktok_20260103_14.csv,2026-01-03T15:35:00+00:00
tt_adv_13,tt_camp_117,tt_group_170,tt_ad_966,tt_vid_1723,2025-09-30 08:00:00,+0800,TABLET,SPARK,VIDEO_AD,8.0,40.0,41.0,44.0,8.0,10.0,15.0,1.08,162,6,0.099921,USD,ENABLE,PUB,,row_yhjvn6nna6zq,hash_xorittstmvgke3,tiktok_20250930_08.csv,2025-10-02T08:58:00+00:00
tt_adv_13,tt_camp_11,tt_group_205,tt_ad_1176,tt_vid_1948,2025-11-18 23:00:00,+0100,PHONE,SEARCH,IMAGE,,,,,,,,,255,9,0.223243,SGD,ENABLE,QUAR,,row_nms3eir3mczc,hash_4e7y1xp2wnmra0,tiktok_20251118_23.csv,2025-11-18T23:31:00+00:00
tt_adv_9,tt_camp_78,tt_group_284,tt_ad_470,tt_vid_2413,2025-10-25 13:00:00,+0100,ph0ne,SPARK,VIDEO,10.0,1.0,1.0,1.0,1.0,0.0,0.0,8.51,79,0,0.020535,USD,ENABLE,QUAR,,row_og7yndz9tvpe,hash_nth9h0yrjpfz5l,tiktok_20251025_13.csv,2025-10-25T15:38:00+00:00
tt_adv_7,tt_camp_75,tt_group_108,tt_ad_608,,2026-01-04 06:00:00,+0100,PHONE,SEARCH,SPARK_AD,60.0,2.0,2.0,0.0,0.0,1.0,0.0,49.38,39,3,0.010945,PHP,ENABLE,VALID,,row_e7tmf1eragd7,hash_zfcldi5d32x5wz,tiktok_20260104_06.csv,2026-01-04T18:09:00+00:00
tt_adv_12,tt_camp_140,tt_group_460,tt_ad_29,,2025-12-06 22:00:00,+0100,UNKNOWN,SEARCH,IMAGE,,,,,,,,,111,3,0.087064,PHP,ARCHIVE,ENR,,row_0wjm2n1kk5k3,hash_2pnp6yhxq2rao4,tiktok_20251206_22.csv,2025-12-07T00:28:00+00:00
tt_adv_7,tt_camp_36,tt_group_378,tt_ad_1071,tt_vid_652,2025-10-16 04:00:00,+0800,DESKTOP,SPARK,VIDEO_AD,45.0,23.0,20.0,27.0,11.0,10.0,6.0,29.66,402,15,0.180879,EUR,ENABLE,VALID,,row_p3jt42g2014u,hash_d2cdmmyfcmglwg,tiktok_20251016_04.csv,2025-10-16T04:57:00+00:00
tt_adv_17,tt_camp_144,tt_group_320,tt_ad_1166,tt_vid_246,2025-12-26 17:00:00,+0100,DESKTOP,IN_FEED,IMAGE,,,,,,,,,959,17,0.168545,USD,ENABLE,ENR,,row_b5v97hq0r3yt,hash_24bdect0mel783,tiktok_20251226_17.csv,2025-12-26T17:58:00+00:00
tt_adv_8,tt_camp_111,tt_group_408,tt_ad_1137,tt_vid_2358,2025-11-19 04:00:00,,DESKTOP,TOPVIEW,SPARK_AD,90.0,271.0,278.0,227.0,51.0,132.0,95.0,25.85,868,69,0.295921,PHP,ENABLE,PUB,,row_bovbqzchv5nm,hash_gmqaem5cywsbzu,tiktok_20251119_04.csv,2025-11-20T04:58:00+00:00
tt_adv_18,tt_camp_102,tt_group_119,tt_ad_1723,tt_vid_1118,2025-12-06 22:00:00,+0800,UNKNOWN,SEARCH,IMAGE,,,,,,,,,68,2,0.079699,USD,ENABLE,RECV,,row_auqwdub1bcke,hash_ownnzbjbav9lgj,tiktok_20251206_22.csv,2025-12-08T22:53:00+00:00
tt_adv_16,tt_camp_138,tt_group_451,tt_ad_1656,tt_vid_1174,2025-12-16 09:00:00,+0000,UNKNOWN,IN_FEED,SPARK_AD,20.0,30.0,24.0,28.0,25.0,25.0,12.0,3.34,223,1,0.082994,PHP,ENABLE,PUB,,row_aj85vkg1d8ho,hash_kk4xrypejsdysu,tiktok_20251216_09.csv,2025-12-18T09:09:00+00:00
tt_adv_20,tt_camp_117,tt_group_284,tt_ad_971,tt_vid_2928,2025-12-12 09:00:00,+8,UNKNOWN,TOPVIEW,VIDEO_AD,8.0,71.0,43.0,42.0,27.0,11.0,40.0,6.03,365,10,0.196991,AUD,PAUSE,PUB,,row_45vq1y2pnlxj,hash_5c2dsuiszn1cl5,tiktok_20251212_09.csv,2025-12-12T09:00:00+00:00
tt_adv_8,tt_camp_152,tt_group_474,tt_ad_1784,,2025-09-19 02:00:00,+0000,PHONE,TOPVIEW,IMAGE,,,,,,,,,85,10,0.016206,AUD,ENABLE,ENR,,row_3lp0mqjvjbo6,hash_xqce3yhi8b8t0k,tiktok_20250919_02.csv,2025-09-19T03:30:00+00:00
tt_adv_6,tt_camp_38,tt_group_185,tt_ad_751,,2025-09-21 01:00:00,,PHONE,SPARK,VIDEO,30.0,11.0,10.0,8.0,3.0,4.0,3.0,13.46,96,7,0.040472,USD,ENABLE,VALID,,row_1mv391mas5mc,hash_p4pysqb5lxzu7w,tiktok_20250921_01.csv,2025-09-22T01:18:00+00:00
tt_adv_9,tt_camp_5,tt_group_339,tt_ad_1216,tt_vid_1427,2025-09-28 19:00:00,+0800,TABLET,SEARCH,SPARK_AD,12.0,5.0,2.0,5.0,4.0,2.0,0.0,2.71,112,4,0.010583,EUR,ENABLE,PUB,,row_pzhwynjdd9vc,hash_9efcw32uje13e8,tiktok_20250928_19.csv,2025-09-28T19:26:00+00:00
tt_adv_3,tt_camp_132,tt_group_145,tt_ad_1155,tt_vid_642,2025-12-22 02:00:00,+0100,TABLET,IN_FEED,VIDEO,8.0,73.0,73.0,64.0,30.0,42.0,53.0,1.09,550,1,0.290094,PHP,ENABLE,VALID,,row_dukyp4coxk3t,hash_tmm0qjdql1uabc,tiktok_20251222_02.csv,2025-12-22T02:46:00+00:00
tt_adv_3,tt_camp_145,tt_group_204,tt_ad_1047,,2025-11-02 04:00:00,,PHONE,TOPVIEW,VIDEO_AD,45.0,25.0,25.0,21.0,1.0,21.0,14.0,18.37,125,4,0.141216,USD,REJECT,RECV,,row_3yaafc6hfaiv,hash_pf37867587ic0f,tiktok_20251102_04.csv,2025-11-02T04:57:00+00:00
tt_adv_16,tt_camp_122,tt_group_425,tt_ad_1085,,2025-11-23 06:00:00,+8,PHONE,TOPVIEW,VIDEO_AD,60.0,111.0,138.0,123.0,116.0,72.0,21.0,25.46,325,6,0.134865,PHP,ENABLE,RECV,,row_ue60i33nr56y,hash_mtgvrcuj6lixnq,tiktok_20251123_06.csv,2025-11-23T06:22:00+00:00
tt_adv_19,tt_camp_90,tt_group_1,tt_ad_1866,tt_vid_444,2025-11-16 23:00:00,,PHONE,TOPVIEW,VIDEO_AD,6.0,18.0,12.0,27.0,16.0,9.0,20.0,4.95,278,6,0.035946,USD,LIMITED,VALID,,row_5rq258gvcl0x,hash_lqplqdm04a39qk,tiktok_20251116_23.csv,2025-11-17T23:32:00+00:00
tt_adv_1,tt_camp_45,tt_group_5,tt_ad_289,tt_vid_263,2025-10-16 15:00:00,,ph0ne,TOPVIEW,SPARK_AD,8.0,13.0,9.0,7.0,5.0,7.0,7.0,4.38,281,3,0.30532,SGD,ENABLE,VALID,,row_suc2czozcd0b,hash_nwpga96hc2qfgu,tiktok_20251016_15.csv,2025-10-16T21:40:00+00:00
