account,campaign_group,campaign,creative,share_id,timeRange_start_utc,timeRange_end_utc,member_device,placement_name,creative_format,video_duration_sec,video_views,v25,v50,v75,v100,avg_watch_time_sec,impressions,clicks,spend_local,currency_code,pipeline_status,lifecycle_status,quarantine_reason,ingestion_time,row_id,row_hash,source_file,ingested_at_utc
li_acct_8,li_cg_79,li_camp_124,li_cre_1106,li_sh_60,2025-10-13T04:00:00+00:00,2025-10-13T05:00:00+00:00,Other,Feed,MESSAGE_AD,,,,,,,,90,1,0.111185,USD,PUBLISHED,ACTIVE,,2025-10-13T16:00:00+00:00,row_fng0335mi2am,hash_cpt3uv0j1v65az,linkedin_20251013_04.csv,2025-10-15T04:58:00+00:00
li_acct_11,,li_camp_176,li_cre_2254,,2026-01-13T17:00:00+00:00,2026-01-13T18:00:00+00:00,Mobile,Right Rail,MESSAGE_AD,,,,,,,,273,5,0.500524,USD,PUBLISHED,LIMITED,,2026-01-13T19:00:00+00:00,row_ut8dlucq66g4,hash_3s5tt1faoyus63,linkedin_20260113_17.csv,2026-01-13T17:54:00+00:00
li_acct_13,li_cg_69,li_camp_4,li_cre_2479,,2025-10-21T10:00:00+00:00,2025-10-21T11:00:00+00:00,Other,Audience Network,CAROUSEL,,,,,,,,292,415,0.204222,PHP,PUBLISHED,ACTIVE,,2025-10-22T10:00:00+00:00,row_6n7zmvvnnp6v,hash_ajyakg7tw0lly7,linkedin_20251021_10.csv,2025-10-21T12:26:00+00:00
li_acct_11,li_cg_69,li_camp_9,li_cre_2335,li_sh_900,2025-12-30T03:00:00+00:00,2025-12-30T04:00:00+00:00,Moble,Audience Network,CAROUSEL,,,,,,,,153,0,0.084783,PHP,PUBLISHED,ACTIVE,,2025-12-30T15:00:00+00:00,row_loao7dpkrb3q,hash_kpctxwkpn88qye,linkedin_20251230_03.csv,2025-12-30T05:19:00+00:00
li_acct_8,li_cg_42,li_camp_95,li_cre_269,li_sh_890,2025-10-09T03:00:00+00:00,2025-10-09T04:00:00+00:00,Other,Right Rail,SINGLE_IMAGE,,,,,,,,579,3,0.463378,AUD,PUBLISHED,ACTIVE,,2025-10-10T03:00:00+00:00,row_4u8gr5ise666,hash_fwto987bvuzeq6,linkedin_20251009_03.csv,2025-10-11T03:17:00+00:00
li_acct_5,,li_camp_3,li_cre_1631,,2026-01-12T13:00:00+00:00,2026-01-12T14:00:00+00:00,Other,Right Rail,EVENT_AD,,,,,,,,222,17,0.215661,USD,VALIDATED,ACTIVE,,2026-01-13T01:00:00+00:00,row_yxi3xg52vs8y,hash_dioniilxnn75fx,linkedin_20260112_13.csv,2026-01-12T14:55:00+00:00
li_acct_1,li_cg_12,li_camp_141,li_cre_2263,,2025-12-25T17:00:00+00:00,2025-12-25T18:00:00+00:00,Desktop,Audience Network,SINGLE_IMAGE,,,,,,,,26,0,0.000344,USD,VALIDATED,ACTIVE,,2025-12-25T17:00:00+00:00,row_f19s8azdxa6s,hash_23mnmioz6k5k7h,linkedin_20251225_17.csv,2025-12-25T17:29:00+00:00
li_acct_20,li_cg_67,li_camp_64,li_cre_1030,li_sh_580,2025-10-02T08:00:00+00:00,2025-10-02T09:00:00+00:00,Mobile,Right Rail,SINGLE_IMAGE,,,,,,,,93,6,0.023292,PHP,ENRICHED,PAUSED,,2025-10-02T08:00:00+00:00,row_4lqyur3pzfbx,hash_j36zcc3jjs5ftl,linkedin_20251002_08.csv,2025-10-02T08:51:00+00:00
li_acct_6,li_cg_11,li_camp_104,li_cre_902,,2025-12-07T08:00:00+00:00,2025-12-07T09:00:00+00:00,Desktop,Right Rail,SINGLE_IMAGE,,,,,,,,249,8,0.319337,EUR,VALIDATED,PAUSED,,2025-12-07T08:00:00+00:00,row_jn7sy1q5ks54,hash_c5m7fe1u1s5ixb,linkedin_20251207_08.csv,2025-12-07T20:25:00+00:00
li_acct_20,li_cg_34,li_camp_41,li_cre_2578,,2025-11-26T01:00:00+00:00,2025-11-26T02:00:00+00:00,Moble,Right Rail,MESSAGE_AD,,,,,,,,227,29,0.451152,USD,PUBLISHED,ACTIVE,,2025-11-27T01:00:00+00:00,row_hnk6r175s546,hash_0tjo23laye6syv,linkedin_20251126_01.csv,2025-11-26T02:52:00+00:00
li_acct_11,li_cg_26,li_camp_150,li_cre_941,li_sh_449,2025-11-13T07:00:00+00:00,2025-11-13T08:00:00+00:00,Mobile,Right Rail,MESSAGE_AD,,,,,,,,194,30,0.068682,PHP,ENRICHED,ARCHIVED,,2025-11-14T07:00:00+00:00,row_jxkfdit2vq5k,hash_qgd3ve25eifc44,linkedin_20251113_07.csv,2025-11-13T09:45:00+00:00
li_acct_16,li_cg_71,li_camp_34,li_cre_2503,li_sh_95,2025-11-30T07:00:00+00:00,2025-11-30T08:00:00+00:00,Mobile,Right Rail,EVENT_AD,15.0,,,,,,,104,1,0.036144,AUD,VALIDATED,PAUSED,,2025-11-30T19:00:00+00:00,row_3l141vcm8zdp,hash_vabrsnq4yeojk1,linkedin_20251130_07.csv,2025-11-30T19:24:00+00:00
li_acct_19,,li_camp_33,li_cre_265,li_sh_42,2025-10-03T19:00:00+00:00,2025-10-03T20:00:00+00:00,Other,Right Rail,EVENT_AD,,,,,,,,288,21,0.157502,EUR,VALIDATED,PAUSED,,2025-10-04T19:00:00+00:00,row_hmrxdxu2gdqv,hash_f97yjei0u9wb0g,linkedin_20251003_19.csv,2025-10-03T21:37:00+00:00
li_acct_5,li_cg_21,li_camp_88,li_cre_1791,li_sh_148,2025-09-21T19:00:00+00:00,2025-09-21T20:00:00+00:00,Other,Feed,CAROUSEL,,,,,,,,132,1,0.168476,PHP,VALIDATED,ACTIVE,,2025-09-22T07:00:00+00:00,row_hkt78ouuq28a,hash_kf6hz6ebcoheie,linkedin_20250921_19.csv,2025-09-21T19:15:00+00:00
li_acct_4,li_cg_65,li_camp_34,li_cre_2738,li_sh_617,2025-11-10T00:00:00+00:00,2025-11-10T01:00:00+00:00,Other,Feed,MESSAGE_AD,,,,,,,,225,1,0.036488,USD,PUBLISHED,ACTIVE,,2025-11-11T00:00:00+00:00,row_nmv8idmyq5pc,hash_y1g4kmycu1w7ax,linkedin_20251110_00.csv,2025-11-10T06:41:00+00:00
li_acct_15,li_cg_8,li_camp_81,li_cre_2643,li_sh_692,2025-11-23T13:00:00+00:00,2025-11-23T14:00:00+00:00,Moble,Right Rail,MESSAGE_AD,,,,,,,,156,3,0.138416,USD,VALIDATED,ACTIVE,,2025-11-24T13:00:00+00:00,row_cjcylcjtk0bp,hash_bi04m4up9hm3ks,linkedin_20251123_13.csv,2025-11-23T13:27:00+00:00
li_acct_4,li_cg_21,li_camp_117,li_cre_488,,2025-12-27T02:00:00+00:00,2025-12-27T03:00:00+00:00,Other,Feed,CAROUSEL,,,,,,,,180,10,0.061072,SGD,PUBLISHED,ACTIVE,,2025-12-28T02:00:00+00:00,row_a4zeun308hru,hash_hb058eqyszs4au,linkedin_20251227_02.csv,2025-12-27T04:53:00+00:00
li_acct_14,,li_camp_35,li_cre_44,li_sh_32,2025-12-27T21:00:00+00:00,2025-12-27T22:00:00+00:00,Mobile,Right Rail,EVENT_AD,,,,,,,,396,16,0.479412,USD,ENRICHED,LIMITED,,2025-12-27T23:00:00+00:00,row_us2ma6xuckbs,hash_uuew6ceo3ik5pg,linkedin_20251227_21.csv,2025-12-27T21:45:00+00:00
li_acct_2,li_cg_16,li_camp_112,li_cre_59,li_sh_257,2025-12-23T09:00:00+00:00,2025-12-23T10:00:00+00:00,Moble,Feed,VIDEO,,6.0,4.0,5.0,3.0,0.0,2.22,109,2,0.042426,EUR,PUBLISHED,PAUSED,,2025-12-23T09:00:00+00:00,row_n56pmmwjw7sm,hash_gig724bjumy7b2,linkedin_20251223_09.csv,2025-12-23T09:47:00+00:00
li_acct_18,li_cg_31,li_camp_79,li_cre_1241,,2025-12-25T13:00:00+00:00,2025-12-25T14:00:00+00:00,Other,Audience Network,VIDEO,,80.0,27.0,38.0,27.0,5.0,2.13,327,4,0.158938,SGD ,VALIDATED,DISAPPROVED,,2025-12-26T13:00:00+00:00,row_2yu6iu617wzm,hash_qv9jbil2i2ghfh,linkedin_20251225_13.csv,2025-12-25T15:24:00+00:00
li_acct_1,li_cg_26,li_camp_85,li_cre_2162,,2025-10-10T16:00:00+00:00,2025-10-10T17:00:00+00:00,Moble,Feed,VIDEO,30.0,33.0,13.0,18.0,4.0,2.0,16.52,94,2,0.120211,USD,ENRICHED,ACTIVE,,2025-10-10T16:00:00+00:00,row_fli7dubscldc,hash_3ntz9bigqb5bx9,linkedin_20251010_16.csv,2025-10-10T16:24:00+00:00
li_acct_19,li_cg_14,li_camp_136,li_cre_2034,li_sh_55,2025-11-05T11:00:00+00:00,2025-11-05T12:00:00+00:00,Desktop,Audience Network,CAROUSEL,,,,,,,,265,8,0.025847,USD,RECEIVED,ACTIVE,,2025-11-06T11:00:00+00:00,row_x7ioc9t8l9aa,hash_ksmzum476a66r9,linkedin_20251105_11.csv,2025-11-05T11:04:00+00:00
li_acct_2,,li_camp_151,li_cre_1255,,2025-09-21T23:00:00+00:00,2025-09-22T00:00:00+00:00,Other,Feed,MESSAGE_AD,,,,,,,,294,5,0.291598,PHP,PUBLISHED,ACTIVE,,2025-09-22T11:00:00+00:00,row_weeukems25qk,hash_66jexo1de2cp9l,linkedin_20250921_23.csv,2025-09-21T23:43:00+00:00
li_acct_2,,li_camp_119,li_cre_2381,,2026-01-13T21:00:00+00:00,2026-01-13T22:00:00+00:00,Desktop,Audience Network,SINGLE_IMAGE,,,,,,,,143,0,0.044459,PHP,ENRICHED,ACTIVE,,2026-01-14T21:00:00+00:00,row_f9r4rulgfdvo,hash_h9ylgpyifm6dlh,linkedin_20260113_21.csv,2026-01-14T03:48:00+00:00
li_acct_12,li_cg_18,li_camp_150,li_cre_558,,2025-10-29T10:00:00+00:00,2025-10-29T11:00:00+00:00,Desktop,Right Rail,SINGLE_IMAGE,,,,,,,,888,39,1.423939,SGD,PUBLISHED,ACTIVE,,2025-10-29T22:00:00+00:00,row_t3aun428wbnb,hash_ldzu0dyq5pd9dl,linkedin_20251029_10.csv,2025-10-29T11:53:00+00:00
li_acct_14,li_cg_12,li_camp_48,li_cre_1918,,2025-11-10T17:00:00+00:00,2025-11-10T18:00:00+00:00,Mobile,Right Rail,SINGLE_IMAGE,,,,,,,,128,3,0.039652,AUD,ENRICHED,ACTIVE,,2025-11-10T19:00:00+00:00,row_4puykhxsp0xx,hash_6hcrterciewwgx,linkedin_20251110_17.csv,2025-11-10T23:37:00+00:00
li_acct_9,li_cg_57,li_camp_68,li_cre_1420,li_sh_649,2025-09-20T18:00:00+00:00,2025-09-20T19:00:00+00:00,Mobile,Right Rail,MESSAGE_AD,,,,,,,,100,0,0.043289,SGD,VALIDATED,ACTIVE,,2025-09-20T18:00:00+00:00,row_t5u0ofr1k8bt,hash_3fs7gjnv3mcfhw,linkedin_20250920_18.csv,2025-09-21T18:41:00+00:00
li_acct_12,,li_camp_21,li_cre_1423,,2026-01-03T19:00:00+00:00,2026-01-03T20:00:00+00:00,Mobile,Right Rail,SINGLE_IMAGE,,,,,,,,270,4,0.206771,USD,ENRICHED,ACTIVE,,2026-01-04T07:00:00+00:00,row_1e9y4esip06y,hash_s5onxxpgjb95tj,linkedin_20260103_19.csv,2026-01-03T19:51:00+00:00
li_acct_7,,li_camp_118,li_cre_793,,2025-10-16T10:00:00+00:00,2025-10-16T11:00:00+00:00,Desktop,Feed,EVENT_AD,,,,,,,,1330,90,1.420013,SGD,VALIDATED,DRAFT,,2025-10-16T12:00:00+00:00,row_swlsr8u2zlo0,hash_e8vkb0tdecyqgj,linkedin_20251016_10.csv,2025-10-16T12:16:00+00:00
li_acct_8,li_cg_76,li_camp_137,li_cre_2628,,2025-11-29T00:00:00+00:00,2025-11-29T01:00:00+00:00,Moble,Right Rail,VIDEO,30.0,112.0,88.0,32.0,50.0,,6.84,373,11,0.161793,EUR,ENRICHED,ACTIVE,,2025-11-29T12:00:00+00:00,row_rdpo2up1mowq,hash_gc2m2s0jhk2nt7,linkedin_20251129_00.csv,2025-11-29T02:36:00+00:00
li_acct_11,,li_camp_102,li_cre_932,,2025-11-05T10:00:00+00:00,2025-11-05T11:00:00+00:00,Mobile,Right Rail,EVENT_AD,,,,,,,,83,4,0.044788,USD,PUBLISHED,ACTIVE,,2025-11-06T10:00:00+00:00,row_b1n5oqp7pjz9,hash_0u6mu8k4zk1rbn,linkedin_20251105_10.csv,2025-11-07T10:28:00+00:00
li_acct_2,,li_camp_137,li_cre_356,li_sh_655,2026-01-03T00:00:00+00:00,2026-01-03T01:00:00+00:00,Moble,Audience Network,CAROUSEL,,,,,,,,74,3,0.160065,USD,VALIDATED,ACTIVE,,2026-01-03T12:00:00+00:00,row_ww46tdogogea,hash_jr94xqjgtvst8k,linkedin_20260103_00.csv,2026-01-03T00:16:00+00:00
li_acct_16,li_cg_80,li_camp_164,li_cre_2389,,2025-11-04T02:00:00+00:00,2025-11-04T03:00:00+00:00,Desktop,Right Rail,VIDEO,15.0,19.0,8.0,9.0,11.0,2.0,13.51,121,2,0.010991,AUD,VALIDATED,ACTIVE,,2025-11-04T14:00:00+00:00,row_hbga53oryi1b,hash_c80cjzo9wwluh6,linkedin_20251104_02.csv,2025-11-04T14:03:00+00:00
li_acct_7,li_cg_37,li_camp_115,li_cre_1350,,2025-12-06T18:00:00+00:00,2025-12-06T19:00:00+00:00,Desktop,Audience Network,EVENT_AD,,,,,,,,88,1,0.147306,PHP,VALIDATED,ACTIVE,,2025-12-06T20:00:00+00:00,row_u6bex7uq5x6h,hash_6qqn87y1uwcy3y,linkedin_20251206_18.csv,2025-12-07T18:35:00+00:00
li_acct_12,li_cg_22,li_camp_81,li_cre_736,li_sh_879,2025-12-21T03:00:00+00:00,2025-12-21T04:00:00+00:00,Moble,Audience Network,CAROUSEL,,,,,,,,111,3,0.077623,PHP,VALIDATED,ACTIVE,,2025-12-21T03:00:00+00:00,row_h145tm8vo0zu,hash_6ochu4rnmrilzw,linkedin_20251221_03.csv,2025-12-21T04:53:00+00:00
li_acct_3,li_cg_70,li_camp_52,li_cre_2627,,2025-11-25T12:00:00+00:00,2025-11-25T13:00:00+00:00,Moble,Right Rail,SINGLE_IMAGE,,,,,,,,166,2,0.336949,PHP,QUARANTINED,ACTIVE,,2025-11-26T00:00:00+00:00,row_ywthbsmqtk6j,hash_tsovuubaz1ak4i,linkedin_20251125_12.csv,2025-11-25T12:44:00+00:00
li_acct_16,li_cg_34,li_camp_37,li_cre_1808,li_sh_678,2025-12-01T11:00:00+00:00,2025-12-01T12:00:00+00:00,Desktop,Feed,EVENT_AD,,,,,,,,83,2,0.098583,USD,RECEIVED,ACTIVE,,2025-12-01T11:00:00+00:00,row_nreh0h1hc8cx,hash_rjso9wj3y0k6fw,linkedin_20251201_11.csv,2025-12-01T23:08:00+00:00
li_acct_17,li_cg_40,li_camp_45,li_cre_30,,2025-12-06T22:00:00+00:00,2025-12-06T23:00:00+00:00,Mobile,Feed,SINGLE_IMAGE,,,,,,,,63,8,0.031702,PHP,VALIDATED,PAUSED,,2025-12-07T00:00:00+00:00,row_qjmxu0a6nbsf,hash_0n502vzrtm6964,linkedin_20251206_22.csv,2025-12-06T23:04:00+00:00
li_acct_18,,li_camp_70,li_cre_2401,,2026-01-13T23:00:00+00:00,2026-01-14T00:00:00+00:00,Desktop,Right Rail,SINGLE_IMAGE,,,,,,,,359,27,0.060444,PHP,VALIDATED,ACTIVE,,2026-01-14T11:00:00+00:00,row_0ojonbjmda06,hash_r096qatgn6swhe,linkedin_20260113_23.csv,2026-01-15T23:11:00+00:00
li_acct_12,li_cg_76,li_camp_6,li_cre_886,li_sh_221,2025-12-26T12:00:00+00:00,2025-12-26T13:00:00+00:00,Mobile,Feed,SINGLE_IMAGE,,,,,,,,291,14,0.451786,USD,ENRICHED,PAUSED,,2025-12-27T12:00:00+00:00,row_7d30j8ghpolh,hash_zvxcb33m44oh1v,linkedin_20251226_12.csv,2025-12-28T12:09:00+00:00
li_acct_5,li_cg_3,li_camp_164,li_cre_1540,li_sh_323,2025-09-26T08:00:00+00:00,2025-09-26T09:00:00+00:00,Desktop,Feed,SINGLE_IMAGE,,,,,,,,369,22,0.104795,PHP,ENRICHED,ACTIVE,,2025-09-26T10:00:00+00:00,row_gjgkh5ntfdef,hash_71k1m62eoqxxak,linkedin_20250926_08.csv,2025-09-26T20:23:00+00:00
li_acct_13,li_cg_70,li_camp_29,li_cre_1380,,2025-09-19T09:00:00+00:00,2025-09-19T10:00:00+00:00,Mobile,Feed,EVENT_AD,,,,,,,,143,4,0.070533,USD,PUBLISHED,LIMITED,,2025-09-20T09:00:00+00:00,row_44sut6wrommt,hash_mr6l7jsh7livt4,linkedin_20250919_09.csv,2025-09-19T09:53:00+00:00
li_acct_17,li_cg_22,li_camp_173,li_cre_1874,,2025-11-10T04:00:00+00:00,2025-11-10T05:00:00+00:00,Desktop,Right Rail,EVENT_AD,,,,,,,,148,7,0.100103,PHP,PUBLISHED,ACTIVE,,2025-11-10T16:00:00+00:00,row_429783u9shi0,hash_yrb6vyf6ngbtgv,linkedin_20251110_04.csv,2025-11-12T04:35:00+00:00
li_acct_6,,li_camp_13,li_cre_2640,li_sh_801,2025-12-12T23:00:00+00:00,2025-12-13T00:00:00+00:00,Moble,Feed,MESSAGE_AD,,,,,,,,91,3,0.047821,PHP,VALIDATED,DRAFT,,2025-12-13T11:00:00+00:00,row_1gsjx9uvhymt,hash_wuk273qjf0qmwa,linkedin_20251212_23.csv,2025-12-14T23:39:00+00:00
li_acct_5,li_cg_75,li_camp_42,li_cre_1281,,2025-10-20T03:00:00+00:00,2025-10-20T04:00:00+00:00,Moble,Audience Network,CAROUSEL,,,,,,,,54,1,0.002992,PHP,VALIDATED,ACTIVE,,2025-10-21T03:00:00+00:00,row_ylyifx8dfn8m,hash_eiclouz1avj2g0,linkedin_20251020_03.csv,2025-10-20T04:14:00+00:00
li_acct_3,,li_camp_147,li_cre_1234,li_sh_462,2025-10-31T12:00:00+00:00,2025-10-31T13:00:00+00:00,Mobile,Audience Network,CAROUSEL,,,,,,,,145,4,0.068181,PHP,PUBLISHED,DRAFT,,2025-10-31T14:00:00+00:00,row_hdi6jvictfdh,hash_z48pevoaf7fw72,linkedin_20251031_12.csv,2025-11-01T12:56:00+00:00
li_acct_18,li_cg_72,li_camp_168,li_cre_2402,li_sh_428,2025-12-03T01:00:00+00:00,2025-12-03T02:00:00+00:00,Other,Audience Network,CAROUSEL,,,,,,,,140,3,0.007073,USD,PUBLISHED,ACTIVE,,2025-12-04T01:00:00+00:00,row_845afmqrlx3b,hash_ngq68p6vr0hifr,linkedin_20251203_01.csv,2025-12-03T02:47:00+00:00
li_acct_18,li_cg_10,li_camp_9,li_cre_1449,,2025-10-31T01:00:00+00:00,2025-10-31T02:00:00+00:00,Mobile,Audience Network,VIDEO,,29.0,14.0,11.0,4.0,6.0,8.2,278,30,0.082256,SGD,PUBLISHED,ACTIVE,,2025-11-01T01:00:00+00:00,row_8zp5m62cfycz,hash_p9ya78n5kqntvj,linkedin_20251031_01.csv,2025-10-31T13:45:00+00:00
li_acct_9,li_cg_79,li_camp_21,li_cre_2191,,2025-09-21T14:00:00+00:00,2025-09-21T15:00:00+00:00,Mobile,Feed,CAROUSEL,,,,,,,,195,2,0.062605,PHP,VALIDATED,PAUSED,,2025-09-21T16:00:00+00:00,row_jklebu5mmjrb,hash_zlqzpaniqoxd8u,linkedin_20250921_14.csv,2025-09-22T02:10:00+00:00
li_acct_5,li_cg_65,li_camp_132,li_cre_718,,2026-01-09T12:00:00+00:00,2026-01-09T13:00:00+00:00,Other,Audience Network,MESSAGE_AD,,,,,,,,1315,217,0.263186,AUD,VALIDATED,DISAPPROVED,,2026-01-09T12:00:00+00:00,row_y56l12xz7ach,hash_8kdyrj1o5anr3a,linkedin_20260109_12.csv,2026-01-09T18:39:00+00:00
li_acct_7,li_cg_16,li_camp_80,li_cre_1760,li_sh_362,2025-11-12T12:00:00+00:00,2025-11-12T13:00:00+00:00,Desktop,Feed,MESSAGE_AD,,,,,,,,190,3,0.126794,SGD,ENRICHED,PAUSED,,2025-11-13T00:00:00+00:00,row_ixhlsxpsvpn4,hash_xg3ldsx7ya0r2v,linkedin_20251112_12.csv,2025-11-12T13:27:00+00:00
li_acct_10,,li_camp_104,li_cre_1832,li_sh_94,2026-01-06T13:00:00+00:00,2026-01-06T14:00:00+00:00,Other,Audience Network,SINGLE_IMAGE,,,,,,,,119,3,0.070217,PHP,RECEIVED,ACTIVE,,2026-01-07T01:00:00+00:00,row_r0t1pdvm1etz,hash_x6l9vzrnwobque,linkedin_20260106_13.csv,2026-01-08T13:52:00+00:00
li_acct_7,li_cg_44,li_camp_108,li_cre_268,,2025-11-29T23:00:00+00:00,2025-11-30T00:00:00+00:00,Moble,Audience Network,MESSAGE_AD,,,,,,,,235,7,0.044051,PHP,PUBLISHED,ACTIVE,,2025-11-30T01:00:00+00:00,row_3ri4j49amjr7,hash_z62qxyi0uo0afw,linkedin_20251129_23.csv,2025-11-30T11:09:00+00:00
li_acct_2,li_cg_8,li_camp_151,li_cre_2022,li_sh_715,2025-12-03T05:00:00+00:00,2025-12-03T06:00:00+00:00,Desktop,Feed,VIDEO,20.0,40.0,10.0,9.0,4.0,6.0,17.49,257,11,0.129405,PHP,VALIDATED,ACTIVE,,2025-12-03T05:00:00+00:00,row_fzuc7deraw0e,hash_7e3nj94mr9br1f,linkedin_20251203_05.csv,2025-12-03T06:27:00+00:00
li_acct_8,li_cg_21,li_camp_59,li_cre_2148,,2025-10-13T22:00:00+00:00,2025-10-13T23:00:00+00:00,Mobile,Right Rail,MESSAGE_AD,,,,,,,,130,3,0.085202,USD,RECEIVED,ACTIVE,,2025-10-14T00:00:00+00:00,row_dh06g8shz388,hash_gabo7z49gx3zvf,linkedin_20251013_22.csv,2025-10-14T22:56:00+00:00
li_acct_17,li_cg_60,li_camp_32,li_cre_2019,li_sh_187,2025-10-09T01:00:00+00:00,2025-10-09T02:00:00+00:00,Desktop,Right Rail,MESSAGE_AD,,,,,,,,157,13,0.12007,SGD,VALIDATED,ACTIVE,,2025-10-09T13:00:00+00:00,row_r2ocar5szagf,hash_pa1fk8p31x8cdz,linkedin_20251009_01.csv,2025-10-09T03:30:00+00:00
li_acct_16,li_cg_42,li_camp_28,li_cre_661,,2025-10-31T07:00:00+00:00,2025-10-31T08:00:00+00:00,Mobile,Feed,SINGLE_IMAGE,,,,,,,,215,6,0.225271,USD,PUBLISHED,ACTIVE,,2025-10-31T19:00:00+00:00,row_80g3annnt4ms,hash_umvfliq55assn4,linkedin_20251031_07.csv,2025-10-31T07:07:00+00:00
li_acct_19,li_cg_73,li_camp_29,li_cre_471,,2026-01-16T11:00:00+00:00,2026-01-16T12:00:00+00:00,Desktop,Audience Network,CAROUSEL,,,,,,,,58,3,0.111299,PHP,ENRICHED,ACTIVE,,2026-01-16T11:00:00+00:00,row_ogy8vkdxuw0g,hash_itp7d55jatd5jr,linkedin_20260116_11.csv,2026-01-16T12:01:00+00:00
li_acct_18,li_cg_54,li_camp_118,li_cre_1253,,2026-01-07T16:00:00+00:00,2026-01-07T17:00:00+00:00,Desktop,Right Rail,CAROUSEL,,,,,,,,139,0,0.205462,SGD,PUBLISHED,PAUSED,,2026-01-08T16:00:00+00:00,row_074a3ef25vvf,hash_w8vzm7rz6uwrr3,linkedin_20260107_16.csv,2026-01-08T16:29:00+00:00
li_acct_3,,li_camp_49,li_cre_1142,,2025-12-20T09:00:00+00:00,2025-12-20T10:00:00+00:00,Mobile,Right Rail,MESSAGE_AD,,,,,,,,61,2,0.019151,PHP,RECEIVED,ACTIVE,,2025-12-20T21:00:00+00:00,row_h6cwh6k2h39y,hash_sbdsh62tseojvh,linkedin_20251220_09.csv,2025-12-20T10:49:00+00:00
li_acct_9,,li_camp_146,li_cre_1714,,2025-10-10T05:00:00+00:00,2025-10-10T06:00:00+00:00,Moble,Feed,CAROUSEL,,,,,,,,188,7,0.029895,USD,ENRICHED,ACTIVE,,2025-10-11T05:00:00+00:00,row_fuonlz6femtp,hash_7mpoth4wejjedq,linkedin_20251010_05.csv,2025-10-10T05:51:00+00:00
li_acct_18,,li_camp_4,li_cre_711,,2025-10-13T10:00:00+00:00,2025-10-13T11:00:00+00:00,Moble,Audience Network,EVENT_AD,,,,,,,,361,16,0.244758,USD,PUBLISHED,ACTIVE,,2025-10-13T12:00:00+00:00,row_cqzwz7p3whyg,hash_bd5plchfvvih8l,linkedin_20251013_10.csv,2025-10-13T10:28:00+00:00
li_acct_11,li_cg_61,li_camp_89,li_cre_360,li_sh_380,2025-11-01T23:00:00+00:00,2025-11-02T00:00:00+00:00,Moble,Audience Network,VIDEO,20.0,43.0,20.0,15.0,9.0,8.0,5.07,101,0,0.058636,USD,VALIDATED,ACTIVE,,2025-11-02T23:00:00+00:00,row_i8tpz4i5m297,hash_u6kpcill53er4i,linkedin_20251101_23.csv,2025-11-01T23:21:00+00:00
li_acct_11,li_cg_77,li_camp_161,li_cre_957,,2025-11-30T09:00:00+00:00,2025-11-30T10:00:00+00:00,Mobile,Feed,EVENT_AD,,,,,,,,78,2,0.008759,USD,VALIDATED,ACTIVE,,2025-12-01T09:00:00+00:00,row_1mldcxfw5mbf,hash_dhurvhfcnbn4fk,linkedin_20251130_09.csv,2025-11-30T21:07:00+00:00
li_acct_11,li_cg_17,li_camp_49,li_cre_365,li_sh_663,2025-10-04T02:00:00+00:00,2025-10-04T03:00:00+00:00,Other,Feed,VIDEO,8.0,11.0,8.0,2.0,7.0,0.0,3.07,95,3,0.053215,PHP,ENRICHED,PAUSED,,2025-10-04T02:00:00+00:00,row_me5fogt56mug,hash_n157uk041x329y,linkedin_20251004_02.csv,2025-10-04T03:36:00+00:00
li_acct_16,li_cg_37,li_camp_66,li_cre_818,li_sh_547,2026-01-02T21:00:00+00:00,2026-01-02T22:00:00+00:00,Mobile,Right Rail,MESSAGE_AD,,,,,,,,71,6,0.046957,USD,VALIDATED,PAUSED,,2026-01-03T21:00:00+00:00,row_l9x0onoysgsv,hash_ycntwo767b94g0,linkedin_20260102_21.csv,2026-01-02T21:39:00+00:00
li_acct_12,li_cg_26,li_camp_126,li_cre_136,,2025-11-21T17:00:00+00:00,2025-11-21T18:00:00+00:00,Mobile,Right Rail,MESSAGE_AD,,,,,,,,223,11,0.172813,PHP,ENRICHED,ACTIVE,,2025-11-21T17:00:00+00:00,row_y5cfp3kp7l44,hash_bignxoy0bkmz7c,linkedin_20251121_17.csv,2025-11-21T19:43:00+00:00
li_acct_3,li_cg_7,li_camp_17,li_cre_501,li_sh_697,2025-10-28T01:00:00+00:00,2025-10-28T02:00:00+00:00,Mobile,Feed,SINGLE_IMAGE,,,,,,,,84,2,0.045835,PHP,PUBLISHED,ACTIVE,,2025-10-28T01:00:00+00:00,row_nafwjyk7imyh,hash_zsdfjs6jjipdp5,linkedin_20251028_01.csv,2025-10-28T07:36:00+00:00
li_acct_15,li_cg_5,li_camp_129,li_cre_310,,2025-10-03T10:00:00+00:00,2025-10-03T11:00:00+00:00,Other,Feed,CAROUSEL,,,,,,,,232,26,0.265413,SGD,ENRICHED,PAUSED,,2025-10-04T10:00:00+00:00,row_kobomcv6lodi,hash_pxijbp2zmt6qv5,linkedin_20251003_10.csv,2025-10-03T12:56:00+00:00
