advertiser_account_id,campaign_id,line_item_id,promoted_tweet_id,media_id,hourly_timestamp_utc,device,placement,media_type,video_length,q25,q50,q75,q100,impressions,clicks,engagements,billed_charge_local_micro,currency_code,pipe_status,entity_status,quarantine_reason,loaded_at,row_id,row_hash,source_file,ingested_at_utc
x_acct_14,x_camp_215,x_line_392,x_tweet_1450,,2025-12-18T03:00:00+00:00,Android,timeline,TEXT,,,,,,352,49,167,217449,USD,VAL,ACTIVE,,2025-12-18T09:00:00+00:00,row_w5ibdhemrge8,hash_o96h6eqyvml81i,x_20251218_03.csv,2025-12-19T03:01:00+00:00
x_acct_15,x_camp_24,x_line_394,x_tweet_1597,,2025-12-03T16:00:00+00:00,iOS,profile,IMAGE,,,,,,133,5,22,60939,USD,VAL,ACTIVE,,2025-12-03T22:00:00+00:00,row_eznvgcl0caex,hash_ep7052e6d6da45,x_20251203_16.csv,2025-12-03T22:34:00+00:00
x_acct_20,x_camp_162,x_line_346,x_tweet_1097,x_media_2948,2025-09-20T09:00:00+00:00,Android,search,VID,15,105.0,62.0,34.0,20.0,516,19,42,128999,USD,VAL,DRAFT,,2025-09-20T09:00:00+00:00,row_tj3eg5zu3tsr,hash_k0psto6sifuslt,x_20250920_09.csv,2025-09-20T09:00:00+00:00
x_acct_12,x_camp_191,x_line_277,x_tweet_1385,x_media_2348,2025-12-04T01:00:00+00:00,iOS,profile,IMAGE,,,,,,96,0,8,45752,USD,VAL,ACTIVE,,2025-12-04T07:00:00+00:00,row_00yupzao67pg,hash_kxmdqs1s18x4mh,x_20251204_01.csv,2025-12-04T07:59:00+00:00
x_acct_10,x_camp_38,x_line_482,,,2025-11-11T17:00:00+00:00,Andriod,search,VID,45,19.0,10.0,5.0,4.0,157,2,33,83205,USD,VAL,ACTIVE,,2025-11-11T17:00:00+00:00,row_9ulc0vouag5x,hash_1sqj3xc42js2ys,x_20251111_17.csv,2025-11-13T17:30:00+00:00
x_acct_1,x_camp_84,x_line_388,x_tweet_546,x_media_477,2025-11-06T01:00:00+00:00,Android,search,IMAGE,,,,,,51,1,3,28552,USD,ENR,DISAPPROVED,,2025-11-07T01:00:00+00:00,row_13bopqsomk8d,hash_2y7q3savpah9l1,x_20251106_01.csv,2025-11-06T13:47:00+00:00
x_acct_4,x_camp_79,x_line_366,,,2025-12-04T19:00:00+00:00,Other,profile,IMAGE,,,,,,20,0,0,3699,USD,VAL,ACTIVE,,2025-12-05T01:00:00+00:00,row_thyv7mk8s8ez,hash_55zdo5m4juuixs,x_20251204_19.csv,2025-12-05T19:05:00+00:00
x_acct_20,x_camp_194,x_line_557,x_tweet_1253,x_media_3396,2025-12-14T12:00:00+00:00,Andriod,profile,GIF,,,,,,233,18,25,146046,USD,PUB,ACTIVE,,2025-12-15T12:00:00+00:00,row_oe1tpgoem26e,hash_11iijhruxlbh5l,x_20251214_12.csv,2025-12-16T12:22:00+00:00
x_acct_4,x_camp_10,x_line_347,x_tweet_839,x_media_1159,2025-10-10T06:00:00+00:00,Web,profile,VID,90,4.0,2.0,2.0,2.0,57,1,6,33573,USD,ENR,PAUSED,,2025-10-10T12:00:00+00:00,row_90xkhbf7l8h8,hash_kl2stjsunkuvgo,x_20251010_06.csv,2025-10-10T07:53:00+00:00
x_acct_16,x_camp_109,x_line_408,x_tweet_1423,x_media_1606,2026-01-05T14:00:00+00:00,Other,search,TEXT,,,,,,258,5,49,287898,USD,PUB,ACTIVE,,2026-01-06T14:00:00+00:00,row_zhghaw2dsxrc,hash_tlgy8b70syq3m1,x_20260105_14.csv,2026-01-05T15:48:00+00:00
x_acct_10,x_camp_41,x_line_178,x_tweet_831,x_media_1415,2025-09-22T20:00:00+00:00,iOS,timeline,TEXT,,,,,,170,3,24,50547,USD,ENR,ACTIVE,,2025-09-23T20:00:00+00:00,row_41g74kysn2ko,hash_amnzcpfvw00rp7,x_20250922_20.csv,2025-09-22T22:56:00+00:00
x_acct_13,x_camp_139,x_line_141,x_tweet_1160,,2025-12-09T02:00:00+00:00,Web,timeline,VID,20,24.0,24.0,13.0,2.0,302,14,12,267800,USD,PUB,ACTIVE,,2025-12-09T02:00:00+00:00,row_738ctgzi8qat,hash_rg1ki2lcmdre9l,x_20251209_02.csv,2025-12-09T04:27:00+00:00
x_acct_18,x_camp_63,x_line_371,x_tweet_923,x_media_1987,2025-12-13T01:00:00+00:00,Web,search,VIDEO,90,12.0,20.0,5.0,20.0,290,13,38,328478,USD,VAL,PAUSED,,2025-12-13T07:00:00+00:00,row_vvc7fuqihyi0,hash_o90243xocrchp3,x_20251213_01.csv,2025-12-13T13:07:00+00:00
x_acct_11,x_camp_119,x_line_436,x_tweet_997,x_media_2401,2026-01-08T06:00:00+00:00,Other,timeline,TEXT,,,,,,110,6,10,35083,USD,VAL,PAUSED,,2026-01-08T06:00:00+00:00,row_7y9valc1fjzz,hash_nekjn5l13l3vdg,x_20260108_06.csv,2026-01-08T08:16:00+00:00
x_acct_11,x_camp_206,x_line_672,,x_media_1542,2025-12-25T07:00:00+00:00,Android,timeline,VID,30,11.0,4.0,1.0,3.0,134,5,16,230372,USD,RCV,ACTIVE,,2025-12-25T07:00:00+00:00,row_2gz1mgji1khv,hash_fjimx0kv3517q5,x_20251225_07.csv,2025-12-26T07:35:00+00:00
x_acct_13,x_camp_199,x_line_465,x_tweet_1160,,2026-01-08T19:00:00+00:00,Andriod,profile,TEXT,,,,,,41,3,9,19195,USD,VAL,PAUSED,,2026-01-08T19:00:00+00:00,row_05tvdvju01aq,hash_waifzkea4rlnf2,x_20260108_19.csv,2026-01-09T19:34:00+00:00
x_acct_5,x_camp_128,x_line_94,x_tweet_1937,,2025-09-20T02:00:00+00:00,Andriod,profile,GIF,,,,,,99,3,2,126013,USD,PUB,DISAPPROVED,,2025-09-20T02:00:00+00:00,row_tv292z5jzqmq,hash_udq98i80l6yhy6,x_20250920_02.csv,2025-09-22T02:37:00+00:00
x_acct_16,x_camp_85,x_line_394,x_tweet_573,x_media_194,2026-01-12T20:00:00+00:00,iOS,profile,TEXT,,,,,,182,9,5,42991,USD,PUB,PAUSED,,2026-01-13T20:00:00+00:00,row_ze3umwxilc2t,hash_yml9w8u736n5re,x_20260112_20.csv,2026-01-12T20:46:00+00:00
x_acct_5,x_camp_63,x_line_653,x_tweet_784,x_media_1405,2025-10-17T01:00:00+00:00,Andriod,timeline,VIDEO,,19.0,9.0,7.0,9.0,98,0,2,22214,USD,QRN,ACTIVE,,2025-10-17T07:00:00+00:00,row_3jlwwtd04u1x,hash_lafyf458sbrs7p,x_20251017_01.csv,2025-10-17T01:27:00+00:00
x_acct_16,x_camp_194,x_line_34,x_tweet_677,x_media_2940,2025-11-26T12:00:00+00:00,iOS,timeline,TEXT,,,,,,704,25,221,822100,USD,VAL,PAUSED,,2025-11-26T18:00:00+00:00,row_2er58vsldkg2,hash_qm9rqpcupgkawz,x_20251126_12.csv,2025-11-26T13:02:00+00:00
x_acct_18,x_camp_132,x_line_125,,,2026-01-01T03:00:00+00:00,iOS,timeline,VID,45,12.0,12.0,32.0,30.0,212,4,4,253717,USD,ENR,ACTIVE,,2026-01-02T03:00:00+00:00,row_2xsbkcx410jy,hash_41fp0l2czuoilz,x_20260101_03.csv,2026-01-02T03:11:00+00:00
x_acct_1,x_camp_28,x_line_592,,x_media_3217,2025-11-15T04:00:00+00:00,Android,timeline,IMAGE,,,,,,81,0,8,18389,USD,PUB,ACTIVE,,2025-11-15T10:00:00+00:00,row_b80xculzzr68,hash_6nyng5k0c3puaw,x_20251115_04.csv,2025-11-15T10:24:00+00:00
x_acct_18,x_camp_73,x_line_215,x_tweet_470,x_media_192,2025-12-09T16:00:00+00:00,Other,timeline,VIDEO,,41.0,45.0,42.0,68.0,285,14,24,152641,USD,QRN,DISAPPROVED,MISSING_VIDEO_DURATION,2025-12-10T16:00:00+00:00,row_i0htqvazu1ds,hash_w0nyz8078jfbw2,x_20251209_16.csv,2025-12-10T16:27:00+00:00
x_acct_7,x_camp_145,x_line_110,x_tweet_1895,x_media_1452,2025-09-21T15:00:00+00:00,Andriod,search,VID,8,42.0,15.0,29.0,5.0,233,59,35,103647,usd,PUB,ACTIVE,,2025-09-22T15:00:00+00:00,row_ujx4u9imcanw,hash_if4k25bjdofqp5,x_20250921_15.csv,2025-09-22T15:12:00+00:00
x_acct_4,x_camp_30,x_line_447,x_tweet_2180,x_media_2125,2025-11-23T10:00:00+00:00,Android,timeline,GIF,,,,,,82,4,10,65072,USD,ENR,ACTIVE,,2025-11-24T10:00:00+00:00,row_eqocwn968vw6,hash_1zoeimxzog0jsi,x_20251123_10.csv,2025-11-25T10:29:00+00:00
x_acct_3,x_camp_27,x_line_170,x_tweet_1801,x_media_2836,2025-10-14T09:00:00+00:00,Web,profile,IMAGE,,,,,,104,1,12,50100,USD,PUB,ACTIVE,,2025-10-14T09:00:00+00:00,row_wuqvcvxhi8r2,hash_twujie1u3g8ydo,x_20251014_09.csv,2025-10-14T15:36:00+00:00
x_acct_1,x_camp_34,x_line_417,,x_media_1670,2025-10-26T16:00:00+00:00,Andriod,profile,VIDEO,8,21.0,18.0,4.0,6.0,70,2,12,50476,USD,VAL,ACTIVE,,2025-10-26T16:00:00+00:00,row_v6z5i4h377y0,hash_azplzbg2140pql,x_20251026_16.csv,2025-10-26T17:24:00+00:00
x_acct_18,x_camp_171,x_line_605,x_tweet_2372,x_media_899,2025-12-24T20:00:00+00:00,Other,timeline,IMAGE,,,,,,203,10,15,235486,USD,VAL,LIMITED,,2025-12-25T20:00:00+00:00,row_v51btp08bt6z,hash_x8v4zubhoegnh2,x_20251224_20.csv,2025-12-24T21:23:00+00:00
x_acct_19,x_camp_38,x_line_399,x_tweet_1421,x_media_842,2025-12-12T01:00:00+00:00,Andriod,timeline,TEXT,,,,,,222,1,24,66794,USD,PUB,ACTIVE,,2025-12-13T01:00:00+00:00,row_la6suxvfhi18,hash_ig3ao25wsxy32u,x_20251212_01.csv,2025-12-12T02:59:00+00:00
x_acct_18,x_camp_101,x_line_14,x_tweet_7,x_media_3239,2025-11-06T06:00:00+00:00,Other,profile,GIF,,,,,,204,4,26,140681,USD,ENR,LIMITED,,2025-11-06T12:00:00+00:00,row_bhen9o6flzf3,hash_sf1p5nz8p6lbl3,x_20251106_06.csv,2025-11-08T06:43:00+00:00
x_acct_8,x_camp_52,x_line_688,x_tweet_512,x_media_362,2025-11-23T03:00:00+00:00,Android,profile,TEXT,,,,,,101,3,9,42098,USD,ENR,ACTIVE,,2025-11-23T09:00:00+00:00,row_kucyvxqvwas3,hash_sx3db4d4ejsa6i,x_20251123_03.csv,2025-11-23T04:54:00+00:00
x_acct_10,x_camp_5,x_line_79,x_tweet_1901,,2025-12-18T10:00:00+00:00,Web,timeline,IMAGE,,,,,,20,0,4,9516,USD,ENR,DISAPPROVED,,2025-12-19T10:00:00+00:00,row_jeqrs9577ykt,hash_vowbigxrnvz4l6,x_20251218_10.csv,2025-12-18T22:08:00+00:00
x_acct_1,x_camp_198,x_line_344,x_tweet_1453,,2025-11-17T11:00:00+00:00,Other,profile,VIDEO,20,3.0,26.0,5.0,4.0,131,12,9,51046,USD,PUB,ACTIVE,,2025-11-18T11:00:00+00:00,row_94twb83d48z6,hash_374bdldw3kih7e,x_20251117_11.csv,2025-11-17T13:50:00+00:00
x_acct_9,x_camp_135,x_line_698,x_tweet_1365,x_media_2587,2025-10-16T13:00:00+00:00,Android,search,TEXT,,,,,,402,540,59,457528,USD,VAL,ACTIVE,,2025-10-16T13:00:00+00:00,row_jvg4khpapz7n,hash_hww9utsz50cbue,x_20251016_13.csv,2025-10-16T13:13:00+00:00
x_acct_16,x_camp_70,x_line_41,x_tweet_851,x_media_900,2025-09-19T09:00:00+00:00,Other,timeline,GIF,,,,,,453,28,185,377217,USD,ENR,ACTIVE,,2025-09-19T15:00:00+00:00,row_i4mhzdijzhzz,hash_f6yatezh28wqq0,x_20250919_09.csv,2025-09-19T15:42:00+00:00
x_acct_3,x_camp_164,x_line_681,x_tweet_1127,,2025-10-16T15:00:00+00:00,Web,timeline,GIF,,,,,,128,242,22,81381,USD,QRN,ACTIVE,CLICKS_GT_IMPRESSIONS,2025-10-16T15:00:00+00:00,row_1xfabcwl2i2w,hash_dh2so5zqfvd8it,x_20251016_15.csv,2025-10-17T03:25:00+00:00
x_acct_17,x_camp_152,x_line_697,x_tweet_2586,,2026-01-01T20:00:00+00:00,Web,profile,TEXT,,,,,,151,5,7,133792,USD,PUB,ACTIVE,,2026-01-02T02:00:00+00:00,row_6t4di7a4smoa,hash_bjcui8vwhmlfpz,x_20260101_20.csv,2026-01-01T22:43:00+00:00
x_acct_15,x_camp_66,x_line_470,,x_media_847,2026-01-05T01:00:00+00:00,Android,search,IMAGE,,,,,,436,30,44,243915,usd,VAL,ACTIVE,,2026-01-06T01:00:00+00:00,row_08lkk80e2ekv,hash_z0dx09b3kl85zh,x_20260105_01.csv,2026-01-07T01:53:00+00:00
x_acct_1,x_camp_211,x_line_407,x_tweet_1140,x_media_2296,2025-10-16T14:00:00+00:00,Andriod,profile,GIF,,,,,,165,15,23,59229,USD,PUB,LIMITED,,2025-10-16T14:00:00+00:00,row_u6obvpvsr83s,hash_rrhyxv9b9wpc5a,x_20251016_14.csv,2025-10-16T16:05:00+00:00
x_acct_6,x_camp_111,x_line_151,,x_media_1071,2025-12-08T01:00:00+00:00,Andriod,search,TEXT,,,,,,209,3,18,-37066,USD,PUB,PAUSED,,2025-12-08T07:00:00+00:00,row_6ua789m8fkzq,hash_5lyiplk90eorzj,x_20251208_01.csv,2025-12-08T13:50:00+00:00
x_acct_13,x_camp_45,x_line_66,x_tweet_270,,2025-12-19T12:00:00+00:00,Andriod,timeline,GIF,,,,,,461,79,30,406718,USD,VAL,LIMITED,,2025-12-20T12:00:00+00:00,row_6447s96is36t,hash_bzynai4i524o7h,x_20251219_12.csv,2025-12-19T13:44:00+00:00
x_acct_17,x_camp_50,x_line_573,x_tweet_332,x_media_964,2025-11-13T05:00:00+00:00,iOS,search,VIDEO,8,13.0,17.0,34.0,21.0,237,9,16,112147,USD,ENR,ARCHIVED,,2025-11-13T11:00:00+00:00,row_pouwylp1pckh,hash_lmexx3khk0100q,x_20251113_05.csv,2025-11-13T05:06:00+00:00
x_acct_19,x_camp_158,x_line_519,x_tweet_376,,2026-01-10T09:00:00+00:00,Other,search,TEXT,,,,,,574,19,59,458694,USD,ENR,ACTIVE,,2026-01-11T09:00:00+00:00,row_a4yuoh8nvzdk,hash_lzw1dbrjggszko,x_20260110_09.csv,2026-01-10T09:40:00+00:00
x_acct_8,x_camp_142,x_line_679,x_tweet_1745,x_media_2394,2025-11-19T05:00:00+00:00,iOS,search,IMAGE,,,,,,277,1,4,213440,USD,ENR,LIMITED,,2025-11-20T05:00:00+00:00,row_d07cfbly4wym,hash_npp0bjrvucivf1,x_20251119_05.csv,2025-11-19T11:57:00+00:00
x_acct_2,x_camp_152,x_line_88,,,2025-12-06T00:00:00+00:00,Web,search,VID,,6.0,17.0,6.0,1.0,237,33,32,263138,USD,QRN,ACTIVE,MISSING_VIDEO_DURATION,2025-12-06T06:00:00+00:00,row_ju8derj93exo,hash_048py4cw3q7yap,x_20251206_00.csv,2025-12-08T00:59:00+00:00
x_acct_8,x_camp_185,x_line_210,x_tweet_887,x_media_1970,2025-09-22T09:00:00+00:00,Web,timeline,VID,20,21.0,21.0,20.0,2.0,154,3,47,31864,USD,VAL,ACTIVE,,2025-09-23T09:00:00+00:00,row_dyc71lzecpcr,hash_ju1s84l8lq4h86,x_20250922_09.csv,2025-09-22T09:39:00+00:00
x_acct_6,x_camp_53,x_line_361,x_tweet_230,x_media_406,2025-10-06T16:00:00+00:00,Other,profile,GIF,,,,,,292,0,9,112048,USD,ENR,ACTIVE,,2025-10-06T16:00:00+00:00,row_5iq404dtp8og,hash_eqiaiq981ckvwp,x_20251006_16.csv,2025-10-06T22:31:00+00:00
x_acct_7,x_camp_75,x_line_285,,x_media_1560,2025-10-12T06:00:00+00:00,iOS,search,GIF,,,,,,111,2,21,81560,USD,ENR,ACTIVE,,2025-10-12T06:00:00+00:00,row_vclxfsprgmok,hash_ndg9emk2ni4dg8,x_20251012_06.csv,2025-10-14T06:29:00+00:00
x_acct_16,x_camp_210,x_line_258,x_tweet_2357,x_media_1995,2025-09-27T05:00:00+00:00,Android,timeline,VIDEO,6,0.0,3.0,0.0,0.0,91,0,1,3913,USD,PUB,ACTIVE,,2025-09-27T05:00:00+00:00,row_cy2wp2hwt0dv,hash_qgy3p7tki9965x,x_20250927_05.csv,2025-09-27T05:25:00+00:00
x_acct_19,x_camp_203,x_line_100,x_tweet_462,x_media_3597,2025-10-04T08:00:00+00:00,Web,profile,VID,30,3.0,10.0,8.0,2.0,56,0,5,44294,USD,VAL,ACTIVE,,2025-10-04T08:00:00+00:00,row_8v8xxzoln5jx,hash_wqka0jv0vvlypv,x_20251004_08.csv,2025-10-04T10:48:00+00:00
x_acct_19,x_camp_153,x_line_382,x_tweet_213,x_media_895,2025-12-04T01:00:00+00:00,iOS,search,VIDEO,8,21.0,45.0,47.0,44.0,177,11,13,146552,USD,ENR,ACTIVE,,2025-12-04T01:00:00+00:00,row_mjm4tx5tr71z,hash_mjjvhuz64h6rlg,x_20251204_01.csv,2025-12-04T07:18:00+00:00
x_acct_4,x_camp_131,x_line_413,x_tweet_980,x_media_841,2025-12-02T00:00:00+00:00,iOS,timeline,VID,45,35.0,16.0,25.0,14.0,173,12,1,74566,USD,VAL,ACTIVE,,2025-12-03T00:00:00+00:00,row_kv1hfru99d81,hash_9yzb4lkwq4e5hw,x_20251202_00.csv,2025-12-02T00:24:00+00:00
x_acct_4,x_camp_6,x_line_588,x_tweet_596,x_media_2064,2025-10-02T18:00:00+00:00,Andriod,timeline,IMAGE,,,,,,359,5,50,68334,usd,PUB,PAUSED,,2025-10-02T18:00:00+00:00,row_93lj29zvq0m3,hash_oc6coqzh4xc0f1,x_20251002_18.csv,2025-10-03T00:48:00+00:00
x_acct_12,x_camp_168,x_line_107,,x_media_953,2025-10-27T18:00:00+00:00,Web,profile,GIF,,,,,,78,4,6,98019,USD,PUB,ACTIVE,,2025-10-28T00:00:00+00:00,row_03s2ou0ekgc9,hash_wtfb8gqkfpzcc4,x_20251027_18.csv,2025-10-27T18:42:00+00:00
x_acct_3,x_camp_16,x_line_90,x_tweet_2503,x_media_2162,2025-12-05T10:00:00+00:00,iOS,search,VID,6,4.0,3.0,1.0,4.0,175,6,7,219507,USD,VAL,ACTIVE,,2025-12-05T10:00:00+00:00,row_ogf14ptyrj7r,hash_xnhl5g1ldlm55r,x_20251205_10.csv,2025-12-06T10:23:00+00:00
x_acct_17,x_camp_60,x_line_5,x_tweet_2200,x_media_1765,2025-12-20T18:00:00+00:00,Android,profile,VIDEO,6,17.0,17.0,6.0,5.0,82,0,8,31927,USD,PUB,DRAFT,,2025-12-20T18:00:00+00:00,row_nhub6bpesn0g,hash_7ztf6mc6rt8io3,x_20251220_18.csv,2025-12-22T18:19:00+00:00
x_acct_5,x_camp_73,x_line_637,,,2026-01-13T21:00:00+00:00,Web,search,GIF,,,,,,460,40,146,232204,USD,PUB,DRAFT,,2026-01-14T03:00:00+00:00,row_xslbgh8qy08g,hash_aajsm4ucgvr188,x_20260113_21.csv,2026-01-14T03:51:00+00:00
x_acct_12,x_camp_84,x_line_54,x_tweet_890,,2025-10-26T13:00:00+00:00,Web,timeline,VID,10,29.0,34.0,50.0,42.0,516,11,44,734753,USD,VAL,LIMITED,,2025-10-26T13:00:00+00:00,row_r7on6jt81jc2,hash_0vcvu968d5o8fn,x_20251026_13.csv,2025-10-26T13:51:00+00:00
x_acct_2,x_camp_217,x_line_700,,x_media_2058,2025-11-23T09:00:00+00:00,iOS,timeline,IMAGE,,,,,,156,5,23,174449,USD,QRN,DRAFT,,2025-11-23T09:00:00+00:00,row_9l0qqzehn01z,hash_srkteys8ctt353,x_20251123_09.csv,2025-11-23T09:09:00+00:00
x_acct_6,x_camp_212,x_line_387,x_tweet_1502,x_media_1514,2025-12-20T07:00:00+00:00,Andriod,search,VID,12,7.0,6.0,4.0,2.0,125,0,2,15066,USD,VAL,ACTIVE,,2025-12-21T07:00:00+00:00,row_h757zd4z9h3p,hash_hdf900iqx66uzm,x_20251220_07.csv,2025-12-20T07:18:00+00:00
x_acct_11,x_camp_77,x_line_115,x_tweet_1098,,2025-12-26T21:00:00+00:00,iOS,search,IMAGE,30,,,,,155,4,5,210331,USD,VAL,ACTIVE,,2025-12-27T21:00:00+00:00,row_ipnnvfln635i,hash_68ocdmegd06pg2,x_20251226_21.csv,2025-12-26T21:12:00+00:00
x_acct_5,x_camp_153,x_line_477,x_tweet_2348,x_media_1680,2025-12-02T03:00:00+00:00,Andriod,timeline,IMAGE,,,,,,255,10,11,8457,USD,RCV,DISAPPROVED,,2025-12-03T03:00:00+00:00,row_7slb3nvxd6id,hash_9l2068gv5rm43e,x_20251202_03.csv,2025-12-03T03:45:00+00:00
x_acct_11,x_camp_101,x_line_235,x_tweet_1549,,2025-10-31T13:00:00+00:00,Web,profile,TEXT,,,,,,106,0,20,92643,USD,VAL,ACTIVE,,2025-10-31T13:00:00+00:00,row_3jowd71drc47,hash_k71u6ljcty7xpb,x_20251031_13.csv,2025-11-01T13:09:00+00:00
x_acct_20,x_camp_145,x_line_4,x_tweet_2369,,2025-12-17T11:00:00+00:00,Web,timeline,TEXT,,,,,,124,12,1,234877,USD,RCV,ACTIVE,,2025-12-17T17:00:00+00:00,row_wc8hiifw3fte,hash_kkdsdmbco9adba,x_20251217_11.csv,2025-12-17T11:23:00+00:00
x_acct_11,x_camp_36,x_line_221,x_tweet_872,x_media_2320,2025-10-21T09:00:00+00:00,Android,timeline,GIF,,,,,,226,3,9,257888,USD,VAL,ACTIVE,,2025-10-21T15:00:00+00:00,row_unbdv9a0gvfa,hash_qld9ptvozyrupw,x_20251021_09.csv,2025-10-21T10:32:00+00:00
x_acct_16,x_camp_91,x_line_645,x_tweet_708,x_media_2284,2025-10-08T17:00:00+00:00,iOS,profile,GIF,,,,,,114,3,4,67474,USD,VAL,ACTIVE,,2025-10-08T23:00:00+00:00,row_z9i3vovr95r9,hash_zzupq2fj0imf6y,x_20251008_17.csv,2025-10-08T18:20:00+00:00
x_acct_18,x_camp_7,x_line_229,,,2025-12-25T21:00:00+00:00,Android,timeline,VID,15,8.0,7.0,5.0,4.0,155,4,21,245944,USD,QRN,ARCHIVED,,2025-12-26T21:00:00+00:00,row_uvodjl15wghd,hash_4vor4a9rtzphs0,x_20251225_21.csv,2025-12-25T22:44:00+00:00
x_acct_7,x_camp_200,x_line_304,,x_media_1994,2025-09-28T02:00:00+00:00,Andriod,search,VID,10,10.0,9.0,14.0,10.0,213,8,2,116673,USD,VAL,PAUSED,,2025-09-28T08:00:00+00:00,row_p6rp9f50gaze,hash_88hujvs5tzxii0,x_20250928_02.csv,2025-09-28T02:31:00+00:00
x_acct_19,x_camp_168,x_line_382,x_tweet_536,,2025-10-10T03:00:00+00:00,iOS,timeline,VID,10,14.0,13.0,21.0,6.0,209,2,60,197653,USD,PUB,ACTIVE,,2025-10-10T09:00:00+00:00,row_aehtina0y5ia,hash_qh1fos42qwjmru,x_20251010_03.csv,2025-10-10T04:10:00+00:00
x_acct_20,x_camp_120,x_line_150,x_tweet_1254,,2025-09-20T22:00:00+00:00,Other,search,VID,,12.0,3.0,11.0,1.0,81,3,1,55404,USD,PUB,ACTIVE,,2025-09-21T22:00:00+00:00,row_rq27uhlqv98b,hash_p6sti2d85pfviw,x_20250920_22.csv,2025-09-21T00:21:00+00:00
x_acct_15,x_camp_204,x_line_277,x_tweet_1541,,2025-11-15T23:00:00+00:00,Other,search,TEXT,,,,,,113,2,6,73960,USD,RCV,DISAPPROVED,,2025-11-16T23:00:00+00:00,row_2bwz2cm5nwgk,hash_1zo9tantej10zg,x_20251115_23.csv,2025-11-16T01:43:00+00:00
x_acct_10,x_camp_7,x_line_378,x_tweet_2533,x_media_2828,2025-10-08T05:00:00+00:00,iOS,profile,VID,60,104.0,43.0,15.0,20.0,512,30,59,263883,USD,VAL,PAUSED,,2025-10-08T11:00:00+00:00,row_7vec0ske0nf4,hash_yupi12itkfnau6,x_20251008_05.csv,2025-10-10T05:51:00+00:00
x_acct_14,x_camp_149,x_line_367,,x_media_2451,2025-11-05T14:00:00+00:00,Andriod,profile,VID,90,25.0,65.0,39.0,11.0,500,30,34,353138,USD,PUB,LIMITED,,2025-11-05T20:00:00+00:00,row_0arydxaccvuh,hash_wta0eh7ccowsyf,x_20251105_14.csv,2025-11-05T14:07:00+00:00
x_acct_6,x_camp_191,x_line_212,x_tweet_2512,,2025-10-31T12:00:00+00:00,Android,search,VIDEO,15,64.0,45.0,14.0,49.0,307,11,5,360156,USD,VAL,ACTIVE,,2025-10-31T18:00:00+00:00,row_m368ji4c2woi,hash_n02gc45p8vamhu,x_20251031_12.csv,2025-10-31T14:42:00+00:00
x_acct_6,x_camp_68,x_line_345,x_tweet_1524,x_media_573,2025-10-23T02:00:00+00:00,Andriod,timeline,GIF,,,,,,68,1,15,64495,USD,RCV,ACTIVE,,2025-10-23T02:00:00+00:00,row_n8pwvgmpknrm,hash_bs4n6l5d5sgsjg,x_20251023_02.csv,2025-10-25T02:43:00+00:00
x_acct_18,x_camp_211,x_line_87,x_tweet_394,x_media_1877,2025-12-30T09:00:00+00:00,Web,search,VID,45,8.0,1.0,8.0,7.0,38,1,1,45459,USD,VAL,ACTIVE,,2025-12-30T09:00:00+00:00,row_5a0n98t8y1nw,hash_yexeqfst90iqwy,x_20251230_09.csv,2025-12-31T09:45:00+00:00
x_acct_12,x_camp_216,x_line_653,x_tweet_224,x_media_3214,2025-10-04T07:00:00+00:00,Web,timeline,IMAGE,,,,,,189,9,5,63462,USD,VAL,ACTIVE,,2025-10-04T07:00:00+00:00,row_fziwewiymd1g,hash_c9o70hwn3dvexh,x_20251004_07.csv,2025-10-04T19:00:00+00:00
x_acct_3,x_camp_36,x_line_586,x_tweet_2428,,2026-01-16T07:00:00+00:00,Andriod,timeline,VIDEO,15,6.0,11.0,14.0,3.0,79,4,7,17972,USD,VAL,ARCHIVED,,2026-01-16T13:00:00+00:00,row_582dmmwakmbv,hash_t0r7gg4ba4evg8,x_20260116_07.csv,2026-01-16T13:03:00+00:00
x_acct_14,x_camp_192,x_line_335,x_tweet_2220,,2025-11-09T12:00:00+00:00,Andriod,profile,GIF,,,,,,1361,15,444,288510,USD,PUB,ACTIVE,,2025-11-09T12:00:00+00:00,row_gmbhxi7hx0it,hash_n1o1m4x9kym6hi,x_20251109_12.csv,2025-11-09T14:49:00+00:00
x_acct_18,x_camp_18,x_line_194,x_tweet_562,x_media_2833,2025-11-05T03:00:00+00:00,iOS,profile,VID,30,59.0,48.0,13.0,48.0,308,13,167,282026,USD,PUB,ACTIVE,,2025-11-06T03:00:00+00:00,row_bb63po0p4dzt,hash_tvwqfyl0eq7tno,x_20251105_03.csv,2025-11-05T04:53:00+00:00
x_acct_11,x_camp_141,x_line_526,x_tweet_227,,2025-11-09T12:00:00+00:00,iOS,profile,GIF,,,,,,106,15,5,26735,USD,RCV,ACTIVE,,2025-11-10T12:00:00+00:00,row_8n8aq2lbn3kj,hash_s9dj7sd9qqhc21,x_20251109_12.csv,2025-11-09T12:43:00+00:00
x_acct_15,x_camp_79,x_line_145,x_tweet_1081,,2025-11-19T17:00:00+00:00,iOS,timeline,VIDEO,6,11.0,14.0,16.0,8.0,249,8,10,45236,USD,RCV,PAUSED,,2025-11-20T17:00:00+00:00,row_1h0rv5kmswoa,hash_fwv5dl2ndy9lef,x_20251119_17.csv,2025-11-21T17:23:00+00:00
