meta_account_id,meta_campaign_id,meta_adset_id,meta_ad_id,meta_creative_id,hour_start_local,account_timezone,device_platform,publisher_platform,placement,ad_format,video_duration_sec,video_view_2s,video_view_6s,video_view_25pct,video_view_50pct,video_view_75pct,video_view_100pct,avg_watch_time_sec,impressions,clicks_all,link_clicks,spend,currency,delivery_status,pipeline_status,rejection_reason,event_hour,row_id,row_hash,source_file,ingested_at_utc
meta_acct_8,meta_camp_93,meta_adset_124,meta_ad_433,meta_cr_1813,2025-12-08 17:00:00,Asia/Manila,moblie,audience_network,right_column,IMAGE,,,,,,,,,49,53,21,0.058705,PHP,ACTIVE,PUBLISHED,,2025-12-08T09:00:00+00:00,row_9fhy5m0vgwmz,hash_lcbr57kb8e2bna,meta_20251208_09.csv,2025-12-08T09:46:00+00:00
meta_acct_1,meta_camp_4,meta_adset_379,meta_ad_1199,meta_cr_1462,2026-01-04 04:00:00,Asia/Singapore,deskotp,instagram,search_results,VIDEO,12.0,25.0,32.0,32.0,17.0,14.0,7.0,6.04,281,14,4,0.051129,PHP,ACTIVE,ENRICHED,,2026-01-03T20:00:00+00:00,row_k2wfmf1mu4vl,hash_tz3l8pqgdj3709,meta_20260103_20.csv,2026-01-04T02:27:00+00:00
meta_acct_9,meta_camp_15,meta_adset_350,meta_ad_617,meta_cr_1628,2025-10-04 20:00:00,Asia/Singapore,unknown,audience_network,stories,IMAGE,,,,,,,,,605,16,5,0.115455,EUR,ACTIVE,PUBLISHED,,2025-10-04T12:00:00+00:00,row_cqogwq0gos9v,hash_iyesu2fjx5mug7,meta_20251004_12.csv,2025-10-04T12:23:00+00:00
meta_acct_3,meta_camp_33,meta_adset_52,meta_ad_466,meta_cr_642,2025-12-31 17:00:00,Asia/Singapore,desktop,facebook,search_results,VIDEO,20.0,9.0,6.0,4.0,3.0,2.0,3.0,12.0,42,4,2,-0.017587,PHP,ACTIVE,ENRICHED,,2025-12-31T09:00:00+00:00,row_afqw7timnmhq,hash_rzvq2pk86xwd7m,meta_20251231_09.csv,2025-12-31T10:38:00+00:00
meta_acct_5,meta_camp_100,meta_adset_397,meta_ad_519,meta_cr_1567,2025-11-22 08:00:00,,deskotp,audience_network,feed,REELZ,8.0,10.0,4.0,7.0,0.0,5.0,2.0,1.79,41,0,0,0.049223,PHP,ACTIVE,ENRICHED,,2025-11-22T00:00:00+00:00,row_wmj7e8la7r1b,hash_xeqpf8nhecdlqu,meta_20251122_00.csv,2025-11-22T12:21:00+00:00
meta_acct_7,meta_camp_60,meta_adset_262,meta_ad_321,meta_cr_1457,2025-12-26 09:00:00,Asai/Manila,desktop,facebook,feed,STORY,,,,,,,,,760,19,15,0.641631,PHP,PAUSED,ENRICHED,,2025-12-26T01:00:00+00:00,row_j0tcj788yzhz,hash_ayu3p0lczzeweq,meta_20251226_01.csv,2025-12-26T13:20:00+00:00
meta_acct_7,meta_camp_79,meta_adset_325,meta_ad_173,meta_cr_378,2025-12-09 14:00:00,Asai/Manila,MOBILE,facebook,in_stream,CAROUSEL,,,,,,,,,267,3,1,0.066529,USD,PAUSED,ENRICHED,,2025-12-09T06:00:00+00:00,row_k8l5mwzt1e8m,hash_4gxxt2e7rl3h8x,meta_20251209_06.csv,2025-12-10T06:44:00+00:00
meta_acct_10,meta_camp_97,meta_adset_104,meta_ad_1492,meta_cr_714,2025-10-07 23:00:00,,desktop,facebook,reels,STORY,,,,,,,,,125,0,0,0.162418,USD,ACTIVE,RECEIVED,,2025-10-07T15:00:00+00:00,row_fwyf06z60aoj,hash_mw8mak2jde29ko,meta_20251007_15.csv,2025-10-07T16:08:00+00:00
meta_acct_6,meta_camp_20,meta_adset_8,meta_ad_667,meta_cr_597,2025-11-13 02:00:00,Asia/Manila,deskotp,instagram,right_column,IMAGE,,,,,,,,,151,5,2,0.103624,SGD,ACTIVE,VALIDATED,,2025-11-12T18:00:00+00:00,row_pi559jcml5uo,hash_h9kqweb6zy683n,meta_20251112_18.csv,2025-11-12T18:02:00+00:00
meta_acct_3,meta_camp_116,meta_adset_59,meta_ad_662,meta_cr_1562,2025-11-29 15:00:00,Asia/Manila,desktop,facebook,reels,REELZ,10.0,4.0,4.0,2.0,2.0,1.0,0.0,4.66,93,1,0,0.074169,PHP,ACTIVE,ENRICHED,,2025-11-29T07:00:00+00:00,row_je4kaz8u3x0d,hash_dbsqkn3q2n03y6,meta_20251129_07.csv,2025-11-29T19:16:00+00:00
meta_acct_5,meta_camp_7,meta_adset_105,meta_ad_340,meta_cr_2198,2025-12-16 01:00:00,Asia/Manila,deskotp,instagram,search_results,VIDEO,30.0,26.0,21.0,12.0,12.0,26.0,4.0,15.67,58,3,0,0.07062,PHP,ACTIVE,ENRICHED,,2025-12-15T17:00:00+00:00,row_150po2ansx6u,hash_essbxrzce94s4w,meta_20251215_17.csv,2025-12-16T05:22:00+00:00
meta_acct_8,meta_camp_14,meta_adset_342,meta_ad_1078,meta_cr_1835,2025-11-22 14:00:00,,desktop,facebook,right_column,REELS,15.0,108.0,162.0,66.0,108.0,111.0,42.0,3.81,863,6,2,0.343545,PHP,ACTIVE,PUBLISHED,,2025-11-22T06:00:00+00:00,row_hbbbts5cd3sb,hash_n8hzxkxf06xxz5,meta_20251122_06.csv,2025-11-22T06:45:00+00:00
meta_acct_11,meta_camp_76,meta_adset_282,meta_ad_145,meta_cr_1991,2025-12-29 08:00:00,Asia/Singapore,MOBILE,facebook,right_column,REELS,60.0,18.0,14.0,7.0,4.0,5.0,5.0,50.18,95,3,2,0.016854,USD,ACTIVE,PUBLISHED,,2025-12-29T00:00:00+00:00,row_ma19cxd11jde,hash_lg2c0cfbwkgjmd,meta_20251229_00.csv,2025-12-30T00:31:00+00:00
meta_acct_13,meta_camp_29,meta_adset_116,meta_ad_254,meta_cr_1552,2025-12-22 10:00:00,Asai/Manila,desktop,instagram,reels,CAROUSEL,,,,,,,,,233,7,2,0.063973,PHP,ACTIVE,PUBLISHED,,2025-12-22T02:00:00+00:00,row_lwx18z7cwrvb,hash_ymmwngs4z5lr20,meta_20251222_02.csv,2025-12-23T02:33:00+00:00
meta_acct_17,meta_camp_87,meta_adset_296,meta_ad_1484,meta_cr_537,2025-12-01 17:00:00,Asai/Manila,unknown,audience_network,search_results,REELS,10.0,16.0,12.0,21.0,17.0,4.0,11.0,4.22,377,8,5,0.264271,PHP,ACTIVE,ENRICHED,,2025-12-01T09:00:00+00:00,row_ryq5gzmsk5gd,hash_eqjbmg7szr7ha3,meta_20251201_09.csv,2025-12-01T09:59:00+00:00
meta_acct_3,meta_camp_115,meta_adset_32,meta_ad_7,meta_cr_2032,2025-11-05 14:00:00,Asai/Manila,mobile,facebook,right_column,CAROUSEL,,,,,,,,,205,3,1,0.122613,USD,ACTIVE,RECEIVED,,2025-11-05T06:00:00+00:00,row_nuoani908bh1,hash_t0r5st8bh9qt6e,meta_20251105_06.csv,2025-11-05T06:02:00+00:00
meta_acct_15,meta_camp_111,meta_adset_119,meta_ad_1164,meta_cr_313,2025-12-18 12:00:00,Asia/Manila,desktop,audience_network,stories,IMAGE,,,,,,,,,192,25,8,0.104632,USD,ACTIVE,VALIDATED,,2025-12-18T04:00:00+00:00,row_zs6t7exofxkr,hash_1bndwcj0g5pzmh,meta_20251218_04.csv,2025-12-19T04:52:00+00:00
meta_acct_12,meta_camp_49,meta_adset_8,meta_ad_854,meta_cr_2424,2025-12-03 23:00:00,Asai/Manila,mobile,instagram,stories,REELS,8.0,36.0,72.0,72.0,59.0,39.0,31.0,3.14,330,7,1,0.22732,PHP,ACTIVE,RECEIVED,,2025-12-03T15:00:00+00:00,row_lqtj1sw1cbb5,hash_nnmf7armvx9fa7,meta_20251203_15.csv,2025-12-03T15:31:00+00:00
meta_acct_15,meta_camp_103,meta_adset_110,meta_ad_730,meta_cr_1136,2026-01-13 15:00:00,Asia/Singapore,unknown,facebook,stories,REELS,45.0,21.0,11.0,4.0,5.0,6.0,7.0,14.94,80,0,0,0.003677,PHP,ACTIVE,RECEIVED,,2026-01-13T07:00:00+00:00,row_adu0ezkbollp,hash_k2sfxbiw7jx1k5,meta_20260113_07.csv,2026-01-13T08:41:00+00:00
meta_acct_7,meta_camp_109,meta_adset_398,meta_ad_702,meta_cr_349,2025-12-06 01:00:00,Asia/Manila,MOBILE,facebook,reels,REELS,45.0,39.0,20.0,9.0,8.0,16.0,12.0,6.06,195,8,3,0.401774,PHP,ACTIVE,VALIDATED,,2025-12-05T17:00:00+00:00,row_r2jallh8b3uf,hash_sbbsioeito285l,meta_20251205_17.csv,2025-12-06T05:42:00+00:00
meta_acct_2,meta_camp_83,meta_adset_375,meta_ad_1408,meta_cr_1418,2025-10-25 03:00:00,Asia/Singapore,MOBILE,instagram,stories,IMAGE,,,,,,,,,376,10,2,0.098649,AUD,ACTIVE,ENRICHED,,2025-10-24T19:00:00+00:00,row_qf6jarppwocx,hash_m76ght5ng9xz0w,meta_20251024_19.csv,2025-10-24T19:42:00+00:00
meta_acct_12,meta_camp_50,meta_adset_277,meta_ad_419,meta_cr_1345,2025-10-10 15:00:00,Asia/Manila,MOBILE,facebook,right_column,IMAGE,,,,,,,,,809,24,2,0.094879,SGD,ACTIVE,PUBLISHED,,2025-10-10T07:00:00+00:00,row_yfd7lj236kv5,hash_unfv0vj2fa3482,meta_20251010_07.csv,2025-10-10T09:47:00+00:00
meta_acct_2,meta_camp_88,meta_adset_178,meta_ad_1092,meta_cr_2151,2026-01-09 16:00:00,,desktop,instagram,stories,STORY,,,,,,,,,325,28,7,0.143723,PHP,ACTIVE,QUARANTINED,,2026-01-09T08:00:00+00:00,row_0y6w613vvtju,hash_l1uqh0fwsff5g3,meta_20260109_08.csv,2026-01-09T20:30:00+00:00
meta_acct_18,meta_camp_56,meta_adset_46,meta_ad_135,meta_cr_354,2025-11-15 05:00:00,,deskotp,audience_network,in_stream,REELS,6.0,71.0,66.0,67.0,44.0,28.0,1.0,0.84,192,6,1,0.228061,PHP,ACTIVE,QUARANTINED,,2025-11-14T21:00:00+00:00,row_c3ho8bm43ypy,hash_mov4g5ut9t0xmv,meta_20251114_21.csv,2025-11-14T21:26:00+00:00
meta_acct_12,meta_camp_80,meta_adset_373,meta_ad_792,meta_cr_922,2026-01-03 00:00:00,Asai/Manila,moblie,audience_network,reels,REELZ,12.0,20.0,16.0,23.0,22.0,16.0,19.0,1.09,114,1,0,0.047548,EUR,ACTIVE,PUBLISHED,,2026-01-02T16:00:00+00:00,row_glvap1rgk1za,hash_e02y02ezkbullh,meta_20260102_16.csv,2026-01-04T16:34:00+00:00
meta_acct_10,meta_camp_77,meta_adset_21,meta_ad_654,meta_cr_1387,2026-01-17 02:00:00,Asai/Manila,unknown,facebook,in_stream,STORY,,,,,,,,,348,4,1,0.121108,USD,PAUSED,VALIDATED,,2026-01-16T18:00:00+00:00,row_1am9bvwk6hr5,hash_4j3cq1o5kn7w5l,meta_20260116_18.csv,2026-01-17T18:01:00+00:00
meta_acct_8,meta_camp_54,meta_adset_170,meta_ad_624,meta_cr_672,2025-11-16 06:00:00,Asia/Manila,mobile,audience_network,right_column,IMAGE,,,,,,,,,401,7,3,0.133052,PHP,PAUSED,PUBLISHED,,2025-11-15T22:00:00+00:00,row_p00b0vcoznzm,hash_c8bilj7o9d1ujz,meta_20251115_22.csv,2025-11-15T23:31:00+00:00
meta_acct_5,meta_camp_17,meta_adset_261,meta_ad_1484,meta_cr_1197,2025-11-17 12:00:00,Asai/Manila,unknown,instagram,right_column,REELS,90.0,44.0,45.0,56.0,30.0,21.0,26.0,46.81,503,33,7,0.842255,AUD,ACTIVE,VALIDATED,,2025-11-17T04:00:00+00:00,row_yu2iuqj53b3p,hash_ey945iivw6581i,meta_20251117_04.csv,2025-11-17T04:41:00+00:00
meta_acct_7,meta_camp_43,meta_adset_121,meta_ad_767,meta_cr_1350,2025-11-02 19:00:00,Asai/Manila,unknown,instagram,reels,STORY,,,,,,,,,287,53,18,0.350026,USD,DISAPPROVED,PUBLISHED,,2025-11-02T11:00:00+00:00,row_5qphu3k8hzr6,hash_kczb7p8t16ru1w,meta_20251102_11.csv,2025-11-02T11:51:00+00:00
meta_acct_1,meta_camp_106,meta_adset_287,meta_ad_862,meta_cr_1865,2025-11-04 10:00:00,Asia/Singapore,deskotp,audience_network,search_results,REELS,60.0,52.0,48.0,26.0,27.0,24.0,25.0,19.91,218,1,0,0.014818,USD,ACTIVE,ENRICHED,,2025-11-04T02:00:00+00:00,row_0t1akezj7zvj,hash_7pda6ppx49d1zk,meta_20251104_02.csv,2025-11-04T14:19:00+00:00
meta_acct_12,meta_camp_84,meta_adset_30,meta_ad_1020,meta_cr_798,2025-12-21 06:00:00,,unknown,audience_network,stories,VIDEO,45.0,8.0,13.0,14.0,11.0,4.0,3.0,17.07,55,1,0,0.006465,PHP,PAUSED,PUBLISHED,,2025-12-20T22:00:00+00:00,row_vwsnmv7vvdbb,hash_ve81bbyd55guv5,meta_20251220_22.csv,2025-12-20T22:48:00+00:00
meta_acct_14,meta_camp_31,meta_adset_11,meta_ad_680,meta_cr_1992,2025-12-26 02:00:00,Asia/Singapore,desktop,facebook,reels,STORY,,,,,,,,,278,2,1,0.083118,PHP,ACTIVE,VALIDATED,,2025-12-25T18:00:00+00:00,row_dwlh404liywe,hash_gzhk8f1hltyeh4,meta_20251225_18.csv,2025-12-25T19:40:00+00:00
meta_acct_14,meta_camp_54,meta_adset_217,meta_ad_309,meta_cr_1591,2026-01-17 05:00:00,Asai/Manila,MOBILE,audience_network,reels,STORY,,,,,,,,,82,0,0,0.014925,AUD,ACTIVE,ENRICHED,,2026-01-16T21:00:00+00:00,row_fzmlshxfrone,hash_o1ba3p8pwnke9f,meta_20260116_21.csv,2026-01-17T21:39:00+00:00
meta_acct_1,meta_camp_43,meta_adset_200,meta_ad_1439,meta_cr_157,2025-10-03 12:00:00,Asia/Manila,mobile,audience_network,search_results,VIDEO,45.0,5.0,3.0,3.0,4.0,0.0,2.0,28.6,71,13,8,0.00503,PHP,ACTIVE,ENRICHED,,2025-10-03T04:00:00+00:00,row_68akgmzjyold,hash_83w33smy4dazj6,meta_20251003_04.csv,2025-10-03T06:14:00+00:00
meta_acct_2,meta_camp_60,meta_adset_138,meta_ad_499,meta_cr_1267,2025-11-23 05:00:00,Asia/Singapore,moblie,instagram,in_stream,REELZ,,157.0,78.0,122.0,131.0,29.0,83.0,6.42,677,10,5,1.566926,PHP,ACTIVE,RECEIVED,,2025-11-22T21:00:00+00:00,row_g4y7makzq1zd,hash_u5noj8a26fjww2,meta_20251122_21.csv,2025-11-22T22:12:00+00:00
meta_acct_10,meta_camp_48,meta_adset_319,meta_ad_151,meta_cr_1729,2026-01-12 01:00:00,Asia/Singapore,unknown,instagram,reels,IMAGE,,,,,,,,,441,1,0,0.267121,SGD,PAUSED,ENRICHED,,2026-01-11T17:00:00+00:00,row_03o0z2n8pg4e,hash_v80e0kfsyr5nlj,meta_20260111_17.csv,2026-01-11T17:15:00+00:00
meta_acct_17,meta_camp_96,meta_adset_289,meta_ad_1478,meta_cr_97,2025-12-06 02:00:00,Asia/Singapore,MOBILE,instagram,stories,UNKNOWN,,,,,,,,,141,1,0,0.031385,PHP,ACTIVE,VALIDATED,,2025-12-05T18:00:00+00:00,row_34jo4lsv4m77,hash_lkdtucug5tavta,meta_20251205_18.csv,2025-12-06T00:54:00+00:00
meta_acct_8,meta_camp_56,meta_adset_398,meta_ad_1234,meta_cr_1000,2025-10-24 15:00:00,Asia/Manila,unknown,audience_network,in_stream,IMAGE,,,,,,,,,38,0,0,-0.008812,PHP,ACTIVE,QUARANTINED,,2025-10-24T07:00:00+00:00,row_rptzmgsmaz7m,hash_qbhhirlflusrxf,meta_20251024_07.csv,2025-10-24T07:00:00+00:00
meta_acct_17,meta_camp_20,meta_adset_238,meta_ad_1430,meta_cr_308,2025-11-06 17:00:00,Asai/Manila,moblie,instagram,reels,REELZ,10.0,14.0,13.0,9.0,14.0,5.0,7.0,3.99,241,5,3,0.046345,PHP,ACTIVE,ENRICHED,,2025-11-06T09:00:00+00:00,row_yr8yd2519zgx,hash_30u8q0q4cmynkl,meta_20251106_09.csv,2025-11-06T09:53:00+00:00
meta_acct_10,meta_camp_92,meta_adset_319,meta_ad_210,meta_cr_230,2025-10-14 16:00:00,Asai/Manila,unknown,instagram,stories,VIDEO,20.0,76.0,71.0,58.0,64.0,39.0,38.0,5.16,286,34,2,0.269955,PHP,PAUSED,PUBLISHED,,2025-10-14T08:00:00+00:00,row_lrybcae1kxsw,hash_2feq91dkoq2d37,meta_20251014_08.csv,2025-10-14T08:46:00+00:00
meta_acct_1,meta_camp_35,meta_adset_153,meta_ad_627,meta_cr_146,2026-01-05 12:00:00,Asai/Manila,unknown,audience_network,reels,REELS,45.0,22.0,18.0,11.0,13.0,7.0,2.0,26.32,118,2,0,0.066986,USD,ACTIVE,VALIDATED,,2026-01-05T04:00:00+00:00,row_q3xt5g3zgesv,hash_g6mt0ah2ccetf7,meta_20260105_04.csv,2026-01-07T04:01:00+00:00
meta_acct_7,meta_camp_10,meta_adset_331,meta_ad_161,meta_cr_574,2026-01-11 20:00:00,Asia/Singapore,deskotp,instagram,reels,UNKNOWN,,,,,,,,,81,264,136,0.036918,EUR,DRAFT,QUARANTINED,CLICKS_GT_IMPRESSIONS,2026-01-11T12:00:00+00:00,row_71ok0sgqnnlx,hash_6j7xparfl38nx6,meta_20260111_12.csv,2026-01-11T12:20:00+00:00
meta_acct_1,meta_camp_38,meta_adset_123,meta_ad_243,meta_cr_977,2025-12-06 22:00:00,Asai/Manila,unknown,instagram,feed,VIDEO,45.0,4.0,2.0,4.0,4.0,1.0,1.0,25.38,40,2,0,0.01992,USD,ACTIVE,VALIDATED,,2025-12-06T14:00:00+00:00,row_qi171u9u4494,hash_skzjrw5wfomcqy,meta_20251206_14.csv,2025-12-07T02:05:00+00:00
meta_acct_12,meta_camp_120,meta_adset_90,meta_ad_287,meta_cr_2496,2025-11-13 10:00:00,Asia/Manila,unknown,audience_network,search_results,VIDEO,6.0,3.0,4.0,4.0,4.0,1.0,3.0,4.47,59,1,0,0.06566,USD,ACTIVE,ENRICHED,,2025-11-13T02:00:00+00:00,row_gg71vdhzap20,hash_jf8fsostorgj1c,meta_20251113_02.csv,2025-11-13T08:48:00+00:00
meta_acct_11,meta_camp_80,meta_adset_30,meta_ad_304,meta_cr_1798,2025-12-23 12:00:00,Asia/Manila,mobile,instagram,search_results,REELZ,,38.0,30.0,40.0,24.0,18.0,22.0,40.6,234,24,16,0.033191,PHP,ACTIVE,QUARANTINED,MISSING_VIDEO_DURATION,2025-12-23T04:00:00+00:00,row_hixosuvt0ji9,hash_31nvsdwml4nzzz,meta_20251223_04.csv,2025-12-23T05:17:00+00:00
meta_acct_11,meta_camp_92,meta_adset_336,meta_ad_391,meta_cr_1189,2025-11-09 10:00:00,Asai/Manila,desktop,instagram,in_stream,IMAGE,,,,,,,,,68,7,1,0.056043,PHP,ACTIVE,VALIDATED,,2025-11-09T02:00:00+00:00,row_nl4qcj8rt62j,hash_ihcxvp5v6o24cf,meta_20251109_02.csv,2025-11-10T02:15:00+00:00
meta_acct_5,meta_camp_3,meta_adset_30,meta_ad_1084,meta_cr_323,2025-10-12 06:00:00,,MOBILE,facebook,search_results,REELZ,60.0,78.0,57.0,15.0,51.0,4.0,8.0,9.56,452,16,10,0.95644,PHP,ACTIVE,VALIDATED,,2025-10-11T22:00:00+00:00,row_i2wtykf6vvo3,hash_c30j879swz090g,meta_20251011_22.csv,2025-10-12T22:14:00+00:00
meta_acct_17,meta_camp_47,meta_adset_245,meta_ad_727,meta_cr_787,2025-12-28 19:00:00,Asia/Singapore,MOBILE,audience_network,right_column,STORY,,,,,,,,,384,12,4,0.249348,AUD,ACTIVE,ENRICHED,,2025-12-28T11:00:00+00:00,row_dw953nzcfj4h,hash_jb6d29e1tbk4ug,meta_20251228_11.csv,2025-12-28T11:47:00+00:00
meta_acct_1,meta_camp_81,meta_adset_43,meta_ad_21,meta_cr_793,2025-09-23 19:00:00,Asia/Singapore,desktop,audience_network,in_stream,IMAGE,,,,,,,,,551,49,14,0.394944,PHP,ACTIVE,VALIDATED,,2025-09-23T11:00:00+00:00,row_1nzo479oija1,hash_f219c4pjbm3zi9,meta_20250923_11.csv,2025-09-23T11:23:00+00:00
meta_acct_1,meta_camp_108,meta_adset_109,meta_ad_103,meta_cr_691,2025-11-25 01:00:00,,desktop,facebook,in_stream,VIDEO,15.0,33.0,26.0,30.0,17.0,26.0,10.0,6.88,217,1,0,0.118495,PHP,ACTIVE,ENRICHED,,2025-11-24T17:00:00+00:00,row_950xqnkf3dvp,hash_gt8nzkjj7fzdnj,meta_20251124_17.csv,2025-11-24T17:02:00+00:00
meta_acct_11,meta_camp_16,meta_adset_138,meta_ad_388,meta_cr_2479,2025-12-25 21:00:00,Asia/Manila,mobile,instagram,right_column,VIDEO,6.0,41.0,37.0,59.0,37.0,49.0,5.0,1.51,362,18,9,0.265486,PHP,ACTIVE,VALIDATED,,2025-12-25T13:00:00+00:00,row_skgaf9qcodyt,hash_k6wlon9bw67rzr,meta_20251225_13.csv,2025-12-25T15:21:00+00:00
meta_acct_10,meta_camp_63,meta_adset_15,meta_ad_1057,meta_cr_148,2026-01-10 13:00:00,Asia/Singapore,desktop,audience_network,search_results,CAROUSEL,,,,,,,,,77,2,0,0.05295,SGD,DISAPPROVED,PUBLISHED,,2026-01-10T05:00:00+00:00,row_42oic9kg82p9,hash_0ujl5fut35q8sq,meta_20260110_05.csv,2026-01-10T11:03:00+00:00
meta_acct_5,meta_camp_18,meta_adset_391,meta_ad_394,meta_cr_849,2025-12-26 08:00:00,,deskotp,audience_network,search_results,VIDEO,12.0,18.0,22.0,14.0,3.0,0.0,4.0,5.67,141,6,3,0.062056,USD,ACTIVE,ENRICHED,,2025-12-26T00:00:00+00:00,row_dz6sgvd85279,hash_bbj7rozpe8974n,meta_20251226_00.csv,2025-12-26T00:42:00+00:00
meta_acct_15,meta_camp_59,meta_adset_59,meta_ad_654,meta_cr_1154,2025-11-28 03:00:00,,unknown,facebook,in_stream,REELS,10.0,117.0,120.0,124.0,47.0,89.0,20.0,6.37,535,27,2,0.455756,PHP,LIMITED,VALIDATED,,2025-11-27T19:00:00+00:00,row_slxyzjlv2bim,hash_jh0h7ufppjgwfs,meta_20251127_19.csv,2025-11-27T21:10:00+00:00
meta_acct_3,meta_camp_120,meta_adset_137,meta_ad_564,meta_cr_2442,2026-01-16 15:00:00,Asia/Singapore,desktop,facebook,feed,CAROUSEL,,,,,,,,,86,0,0,0.247242,PHP,ACTIVE,VALIDATED,,2026-01-16T07:00:00+00:00,row_q92muf9fw6vq,hash_8n8xyqw6v3m6lu,meta_20260116_07.csv,2026-01-16T19:24:00+00:00
meta_acct_7,meta_camp_80,meta_adset_369,meta_ad_1414,meta_cr_2471,2025-10-21 10:00:00,,moblie,audience_network,right_column,REELS,6.0,54.0,15.0,36.0,43.0,18.0,7.0,4.62,241,0,0,0.122357,PHP,ACTIVE,VALIDATED,,2025-10-21T02:00:00+00:00,row_rds36slerbpb,hash_ofefo8nmrt52m4,meta_20251021_02.csv,2025-10-21T08:38:00+00:00
meta_acct_16,meta_camp_101,meta_adset_5,meta_ad_1471,meta_cr_669,2025-11-04 17:00:00,Asia/Manila,mobile,audience_network,stories,UNKNOWN,,,,,,,,,204,1,0,0.206194,USD,ACTIVE,ENRICHED,,2025-11-04T09:00:00+00:00,row_0i42k7jijn2m,hash_m1fdpyr0y1a5z2,meta_20251104_09.csv,2025-11-04T15:52:00+00:00
meta_acct_3,meta_camp_102,meta_adset_265,meta_ad_476,meta_cr_2432,2025-10-24 09:00:00,Asia/Manila,desktop,facebook,stories,REELS,,26.0,18.0,13.0,18.0,13.0,3.0,,147,0,0,0.052291,USD,ACTIVE,VALIDATED,,2025-10-24T01:00:00+00:00,row_w7gjwkbcabs4,hash_o273isded23e5e,meta_20251024_01.csv,2025-10-24T03:19:00+00:00
meta_acct_14,meta_camp_111,meta_adset_161,meta_ad_366,meta_cr_92,2025-12-04 09:00:00,,moblie,instagram,search_results,REELS,45.0,40.0,24.0,15.0,30.0,31.0,2.0,19.27,132,8,5,0.103032,USD,ACTIVE,VALIDATED,,2025-12-04T01:00:00+00:00,row_ibdf9o8ypya3,hash_6rtgdqgebp02w6,meta_20251204_01.csv,2025-12-04T01:14:00+00:00
meta_acct_8,meta_camp_10,meta_adset_151,meta_ad_739,meta_cr_169,2025-10-19 07:00:00,Asia/Singapore,mobile,facebook,in_stream,CAROUSEL,,,,,,,,,980,50,24,0.563705,AUD,ACTIVE,PUBLISHED,,2025-10-18T23:00:00+00:00,row_k6f5e30zluki,hash_n5imwuxbg8exfp,meta_20251018_23.csv,2025-10-20T23:01:00+00:00
meta_acct_18,meta_camp_80,meta_adset_390,meta_ad_256,meta_cr_1142,2025-11-03 03:00:00,,deskotp,instagram,reels,CAROUSEL,,,,,,,,,89,8,5,0.02126,PHP,PAUSED,ENRICHED,,2025-11-02T19:00:00+00:00,row_8u8ybbo4dniz,hash_3wp4zbos3iajnr,meta_20251102_19.csv,2025-11-03T07:11:00+00:00
meta_acct_6,meta_camp_21,meta_adset_368,meta_ad_243,meta_cr_1272,2025-11-04 19:00:00,Asai/Manila,desktop,audience_network,right_column,UNKNOWN,,,,,,,,,248,23,3,0.514041,PHP,ACTIVE,VALIDATED,,2025-11-04T11:00:00+00:00,row_gc78u9koew47,hash_ohm8gdbtpelb5e,meta_20251104_11.csv,2025-11-04T12:56:00+00:00
meta_acct_4,meta_camp_29,meta_adset_173,meta_ad_32,meta_cr_706,2026-01-04 10:00:00,Asia/Manila,desktop,instagram,reels,STORY,,,,,,,,,55,0,0,0.01957,USD,ARCHIVED,ENRICHED,,2026-01-04T02:00:00+00:00,row_z5yo5ctc0mpe,hash_w5lkrztxspepw5,meta_20260104_02.csv,2026-01-04T08:41:00+00:00
meta_acct_9,meta_camp_26,meta_adset_398,meta_ad_1306,meta_cr_724,2025-09-23 06:00:00,Asai/Manila,MOBILE,audience_network,feed,REELS,20.0,10.0,6.0,5.0,5.0,10.0,0.0,10.51,123,7,0,0.152721,EUR,LIMITED,ENRICHED,,2025-09-22T22:00:00+00:00,row_frwli0xwikbg,hash_9zdslxl1n3yu72,meta_20250922_22.csv,2025-09-23T00:01:00+00:00
meta_acct_12,meta_camp_57,meta_adset_321,meta_ad_697,meta_cr_2101,2025-11-23 15:00:00,Asia/Singapore,MOBILE,audience_network,feed,CAROUSEL,,,,,,,,,256,12,6,0.058694,USD,ACTIVE,VALIDATED,,2025-11-23T07:00:00+00:00,row_rn5mh6z2dgho,hash_1mjy6mbq09hohd,meta_20251123_07.csv,2025-11-23T08:14:00+00:00
meta_acct_1,meta_camp_48,meta_adset_112,meta_ad_454,meta_cr_1876,2025-11-14 18:00:00,Asia/Manila,moblie,instagram,right_column,REELZ,30.0,32.0,33.0,36.0,41.0,18.0,33.0,4.67,437,17,10,0.048088,USD,PAUSED,VALIDATED,,2025-11-14T10:00:00+00:00,row_zfymirgfntks,hash_v0xdpkoo409405,meta_20251114_10.csv,2025-11-14T22:01:00+00:00
meta_acct_8,meta_camp_93,meta_adset_104,meta_ad_1075,meta_cr_1180,2025-12-13 18:00:00,Asai/Manila,mobile,facebook,reels,REELZ,12.0,57.0,42.0,36.0,13.0,40.0,0.0,5.32,135,2,1,0.089619,USD,ACTIVE,VALIDATED,,2025-12-13T10:00:00+00:00,row_oxz3mqcxef5b,hash_rkd0udgxcg81g3,meta_20251213_10.csv,2025-12-13T10:54:00+00:00
