ad_account_id,campaign_id,ad_group_id,pin_promotion_id,pin_id,date,hour,timezone,device_type,surface,creative_type,video_duration_seconds,impressions,clicks,spend,currency_code,saves,outbound_clicks,pipeline_status,ad_state,quarantine_reason,ingested_at,row_id,row_hash,source_file,ingested_at_utc
pin_acct_12,pin_camp_1,pin_grp_535,pin_prom_435,pin_2624,2025-12-20,12,utc,TABLET,search,SHOPPING,,69,2,0.136161,USD,2,1,ENRICHED,DISAPPROVED,,2025-12-20T13:00:00+00:00,row_r6ktt1hsfd29,hash_txzngos2cabk9o,pinterest_20251220_12.csv,2025-12-21T00:22:00+00:00
pin_acct_6,pin_camp_55,pin_grp_157,pin_prom_2337,,2026-01-13,13,Asia/Manila,DESKTOP,related_pins,CAROUSEL,,160,2,0.043542,USD,3,1,PUBLISHED,PAUSED,,2026-01-13T13:00:00+00:00,row_xjn2jz41ldfh,hash_bew4dk0v5lwtab,pinterest_20260113_13.csv,2026-01-13T13:36:00+00:00
pin_acct_20,pin_camp_154,pin_grp_506,pin_prom_141,,2026-01-14,12,,DESKTOP,related_pins,VIDEO,,49,5,0.05642,USD,0,3,ENRICHED,ACTIVE,,2026-01-14T12:00:00+00:00,row_lpl2sz2tfy3r,hash_t1r03o40j8ck7n,pinterest_20260114_12.csv,2026-01-14T12:47:00+00:00
pin_acct_11,pin_camp_143,pin_grp_508,pin_prom_2027,,2025-12-15,13,Asia/Manila,TABLET,related_pins,UNKNOWN,,17,0,0.023958,USD,0,0,PUBLISHED,LIMITED,,2025-12-15T13:00:00+00:00,row_swbvkt677w03,hash_swqjf4e75r2aj6,pinterest_20251215_13.csv,2025-12-15T14:47:00+00:00
pin_acct_11,pin_camp_41,pin_grp_453,pin_prom_742,pin_1643,2025-10-16,23,utc,TABLET,search,STANDARD,,144,0,0.068318,AUD,5,0,PUBLISHED,ACTIVE,,2025-10-17T00:00:00+00:00,row_0lc4u6178moa,hash_drv8oe7yrn6xfg,pinterest_20251016_23.csv,2025-10-18T23:05:00+00:00
pin_acct_17,pin_camp_66,pin_grp_31,pin_prom_223,pin_1767,2025-12-07,11,utc,MOBILE,related_pins,UNKNOWN,,200,5,0.133704,USD,5,1,ENRICHED,ARCHIVED,,2025-12-07T12:00:00+00:00,row_v9dwpwuo4ohz,hash_b4c9iitrv4vu8k,pinterest_20251207_11.csv,2025-12-07T12:34:00+00:00
pin_acct_8,pin_camp_52,pin_grp_555,pin_prom_2161,pin_1896,2025-09-20,15,,MOBILE,homefeed,STANDARD,,299,4,0.172105,SGD,2,2,PUBLISHED,DISAPPROVED,,2025-09-20T16:00:00+00:00,row_absd74loecke,hash_l8yytxh3wge356,pinterest_20250920_15.csv,2025-09-20T17:00:00+00:00
pin_acct_8,pin_camp_22,pin_grp_264,pin_prom_2398,pin_3880,2025-12-12,17,UTC,MOBILE,related_pins,UNKNOWN,,128,4,0.043408,PHP,3,2,RECEIVED,ACTIVE,,2025-12-13T05:00:00+00:00,row_tksdm7jnfr09,hash_ftkvjeaug36uez,pinterest_20251212_17.csv,2025-12-12T17:32:00+00:00
pin_acct_2,pin_camp_9,pin_grp_539,pin_prom_231,pin_3288,2025-11-02,21,utc,MOBILE,homefeed,UNKNOWN,,79,3,0.030729,PHP,0,0,PUBLISHED,ACTIVE,,2025-11-02T22:00:00+00:00,row_w13f710bkq1k,hash_56ln1le6ug1i7e,pinterest_20251102_21.csv,2025-11-02T23:37:00+00:00
pin_acct_18,pin_camp_69,pin_grp_159,pin_prom_1085,pin_161,2025-10-12,1,,MOBILE,homefeed,UNKNOWN,15.0,333,2,0.108665,USD,4,0,VALIDATED,ACTIVE,,2025-10-13T01:00:00+00:00,row_nw5sk633nhaj,hash_9t4wzlj6grbxtk,pinterest_20251012_01.csv,2025-10-12T13:38:00+00:00
pin_acct_1,pin_camp_120,pin_grp_390,pin_prom_1844,,2025-11-23,19,Asia/Manila,TABLET,search,CAROUSEL,,47,1,0.007699,PHP,0,0,RECEIVED,DISAPPROVED,,2025-11-24T07:00:00+00:00,row_0b92ptcdv51y,hash_ppshbe56j779xq,pinterest_20251123_19.csv,2025-11-24T07:07:00+00:00
pin_acct_2,pin_camp_111,pin_grp_141,pin_prom_120,pin_1004,2025-10-04,4,utc,DESKTOP,search,CAROUSEL,,238,22,0.03636,PHP,6,10,PUBLISHED,ACTIVE,,2025-10-04T04:00:00+00:00,row_k07qv7p20fne,hash_gdsux7gylggjx5,pinterest_20251004_04.csv,2025-10-04T06:34:00+00:00
pin_acct_20,pin_camp_29,pin_grp_280,pin_prom_1913,pin_51,2025-11-15,10,utc,TABLET,homefeed,SHOPPING,,33,0,0.013425,USD,0,0,ENRICHED,PAUSED,,2025-11-15T22:00:00+00:00,row_ydsfoyv5ps4h,hash_b9gfy44p2qm5yt,pinterest_20251115_10.csv,2025-11-15T10:06:00+00:00
pin_acct_14,pin_camp_158,pin_grp_470,pin_prom_2355,pin_343,2025-10-17,4,UTC,DESKTOP,related_pins,SHOPPING,,53,1,0.011714,USD,0,0,VALIDATED,ACTIVE,,2025-10-17T16:00:00+00:00,row_5id2ja2lhcib,hash_84xzoesfshqesz,pinterest_20251017_04.csv,2025-10-19T04:31:00+00:00
pin_acct_2,pin_camp_145,pin_grp_411,pin_prom_2025,,2025-12-30,6,UTC,MOBLIE,related_pins,CAROUSEL,,624,23,0.092509,PHP,5,16,VALIDATED,ACTIVE,,2025-12-31T06:00:00+00:00,row_d0wkmh8wy96h,hash_oh7v5h45j4qqgj,pinterest_20251230_06.csv,2025-12-30T08:25:00+00:00
pin_acct_7,pin_camp_22,pin_grp_172,pin_prom_446,pin_3111,2025-10-07,13,Asia/Manila,MOBLIE,search,STANDARD,,363,25,0.566801,USD,29,9,PUBLISHED,DRAFT,,2025-10-08T13:00:00+00:00,row_wtkx7h8jodl1,hash_miyjsbmlz7hs0o,pinterest_20251007_13.csv,2025-10-07T14:15:00+00:00
pin_acct_13,pin_camp_99,pin_grp_392,pin_prom_2074,,2025-09-30,6,utc,DESKTOP,related_pins,UNKNOWN,,182,1,0.01232,PHP,10,0,ENRICHED,ACTIVE,,2025-10-01T06:00:00+00:00,row_nie43lk5jo5z,hash_rc30msn6onadp1,pinterest_20250930_06.csv,2025-09-30T07:25:00+00:00
pin_acct_2,pin_camp_36,pin_grp_586,pin_prom_159,pin_1398,2025-12-16,17,Asia/Manila,MOBILE,related_pins,SHOPPING,,62,2,0.071387,USD,1,1,PUBLISHED,ACTIVE,,2025-12-16T17:00:00+00:00,row_ngrsef6kxbs9,hash_8qs2ra7ix0m16a,pinterest_20251216_17.csv,2025-12-17T17:37:00+00:00
pin_acct_19,pin_camp_20,pin_grp_29,pin_prom_1136,pin_3852,2025-11-04,16,UTC,DESKTOP,homefeed,SHOPPING,,170,4,0.050715,SGD,21,3,ENRICHED,ACTIVE,,2025-11-04T17:00:00+00:00,row_ek1wnfjg1dmz,hash_ow2ktmuivm4xt9,pinterest_20251104_16.csv,2025-11-04T16:42:00+00:00
pin_acct_17,pin_camp_75,pin_grp_434,pin_prom_1388,,2025-12-09,12,utc,MOBLIE,related_pins,SHOPPING,,138,4,0.11941,PHP,0,2,VALIDATED,ACTIVE,,2025-12-09T13:00:00+00:00,row_iljlphcix7a4,hash_3r514v0299bhnt,pinterest_20251209_12.csv,2025-12-11T12:46:00+00:00
pin_acct_2,pin_camp_5,pin_grp_431,pin_prom_681,pin_2718,2025-11-24,11,UTC,MOBILE,homefeed,UNKNOWN,,287,4,0.173432,PHP,8,2,VALIDATED,LIMITED,,2025-11-25T11:00:00+00:00,row_q9zghc52y7yy,hash_tp3tlo3zz3zrov,pinterest_20251124_11.csv,2025-11-24T17:20:00+00:00
pin_acct_12,pin_camp_128,pin_grp_375,pin_prom_2191,pin_989,2025-11-19,18,,DESKTOP,homefeed,STANDARD,,132,287,0.115182,PHP,8,114,QUARANTINED,ACTIVE,CLICKS_GT_IMPRESSIONS,2025-11-20T18:00:00+00:00,row_ees5g0tvx5cd,hash_wtibqmwzqcmoi1,pinterest_20251119_18.csv,2025-11-21T18:50:00+00:00
pin_acct_10,pin_camp_56,pin_grp_268,pin_prom_2263,pin_3458,2025-11-21,3,Asia/Manila,MOBILE,search,STANDARD,,185,12,0.260409,PHP,6,7,VALIDATED,ACTIVE,,2025-11-21T15:00:00+00:00,row_jpjnec1mspjv,hash_8cxruch6o0t8rj,pinterest_20251121_03.csv,2025-11-21T03:41:00+00:00
pin_acct_9,pin_camp_60,pin_grp_116,pin_prom_1775,,2025-10-18,5,,DESKTOP,search,SHOPPING,,190,7,-0.196101,USD,0,5,QUARANTINED,PAUSED,,2025-10-18T06:00:00+00:00,row_sno5q4kim2oy,hash_js18u0ed8y3kcm,pinterest_20251018_05.csv,2025-10-18T05:53:00+00:00
pin_acct_8,pin_camp_79,pin_grp_522,pin_prom_1026,,2026-01-14,14,utc,TABLET,homefeed,STANDARD,,148,11,0.057647,SGD,1,4,ENRICHED,ACTIVE,,2026-01-15T14:00:00+00:00,row_yzm718n87f37,hash_v9xeki483h0lvx,pinterest_20260114_14.csv,2026-01-14T14:25:00+00:00
pin_acct_2,pin_camp_52,pin_grp_87,pin_prom_394,pin_1629,2025-12-27,7,utc,MOBLIE,homefeed,VIDEO,45.0,233,7,0.136555,USD,1,3,ENRICHED,ACTIVE,,2025-12-27T08:00:00+00:00,row_7s2p4yfq2ypl,hash_vywleg72k0vhnu,pinterest_20251227_07.csv,2025-12-27T07:16:00+00:00
pin_acct_14,pin_camp_76,pin_grp_254,pin_prom_718,pin_520,2025-10-16,7,Asia/Manila,MOBLIE,related_pins,UNKNOWN,,416,15,0.23701,PHP,21,10,RECEIVED,DRAFT,,2025-10-16T08:00:00+00:00,row_lvtq53n8ngbk,hash_py1g21popb6amw,pinterest_20251016_07.csv,2025-10-16T08:02:00+00:00
pin_acct_5,pin_camp_69,pin_grp_394,pin_prom_31,,2025-11-10,16,utc,MOBILE,search,VIDEO,,95,1,0.024447,USD,0,0,ENRICHED,ACTIVE,,2025-11-10T16:00:00+00:00,row_w75g8bkp2ege,hash_rvremjtc7jkapp,pinterest_20251110_16.csv,2025-11-12T16:55:00+00:00
pin_acct_1,pin_camp_99,pin_grp_419,pin_prom_1022,pin_73,2025-11-22,6,utc,MOBILE,related_pins,UNKNOWN,,106,2,0.098496,EUR,2,0,PUBLISHED,ACTIVE,,2025-11-22T06:00:00+00:00,row_t6py8yvtq2zt,hash_0g8ut6mqtrfky3,pinterest_20251122_06.csv,2025-11-22T18:45:00+00:00
pin_acct_7,pin_camp_91,pin_grp_2,pin_prom_514,pin_2643,2025-10-16,3,UTC,MOBLIE,search,CAROUSEL,,74,1,0.015818,PHP,0,0,VALIDATED,ACTIVE,,2025-10-16T04:00:00+00:00,row_ezn9x0pm4n9v,hash_p6w9e2g0yxai1n,pinterest_20251016_03.csv,2025-10-16T04:00:00+00:00
pin_acct_4,pin_camp_73,pin_grp_185,pin_prom_1234,pin_124,2026-01-04,2,Asia/Manila,DESKTOP,related_pins,SHOPPING,,98,0,0.010576,PHP,1,0,PUBLISHED,LIMITED,,2026-01-05T02:00:00+00:00,row_w6bf0dq9gdz2,hash_nzds1j0wav8m2q,pinterest_20260104_02.csv,2026-01-04T02:06:00+00:00
pin_acct_13,pin_camp_136,pin_grp_276,pin_prom_1698,pin_2075,2025-11-27,14,Asia/Manila,MOBILE,homefeed,STANDARD,,1023,8,0.516421,USD,0,5,PUBLISHED,ACTIVE,,2025-11-27T14:00:00+00:00,row_sq2phg20cv85,hash_x72fcp141sscy5,pinterest_20251127_14.csv,2025-11-29T14:07:00+00:00
pin_acct_3,pin_camp_91,pin_grp_332,pin_prom_2180,pin_2607,2025-11-27,23,utc,DESKTOP,homefeed,SHOPPING,,190,10,0.177902,PHP,4,5,VALIDATED,ACTIVE,,2025-11-28T00:00:00+00:00,row_kd4qvh2ls37u,hash_ok0lfrjg1jsqfr,pinterest_20251127_23.csv,2025-11-28T01:48:00+00:00
pin_acct_16,pin_camp_151,pin_grp_89,pin_prom_694,,2025-10-12,23,UTC,TABLET,search,CAROUSEL,,98,5,0.032003,USD,0,0,VALIDATED,PAUSED,,2025-10-13T23:00:00+00:00,row_0a7mubxpc1qc,hash_0cgd8ajp0o2hw8,pinterest_20251012_23.csv,2025-10-13T01:08:00+00:00
pin_acct_16,pin_camp_79,pin_grp_473,pin_prom_464,pin_1289,2025-11-29,11,utc,DESKTOP,search,VIDEO,,421,26,0.277143,USD,23,11,VALIDATED,ACTIVE,,2025-11-30T11:00:00+00:00,row_u3gf84jmhyfs,hash_uhrxrsoukqbwca,pinterest_20251129_11.csv,2025-11-29T13:37:00+00:00
pin_acct_1,pin_camp_72,pin_grp_523,pin_prom_179,pin_3639,2025-09-27,20,UTC,TABLET,search,VIDEO,,179,2,0.019566,usd,3,0,ENRICHED,PAUSED,,2025-09-28T20:00:00+00:00,row_4uicx7o4vsi1,hash_hl6k2x34sgwsv1,pinterest_20250927_20.csv,2025-09-28T02:03:00+00:00
pin_acct_18,pin_camp_122,pin_grp_213,pin_prom_2149,,2025-12-03,18,,MOBILE,homefeed,UNKNOWN,,200,4,0.087965,PHP,8,1,ENRICHED,PAUSED,,2025-12-03T18:00:00+00:00,row_ldqjv0rrtb5c,hash_s9s2v0oz9wlutq,pinterest_20251203_18.csv,2025-12-03T19:13:00+00:00
pin_acct_11,pin_camp_131,pin_grp_104,pin_prom_1001,,2025-11-12,0,,MOBLIE,related_pins,VIDEO,,149,10,0.210565,PHP,0,5,VALIDATED,PAUSED,,2025-11-12T12:00:00+00:00,row_6fx2edng9fu8,hash_onens78gjkycy5,pinterest_20251112_00.csv,2025-11-12T06:03:00+00:00
pin_acct_3,pin_camp_42,pin_grp_185,pin_prom_975,pin_2231,2025-10-03,4,utc,MOBILE,search,UNKNOWN,,192,2,0.034892,PHP,19,0,RECEIVED,LIMITED,,2025-10-03T16:00:00+00:00,row_kvpbe31uziu1,hash_06hk5p67gx9ixt,pinterest_20251003_04.csv,2025-10-04T04:08:00+00:00
pin_acct_16,pin_camp_147,pin_grp_514,pin_prom_67,,2025-12-31,22,,MOBILE,related_pins,STANDARD,,154,3,0.111532,USD,6,1,PUBLISHED,ACTIVE,,2025-12-31T23:00:00+00:00,row_wx0ongue85nw,hash_z6s2y1gqh0rm1q,pinterest_20251231_22.csv,2026-01-01T22:53:00+00:00
pin_acct_1,pin_camp_9,pin_grp_90,pin_prom_482,pin_3761,2025-11-09,19,utc,TABLET,search,UNKNOWN,,103,5,0.059171,USD,8,1,QUARANTINED,ACTIVE,,2025-11-10T07:00:00+00:00,row_6pwtykf5ipwq,hash_ijbt40vftqhfbl,pinterest_20251109_19.csv,2025-11-09T19:23:00+00:00
pin_acct_11,pin_camp_22,pin_grp_32,pin_prom_1005,pin_2229,2025-09-27,22,Asia/Manila,MOBILE,search,CAROUSEL,,191,3,0.194528,PHP,5,1,ENRICHED,ACTIVE,,2025-09-28T22:00:00+00:00,row_pkadyxhywyh2,hash_uu99dqqjpjm4sa,pinterest_20250927_22.csv,2025-09-29T22:39:00+00:00
pin_acct_13,pin_camp_139,pin_grp_80,pin_prom_2285,pin_2462,2026-01-04,8,utc,MOBILE,homefeed,VIDEO,,174,27,0.097939,PHP,3,20,QUARANTINED,LIMITED,MISSING_VIDEO_DURATION,2026-01-04T20:00:00+00:00,row_nc1pp0qbc0gr,hash_1wt1bmllyt11p8,pinterest_20260104_08.csv,2026-01-04T08:48:00+00:00
pin_acct_6,pin_camp_3,pin_grp_146,pin_prom_1220,,2025-09-25,20,Asia/Manila,TABLET,homefeed,STANDARD,,257,16,0.328788,USD,4,10,RECEIVED,ACTIVE,,2025-09-25T21:00:00+00:00,row_ggd6lucuzlgs,hash_ed2et1p0ov7fna,pinterest_20250925_20.csv,2025-09-25T22:01:00+00:00
pin_acct_4,pin_camp_49,pin_grp_536,pin_prom_716,,2025-12-27,14,Asia/Manila,TABLET,homefeed,CAROUSEL,,149,1,0.015308,PHP,14,0,VALIDATED,PAUSED,,2025-12-28T14:00:00+00:00,row_o69xk7b66osp,hash_qjjxk6sl9iz4ho,pinterest_20251227_14.csv,2025-12-28T02:10:00+00:00
pin_acct_1,pin_camp_112,pin_grp_160,pin_prom_2124,,2025-12-17,15,UTC,DESKTOP,search,CAROUSEL,,88,260,0.094221,PHP,0,234,QUARANTINED,PAUSED,CLICKS_GT_IMPRESSIONS,2025-12-17T15:00:00+00:00,row_jlhxabs5zw4e,hash_0mc8hqnaqljl60,pinterest_20251217_15.csv,2025-12-17T16:39:00+00:00
pin_acct_4,pin_camp_53,pin_grp_44,pin_prom_2122,pin_676,2025-12-07,9,UTC,DESKTOP,search,CAROUSEL,,869,53,0.73447,PHP,48,45,RECEIVED,ACTIVE,,2025-12-08T09:00:00+00:00,row_wwnmtk9pbvr8,hash_ifunptmsgc7oc0,pinterest_20251207_09.csv,2025-12-07T09:11:00+00:00
pin_acct_20,pin_camp_94,pin_grp_587,pin_prom_2352,pin_2775,2025-09-23,1,,DESKTOP,related_pins,CAROUSEL,,186,7,0.171864,PHP,13,2,ENRICHED,ACTIVE,,2025-09-23T13:00:00+00:00,row_502y4m7fbbia,hash_1y7058hp84srdu,pinterest_20250923_01.csv,2025-09-25T01:19:00+00:00
pin_acct_11,pin_camp_132,pin_grp_294,pin_prom_1662,,2025-11-22,0,Asia/Manila,MOBLIE,search,VIDEO,,163,11,0.13234,USD,15,3,ENRICHED,PAUSED,,2025-11-22T00:00:00+00:00,row_pgz59e4tr730,hash_qs384bmjv5yca3,pinterest_20251122_00.csv,2025-11-24T00:13:00+00:00
pin_acct_18,pin_camp_116,pin_grp_530,pin_prom_1748,pin_2103,2025-12-25,18,,DESKTOP,related_pins,VIDEO,,140,4,0.01566,USD,1,2,PUBLISHED,ACTIVE,,2025-12-25T19:00:00+00:00,row_3hngghsuqo7a,hash_76ekwy8wunl48a,pinterest_20251225_18.csv,2025-12-26T00:44:00+00:00
pin_acct_9,pin_camp_35,pin_grp_424,pin_prom_20,,2025-09-22,6,utc,DESKTOP,related_pins,SHOPPING,,214,2,0.252636,PHP,12,1,RECEIVED,ACTIVE,,2025-09-22T07:00:00+00:00,row_i1u913bg0p5z,hash_63pd7mqgo1x1eu,pinterest_20250922_06.csv,2025-09-24T06:04:00+00:00
pin_acct_7,pin_camp_49,pin_grp_343,pin_prom_1884,,2025-11-19,5,Asia/Manila,MOBLIE,homefeed,SHOPPING,,85,4,0.088699,USD,2,3,VALIDATED,ACTIVE,,2025-11-19T06:00:00+00:00,row_mp9k3cyvacp2,hash_4e9mnux3gh4344,pinterest_20251119_05.csv,2025-11-19T11:39:00+00:00
pin_acct_2,pin_camp_130,pin_grp_249,pin_prom_1133,pin_3326,2025-12-28,21,UTC,DESKTOP,search,VIDEO,,775,6,0.406125,AUD,23,5,RECEIVED,PAUSED,,2025-12-29T21:00:00+00:00,row_yosj4p0jquh2,hash_z7zhsmgyghzxe8,pinterest_20251228_21.csv,2025-12-28T23:17:00+00:00
pin_acct_7,pin_camp_26,pin_grp_39,pin_prom_689,pin_1358,2025-10-20,1,,TABLET,related_pins,CAROUSEL,,57,0,0.028468,USD,0,0,ENRICHED,ACTIVE,,2025-10-20T02:00:00+00:00,row_g4pxivnt61ep,hash_qmgz1csmiaja09,pinterest_20251020_01.csv,2025-10-20T03:19:00+00:00
pin_acct_7,pin_camp_70,pin_grp_379,pin_prom_347,pin_1382,2025-11-15,23,UTC,MOBLIE,homefeed,VIDEO,,121,3,0.149458,USD,1,1,QUARANTINED,LIMITED,,2025-11-16T23:00:00+00:00,row_jevyur21ydyq,hash_fsyc20u1lh6pw7,pinterest_20251115_23.csv,2025-11-16T00:51:00+00:00
pin_acct_15,pin_camp_53,pin_grp_141,pin_prom_201,pin_837,2025-11-26,12,,TABLET,related_pins,STANDARD,,43,4,0.017456,USD,0,2,ENRICHED,PAUSED,,2025-11-26T13:00:00+00:00,row_j8oo4yysmq90,hash_8e0yw9ar8n7kfv,pinterest_20251126_12.csv,2025-11-27T12:51:00+00:00
pin_acct_9,pin_camp_154,pin_grp_60,pin_prom_31,pin_3699,2025-11-18,12,UTC,TABLET,homefeed,CAROUSEL,,58,0,0.027569,USD,1,0,PUBLISHED,ACTIVE,,2025-11-19T00:00:00+00:00,row_xinpvhlkbqqo,hash_8sf1c1igvjfnvz,pinterest_20251118_12.csv,2025-11-19T00:54:00+00:00
pin_acct_1,pin_camp_97,pin_grp_137,pin_prom_1783,,2026-01-14,15,,TABLET,search,STANDARD,,167,8,0.2431,USD,4,5,PUBLISHED,PAUSED,,2026-01-14T16:00:00+00:00,row_76i0lgq57gsr,hash_11xqo317jickx3,pinterest_20260114_15.csv,2026-01-16T15:33:00+00:00
pin_acct_14,pin_camp_98,pin_grp_580,pin_prom_2316,pin_447,2025-10-15,6,UTC,TABLET,related_pins,SHOPPING,,349,26,0.088042,PHP,1,6,ENRICHED,ACTIVE,,2025-10-16T06:00:00+00:00,row_51taee43qw6f,hash_rdi21y94vcv437,pinterest_20251015_06.csv,2025-10-15T06:14:00+00:00
pin_acct_19,pin_camp_36,pin_grp_294,pin_prom_1227,,2025-09-21,10,,TABLET,search,STANDARD,,119,4,0.044631,PHP,0,2,VALIDATED,ACTIVE,,2025-09-21T22:00:00+00:00,row_fuxf89zlh3rf,hash_s4c1vcp4o201cf,pinterest_20250921_10.csv,2025-09-21T10:04:00+00:00
pin_acct_10,pin_camp_102,pin_grp_338,pin_prom_1927,pin_1314,2025-11-26,8,UTC,TABLET,related_pins,SHOPPING,,332,5,0.159491,USD,2,1,VALIDATED,ACTIVE,,2025-11-26T09:00:00+00:00,row_5x25g7mtx7vw,hash_k187x2cordic0y,pinterest_20251126_08.csv,2025-11-26T20:52:00+00:00
pin_acct_7,pin_camp_74,pin_grp_479,pin_prom_1462,pin_386,2025-11-17,10,,MOBLIE,homefeed,UNKNOWN,,119,2,0.031187,PHP,4,1,RECEIVED,ACTIVE,,2025-11-17T10:00:00+00:00,row_f1clennyxov1,hash_fzvpxx20sbppkx,pinterest_20251117_10.csv,2025-11-17T10:04:00+00:00
pin_acct_3,pin_camp_57,pin_grp_427,pin_prom_1741,pin_3892,2025-12-14,18,,DESKTOP,search,VIDEO,,334,0,0.066214,PHP,32,0,RECEIVED,ACTIVE,,2025-12-14T19:00:00+00:00,row_k80bnmkau9y1,hash_bpzni7gmu2btb5,pinterest_20251214_18.csv,2025-12-14T18:40:00+00:00
pin_acct_9,pin_camp_62,pin_grp_357,pin_prom_2163,pin_1012,2025-12-19,1,,DESKTOP,homefeed,VIDEO,,261,15,0.353863,PHP,4,9,PUBLISHED,ACTIVE,,2025-12-19T02:00:00+00:00,row_rmcria5tymj9,hash_uzjeua3ow1vtli,pinterest_20251219_01.csv,2025-12-19T13:37:00+00:00
pin_acct_4,pin_camp_123,pin_grp_453,pin_prom_663,,2025-09-24,11,Asia/Manila,MOBILE,related_pins,STANDARD,,359,16,0.260631,PHP,4,9,VALIDATED,DISAPPROVED,,2025-09-24T11:00:00+00:00,row_w4omu0f5d9cn,hash_apnhflyg4rmazi,pinterest_20250924_11.csv,2025-09-24T17:15:00+00:00
pin_acct_16,pin_camp_45,pin_grp_11,pin_prom_1274,,2025-11-11,21,utc,MOBILE,related_pins,VIDEO,,144,1,0.044604,USD,2,0,QUARANTINED,ACTIVE,,2025-11-12T09:00:00+00:00,row_l6rkw7c17r9m,hash_mp8m7s6q3o8qfx,pinterest_20251111_21.csv,2025-11-11T21:29:00+00:00
pin_acct_16,pin_camp_151,pin_grp_468,pin_prom_1131,,2026-01-15,11,,MOBILE,related_pins,SHOPPING,,133,2,0.092154,USD,1,1,ENRICHED,ACTIVE,,2026-01-15T12:00:00+00:00,row_5lmgif2ay4mu,hash_97ryeg6423sqvr,pinterest_20260115_11.csv,2026-01-15T11:56:00+00:00
pin_acct_17,pin_camp_129,pin_grp_312,pin_prom_254,,2025-12-23,8,utc,MOBILE,homefeed,VIDEO,,153,9,0.212423,AUD,3,4,QUARANTINED,ACTIVE,,2025-12-24T08:00:00+00:00,row_2knhecz2etua,hash_lmo1ecdp2eq7uo,pinterest_20251223_08.csv,2025-12-23T08:16:00+00:00
pin_acct_5,pin_camp_3,pin_grp_403,pin_prom_919,pin_1457,2025-11-10,18,,MOBILE,related_pins,UNKNOWN,,300,26,0.245941,SGD,9,2,PUBLISHED,ACTIVE,,2025-11-11T06:00:00+00:00,row_w8k33yyjp4j6,hash_s5e27itx504ter,pinterest_20251110_18.csv,2025-11-10T20:28:00+00:00
pin_acct_1,pin_camp_3,pin_grp_527,pin_prom_1957,pin_2925,2025-10-02,19,UTC,MOBLIE,search,CAROUSEL,,255,11,0.082208,USD,6,3,VALIDATED,ACTIVE,,2025-10-02T19:00:00+00:00,row_mtsrodh5kd3u,hash_118eus79lyefdr,pinterest_20251002_19.csv,2025-10-03T07:20:00+00:00
pin_acct_11,pin_camp_62,pin_grp_229,pin_prom_1556,,2025-12-24,7,,MOBLIE,search,SHOPPING,,117,2,0.089485,PHP,2,1,PUBLISHED,ACTIVE,,2025-12-25T07:00:00+00:00,row_xj5a8724fqa2,hash_7jfdhcstfxge73,pinterest_20251224_07.csv,2025-12-24T08:27:00+00:00
pin_acct_19,pin_camp_44,pin_grp_334,pin_prom_2108,pin_1590,2025-12-20,9,,MOBLIE,homefeed,SHOPPING,,90,7,0.005966,PHP,0,5,ENRICHED,PAUSED,,2025-12-20T21:00:00+00:00,row_1geebhj16lat,hash_akfcn0b7avo0tb,pinterest_20251220_09.csv,2025-12-20T11:35:00+00:00
pin_acct_16,pin_camp_9,pin_grp_234,pin_prom_1789,,2025-11-30,10,,MOBLIE,search,SHOPPING,,389,44,0.395086,AUD,10,6,ENRICHED,DISAPPROVED,,2025-11-30T10:00:00+00:00,row_ut2d7i2kgekd,hash_nh73pkaw0cn5hk,pinterest_20251130_10.csv,2025-12-02T10:38:00+00:00
pin_acct_1,pin_camp_108,pin_grp_529,pin_prom_379,,2025-11-05,23,UTC,MOBLIE,homefeed,VIDEO,,41,3,0.02115,USD,0,1,VALIDATED,ACTIVE,,2025-11-06T23:00:00+00:00,row_qcuw96wm97bp,hash_rg3r0mx6khyqk9,pinterest_20251105_23.csv,2025-11-05T23:07:00+00:00
pin_acct_6,pin_camp_76,pin_grp_209,pin_prom_923,pin_2361,2025-12-23,8,UTC,MOBILE,related_pins,STANDARD,,221,14,0.13187,AUD,5,2,PUBLISHED,ACTIVE,,2025-12-24T08:00:00+00:00,row_vorrdmm4vuc0,hash_gbtjelaafdmd4r,pinterest_20251223_08.csv,2025-12-23T08:57:00+00:00
pin_acct_4,pin_camp_155,pin_grp_52,pin_prom_2306,,2025-11-07,16,utc,MOBLIE,search,CAROUSEL,,165,10,0.090155,PHP,3,1,VALIDATED,ACTIVE,,2025-11-07T17:00:00+00:00,row_6bjlchdo57tt,hash_xsk1592e2ntpat,pinterest_20251107_16.csv,2025-11-09T16:25:00+00:00
pin_acct_10,pin_camp_152,pin_grp_488,pin_prom_1543,pin_1535,2025-11-21,4,UTC,MOBILE,homefeed,UNKNOWN,,68,0,0.038861,PHP,3,0,ENRICHED,PAUSED,,2025-11-21T16:00:00+00:00,row_8bygn3avkgwu,hash_h336udrep8fuaa,pinterest_20251121_04.csv,2025-11-21T10:02:00+00:00
pin_acct_18,pin_camp_158,pin_grp_487,pin_prom_940,pin_3478,2025-11-03,14,UTC,MOBILE,related_pins,UNKNOWN,,38,1,0.020579,SGD,0,0,VALIDATED,ACTIVE,,2025-11-03T14:00:00+00:00,row_slu2e012vq54,hash_n547bs1zx4cvj9,pinterest_20251103_14.csv,2025-11-04T02:04:00+00:00
