customer_id,campaign_id,ad_group_id,ad_id,asset_id,segments_date,segments_hour,account_tz,device_category,network_type,ad_type,video_duration_seconds,quartile_25,quartile_50,quartile_75,quartile_100,avg_view_duration_seconds,impressions,clicks,views,cost_micros,currency_code,pipeline_status,primary_status,policy_summary,quarantine_reason,loaded_at,row_id,row_hash,source_file,ingested_at_utc
gg_acct_4,gg_camp_3,gg_group_522,gg_ad_1735,gg_asset_3329,2025-10-24,11,,MOBILE,DISPLAY_NETWORK,NON_SKIPPABLE,12.0,2.0,2.0,2.0,2.0,3.83,49,2,6.0,9508,USD,QUARANTINED,ENABLED,,,2025-10-24T17:00:00+00:00,row_vyy9u915rcu4,hash_rhh6l7fu3asmlu,youtube_20251024_11.csv,2025-10-24T11:57:00+00:00
gg_acct_3,gg_camp_195,gg_group_372,gg_ad_30,gg_asset_2597,2026-01-06,18,Asia/Manila,OTHER,YOUTUBE_WATCH,SKIPPABLE_IN_STREAM,10.0,88.0,82.0,40.0,4.0,8.03,277,19,123.0,474681,USD,PUBLISHED,ENABLED,,,2026-01-06T18:00:00+00:00,row_apfpbi5rkoje,hash_f3k60j77us86s0,youtube_20260106_18.csv,2026-01-06T20:46:00+00:00
gg_acct_17,gg_camp_103,gg_group_548,,gg_asset_2757,2025-10-11,12,,OTHER,DISPLAY_NETWORK,MASTHEAD,15.0,64.0,82.0,83.0,,0.89,403,8,180.0,238108,USD,ENRICHED,ENABLED,,,2025-10-12T12:00:00+00:00,row_h3y3u70t53d2,hash_c8hzpn6lvp0fss,youtube_20251011_12.csv,2025-10-12T12:46:00+00:00
gg_acct_17,gg_camp_163,gg_group_318,gg_ad_936,gg_asset_2546,2025-09-20,14,Asia/Manila,MOBIL,YOUTUBE_WATCH,UNKNOWN,,,,,,,88,1,,37539,USD,ENRICHED,ENABLED,,,2025-09-21T14:00:00+00:00,row_b3g2hmr2wrsl,hash_kvdtyyg6vd2kz6,youtube_20250920_14.csv,2025-09-20T14:02:00+00:00
gg_acct_15,gg_camp_172,gg_group_497,gg_ad_894,gg_asset_635,2026-01-11,13,Asia/Manila ,TABLET,YOUTUBE_SEARCH,NON_SKIPPABLE,30.0,38.0,53.0,70.0,13.0,11.11,224,5,133.0,70500,USD,PUBLISHED,ENABLED,,,2026-01-12T13:00:00+00:00,row_tuw1sxia7nke,hash_c5oi8qlt7lmg2l,youtube_20260111_13.csv,2026-01-11T14:34:00+00:00
gg_acct_5,gg_camp_100,gg_group_529,gg_ad_264,,2025-11-01,17,America/Los_Angeles,OTHER,YOUTUBE_SEARCH,BUMPER,20.0,3.0,1.0,1.0,1.0,7.8,53,0,4.0,11341,USD,VALIDATED,ENABLED,,,2025-11-02T17:00:00+00:00,row_9q8zgkt2ch56,hash_cf4yph512chhex,youtube_20251101_17.csv,2025-11-01T18:07:00+00:00
gg_acct_8,gg_camp_193,gg_group_107,gg_ad_2302,gg_asset_2286,2025-09-28,7,Asia/Manila,DESKTOP,DISPLAY_NETWORK,BUMPER,30.0,17.0,31.0,20.0,6.0,13.47,650,10,81.0,265587,USD,PUBLISHED,ENABLED,,,2025-09-28T07:00:00+00:00,row_y9szap0yz99m,hash_q4cke041q4dd68,youtube_20250928_07.csv,2025-09-28T08:17:00+00:00
gg_acct_10,gg_camp_85,gg_group_379,gg_ad_173,gg_asset_2966,2025-12-09,17,,TV,YOUTUBE_SEARCH,BUMPER,90.0,117.0,66.0,47.0,,26.48,685,3,184.0,388917,USD,VALIDATED,ENABLED,,,2025-12-09T18:00:00+00:00,row_8ev5ml85kf2y,hash_6viq3birp441xh,youtube_20251209_17.csv,2025-12-09T23:09:00+00:00
gg_acct_16,gg_camp_97,gg_group_5,gg_ad_70,gg_asset_2583,2025-11-04,18,Asia/Manila ,MOBILE,YOUTUBE_SEARCH,NON_SKIPPABLE,,42.0,31.0,57.0,27.0,,471,46,67.0,525287,USD,QUARANTINED,ENABLED,,MISSING_VIDEO_DURATION,2025-11-04T18:00:00+00:00,row_su4ibme2tsfp,hash_2vqmkmhrd990js,youtube_20251104_18.csv,2025-11-04T18:46:00+00:00
gg_acct_10,gg_camp_126,gg_group_454,gg_ad_904,gg_asset_1839,2025-11-23,10,,DESKTOP,YOUTUBE_SEARCH,MASTHEAD,10.0,40.0,42.0,55.0,13.0,7.68,268,10,77.0,104237,USD,PUBLISHED,REMOVED,,,2025-11-23T10:00:00+00:00,row_6d2fwvlze0xs,hash_v9ey8dmplz67wy,youtube_20251123_10.csv,2025-11-23T12:52:00+00:00
gg_acct_9,gg_camp_141,gg_group_15,gg_ad_1638,gg_asset_860,2026-01-03,19,Asia/Manila ,TABLET,YOUTUBE_WATCH,NON_SKIPPABLE,15.0,5.0,10.0,4.0,5.0,3.14,72,1,16.0,34535,USD,PUBLISHED,ENABLED,,,2026-01-04T19:00:00+00:00,row_v7rtvxx6z875,hash_xsxcjt6gmp9ecl,youtube_20260103_19.csv,2026-01-03T20:37:00+00:00
gg_acct_10,gg_camp_38,gg_group_451,gg_ad_1781,gg_asset_1710,2025-09-20,6,,TV,YOUTUBE_WATCH,DISCOVERY,30.0,40.0,11.0,11.0,14.0,7.45,285,12,55.0,170048,USD,PUBLISHED,PAUSED,,,2025-09-20T06:00:00+00:00,row_1t7yzcslfihz,hash_vsh15smg87gk11,youtube_20250920_06.csv,2025-09-20T07:24:00+00:00
gg_acct_19,gg_camp_116,gg_group_157,,gg_asset_1570,2025-12-02,5,Asia/Manila,MOBIL,YOUTUBE_SEARCH,UNKNOWN,,,,,,,181,7,,142149,USD,PUBLISHED,PAUSED,,,2025-12-03T05:00:00+00:00,row_80fwt0tsrdps,hash_3t44v0hnm96gkb,youtube_20251202_05.csv,2025-12-02T06:54:00+00:00
gg_acct_1,gg_camp_74,gg_group_438,gg_ad_992,,2025-10-27,0,,DESKTOP,YOUTUBE_SEARCH,BUMPER,20.0,1.0,0.0,0.0,1.0,6.99,27,0,2.0,12154,USD,PUBLISHED,PAUSED,,,2025-10-27T06:00:00+00:00,row_z6zmc35gis4b,hash_7cciwiboe7fvtv,youtube_20251027_00.csv,2025-10-27T12:20:00+00:00
gg_acct_2,gg_camp_131,gg_group_377,gg_ad_655,gg_asset_654,2025-12-17,1,Asia/Manila ,OTHER,YOUTUBE_SEARCH,MASTHEAD,12.0,6.0,6.0,10.0,7.0,6.06,305,5,20.0,35321,USD,VALIDATED,ENABLED,,,2025-12-17T07:00:00+00:00,row_qa5nqfn3lbix,hash_tgov33o9g47vip,youtube_20251217_01.csv,2025-12-17T01:59:00+00:00
gg_acct_2,gg_camp_95,gg_group_311,gg_ad_1421,gg_asset_1922,2025-11-18,9,Asia/Manila ,MOBILE,YOUTUBE_WATCH,UNKNOWN,,,,,,,275,10,,243979,USD,PUBLISHED,ENABLED,,,2025-11-18T10:00:00+00:00,row_b37r7as3692i,hash_akvm4gzif1xr97,youtube_20251118_09.csv,2025-11-20T09:41:00+00:00
gg_acct_12,gg_camp_193,gg_group_32,gg_ad_869,gg_asset_1297,2026-01-02,4,America/Los_Angeles,OTHER,DISPLAY_NETWORK,NON_SKIPPABLE,,12.0,22.0,9.0,5.0,4.29,309,5,35.0,61741,USD,QUARANTINED,ENABLED,,MISSING_VIDEO_DURATION,2026-01-03T04:00:00+00:00,row_tru0gmnmu8pt,hash_2vca7znexazuv7,youtube_20260102_04.csv,2026-01-02T16:01:00+00:00
gg_acct_11,gg_camp_75,gg_group_107,gg_ad_2465,gg_asset_309,2025-11-11,14,Asia/Manila,MOBILE,DISPLAY_NETWORK,SKIPPABLE_IN_STREAM,60.0,13.0,12.0,5.0,6.0,33.31,64,0,24.0,138833,USD,ENRICHED,ENABLED,,,2025-11-12T14:00:00+00:00,row_5kw2dn9h7dwe,hash_33toytaueo5274,youtube_20251111_14.csv,2025-11-11T14:05:00+00:00
gg_acct_5,gg_camp_106,gg_group_142,,gg_asset_1341,2025-10-23,19,Asia/Manila ,MOBILE,DISPLAY_NETWORK,BUMPER,,27.0,33.0,2.0,5.0,,91,9,35.0,13329,USD,QUARANTINED,ENABLED,,MISSING_VIDEO_DURATION,2025-10-23T20:00:00+00:00,row_g1t33el8924k,hash_jzhupuz6gteq3m,youtube_20251023_19.csv,2025-10-23T19:18:00+00:00
gg_acct_1,gg_camp_30,gg_group_194,gg_ad_1819,gg_asset_165,2025-09-24,9,America/Los_Angeles,MOBILE,YOUTUBE_WATCH,BUMPER,20.0,53.0,18.0,56.0,44.0,13.86,359,19,97.0,307123,USD,VALIDATED,ENABLED,,,2025-09-24T09:00:00+00:00,row_1w54vk0yxebr,hash_g9htqqv29e6vda,youtube_20250924_09.csv,2025-09-25T09:23:00+00:00
gg_acct_8,gg_camp_84,gg_group_211,gg_ad_1427,,2025-10-08,23,America/Los_Angeles,MOBILE,DISPLAY_NETWORK,SKIPPABLE_IN_STREAM,60.0,4.0,1.0,0.0,1.0,16.67,89,3,7.0,164800,USD,VALIDATED,ENABLED,,,2025-10-09T05:00:00+00:00,row_fy5k1q76oyap,hash_weamq9gnltyjrb,youtube_20251008_23.csv,2025-10-08T23:44:00+00:00
gg_acct_10,gg_camp_114,gg_group_105,gg_ad_1690,gg_asset_3090,2025-10-08,3,America/Los_Angeles,TV,YOUTUBE_SEARCH,DISCOVERY,8.0,15.0,16.0,13.0,2.0,3.8,162,3,25.0,221349,USD,RECEIVED,PAUSED,,,2025-10-09T03:00:00+00:00,row_hrd1xw4qfp7v,hash_gcpzw6vs4o6t6h,youtube_20251008_03.csv,2025-10-08T04:58:00+00:00
gg_acct_17,gg_camp_196,gg_group_117,gg_ad_1943,gg_asset_2382,2025-12-21,20,,OTHER,YOUTUBE_WATCH,UNKNOWN,,,,,,,713,9,,911133,USD,VALIDATED,ENABLED,,,2025-12-21T20:00:00+00:00,row_n9d5axe0d4x8,hash_rmcbda9tttpkpm,youtube_20251221_20.csv,2025-12-22T20:30:00+00:00
gg_acct_9,gg_camp_46,gg_group_291,gg_ad_128,gg_asset_700,2025-12-01,4,Asia/Manila ,DESKTOP,DISPLAY_NETWORK,BUMPER,90.0,14.0,7.0,0.0,14.0,23.93,108,2,26.0,31614,USD,VALIDATED,DISAPPROVED,,,2025-12-01T10:00:00+00:00,row_wypaqkrb81zc,hash_25tnr993imsexo,youtube_20251201_04.csv,2025-12-02T04:16:00+00:00
gg_acct_18,gg_camp_34,gg_group_56,gg_ad_308,gg_asset_279,2025-11-29,19,,MOBILE,YOUTUBE_SEARCH,DISCOVERY,10.0,69.0,31.0,31.0,10.0,6.55,316,5,80.0,88342,USD,QUARANTINED,ENABLED,,,2025-11-30T19:00:00+00:00,row_hhmh8b76bczk,hash_30030eyjqvbqff,youtube_20251129_19.csv,2025-11-29T19:34:00+00:00
gg_acct_12,gg_camp_87,gg_group_368,gg_ad_1144,gg_asset_2004,2025-10-04,7,Asia/Manila ,OTHER,YOUTUBE_WATCH,BUMPER,45.0,23.0,16.0,11.0,,35.92,249,1,35.0,179189,USD,RECEIVED,LIMITED,,,2025-10-04T13:00:00+00:00,row_j78rgdipwkvt,hash_07ornbmp904m3d,youtube_20251004_07.csv,2025-10-04T07:06:00+00:00
gg_acct_19,gg_camp_159,gg_group_592,gg_ad_658,gg_asset_404,2025-12-12,18,Asia/Manila ,TABLET,DISPLAY_NETWORK,UNKNOWN,,,,,,,107,201,,10980,USD,QUARANTINED,REMOVED,,CLICKS_GT_IMPRESSIONS,2025-12-12T19:00:00+00:00,row_x53tbj20c3rr,hash_5niwdpzqsid6pm,youtube_20251212_18.csv,2025-12-12T18:12:00+00:00
gg_acct_6,gg_camp_168,gg_group_345,gg_ad_1977,gg_asset_1293,2025-11-23,7,Asia/Manila ,MOBILE,YOUTUBE_SEARCH,SKIPPABLE_IN_STREAM,6.0,33.0,7.0,48.0,18.0,3.76,138,0,64.0,30248,USD,RECEIVED,ENABLED,,,2025-11-23T13:00:00+00:00,row_26wqwo7vqa8q,hash_tkinyeosq95d5v,youtube_20251123_07.csv,2025-11-23T08:30:00+00:00
gg_acct_1,gg_camp_75,gg_group_423,gg_ad_2262,gg_asset_864,2025-11-15,4,Asia/Manila,OTHER,YOUTUBE_SEARCH,DISCOVERY,60.0,16.0,2.0,6.0,19.0,29.23,349,14,44.0,103850,USD,ENRICHED,ENABLED,,,2025-11-16T04:00:00+00:00,row_vfcs63m65uhz,hash_x0o0d5hvhgjgkx,youtube_20251115_04.csv,2025-11-15T16:05:00+00:00
gg_acct_17,gg_camp_88,gg_group_95,gg_ad_1373,gg_asset_3232,2025-10-16,15,Asia/Manila ,TABLET,YOUTUBE_WATCH,MASTHEAD,90.0,8.0,15.0,14.0,6.0,62.6,114,2,21.0,63328,USD,VALIDATED,ENABLED,,,2025-10-16T16:00:00+00:00,row_7ajafc3kpgpp,hash_26fkzdcjpr13r2,youtube_20251016_15.csv,2025-10-16T15:52:00+00:00
gg_acct_5,gg_camp_134,gg_group_179,,gg_asset_3122,2025-10-31,10,America/Los_Angeles,DESKTOP,DISPLAY_NETWORK,NON_SKIPPABLE,15.0,3.0,1.0,1.0,,9.61,46,1,5.0,10306,USD,PUBLISHED,ENABLED,,,2025-10-31T10:00:00+00:00,row_0w95dh8gke8g,hash_2c4vb5f2mw4flu,youtube_20251031_10.csv,2025-10-31T16:16:00+00:00
gg_acct_20,gg_camp_38,gg_group_427,gg_ad_1467,gg_asset_769,2025-09-27,1,America/Los_Angeles,MOBILE,DISPLAY_NETWORK,BUMPER,30.0,27.0,21.0,8.0,,15.29,162,2,31.0,178984,USD,VALIDATED,PAUSED,,,2025-09-28T01:00:00+00:00,row_n3yaplyrx4or,hash_8m4u8bc89r4i91,youtube_20250927_01.csv,2025-09-27T01:47:00+00:00
gg_acct_7,gg_camp_193,gg_group_158,gg_ad_665,gg_asset_1226,2025-11-26,8,,MOBIL,DISPLAY_NETWORK,NON_SKIPPABLE,30.0,63.0,67.0,35.0,26.0,5.3,306,380,88.0,63245,USD,PUBLISHED,ENABLED,,,2025-11-27T08:00:00+00:00,row_4m14d07aba0c,hash_p43iok514ejxzd,youtube_20251126_08.csv,2025-11-26T14:22:00+00:00
gg_acct_6,gg_camp_160,gg_group_406,gg_ad_1286,gg_asset_1710,2025-12-01,11,Asia/Manila ,TV,YOUTUBE_SEARCH,UNKNOWN,,,,,,,77,2,,36719,USD,ENRICHED,ENABLED,,,2025-12-01T17:00:00+00:00,row_m6reb8h6r7sr,hash_tw9j0gnii8l9iv,youtube_20251201_11.csv,2025-12-01T23:04:00+00:00
gg_acct_8,gg_camp_153,gg_group_414,gg_ad_1537,gg_asset_1094,2025-11-28,15,Asia/Manila ,MOBIL,YOUTUBE_WATCH,DISCOVERY,12.0,5.0,3.0,10.0,3.0,5.17,100,1,18.0,77033,USD,VALIDATED,ENABLED,,,2025-11-28T16:00:00+00:00,row_smiz495dxmiy,hash_4wqy5jof0so30b,youtube_20251128_15.csv,2025-11-28T21:23:00+00:00
gg_acct_9,gg_camp_151,gg_group_407,gg_ad_322,gg_asset_2236,2025-12-15,21,Asia/Manila,MOBIL,YOUTUBE_SEARCH,SKIPPABLE_IN_STREAM,8.0,5.0,10.0,10.0,13.0,1.46,106,13,25.0,22280,USD,VALIDATED,ENABLED,,,2025-12-16T21:00:00+00:00,row_y1xlxstaefts,hash_oieycyg318d0tb,youtube_20251215_21.csv,2025-12-15T22:01:00+00:00
gg_acct_4,gg_camp_181,gg_group_492,gg_ad_1466,gg_asset_2615,2025-10-17,20,Asia/Manila ,TV,YOUTUBE_WATCH,NON_SKIPPABLE,90.0,16.0,0.0,8.0,8.0,19.69,172,5,24.0,-6015,USD,QUARANTINED,DISAPPROVED,,,2025-10-18T02:00:00+00:00,row_sjks93geqjbb,hash_6vcimo0uy9z3xy,youtube_20251017_20.csv,2025-10-19T20:08:00+00:00
gg_acct_4,gg_camp_75,gg_group_245,gg_ad_2459,gg_asset_2350,2026-01-14,14,,DESKTOP,DISPLAY_NETWORK,DISCOVERY,12.0,15.0,1.0,9.0,4.0,1.04,96,1,19.0,93118,USD,VALIDATED,ENABLED,,,2026-01-15T14:00:00+00:00,row_psxsva897wlo,hash_mg00h23l3hib8i,youtube_20260114_14.csv,2026-01-14T14:15:00+00:00
gg_acct_5,gg_camp_140,gg_group_538,gg_ad_1677,gg_asset_1654,2025-09-30,12,,MOBILE,YOUTUBE_WATCH,NON_SKIPPABLE,20.0,39.0,44.0,45.0,11.0,7.22,153,2,60.0,31367,USD,QUARANTINED,PAUSED,,,2025-09-30T18:00:00+00:00,row_i7u4lr6x93k0,hash_bgtoaeru3kmne2,youtube_20250930_12.csv,2025-09-30T12:55:00+00:00
gg_acct_9,gg_camp_17,gg_group_51,gg_ad_2246,gg_asset_2262,2025-10-28,1,Asia/Manila ,OTHER,YOUTUBE_SEARCH,NON_SKIPPABLE,90.0,7.0,12.0,5.0,4.0,61.9,108,1,20.0,92689,USD,ENRICHED,PAUSED,,,2025-10-28T07:00:00+00:00,row_4aesrwm16ldm,hash_jmrpwmnoyaaxhg,youtube_20251028_01.csv,2025-10-29T01:24:00+00:00
gg_acct_1,gg_camp_17,gg_group_22,gg_ad_465,gg_asset_2478,2025-11-07,17,Asia/Manila ,MOBILE,DISPLAY_NETWORK,MASTHEAD,,21.0,13.0,9.0,6.0,,98,2,24.0,62517,USD,VALIDATED,ENABLED,,,2025-11-07T23:00:00+00:00,row_17z69ftp0n84,hash_k1qolvcd96r5nm,youtube_20251107_17.csv,2025-11-07T17:18:00+00:00
gg_acct_4,gg_camp_15,gg_group_456,gg_ad_2111,,2025-11-14,3,Asia/Manila ,OTHER,YOUTUBE_SEARCH,DISCOVERY,8.0,34.0,14.0,32.0,6.0,1.18,315,12,65.0,224924,USD,VALIDATED,ENABLED,,,2025-11-15T03:00:00+00:00,row_sxbyi0m8nyd2,hash_y46t2vdlg6oalj,youtube_20251114_03.csv,2025-11-14T05:57:00+00:00
gg_acct_2,gg_camp_74,gg_group_364,gg_ad_857,gg_asset_1547,2025-10-17,9,Asia/Manila,OTHER,DISPLAY_NETWORK,MASTHEAD,60.0,193.0,227.0,92.0,,21.73,603,0,293.0,416650,USD,RECEIVED,REMOVED,,,2025-10-17T15:00:00+00:00,row_773q6t3ppvl6,hash_vl2dfnt47trsvb,youtube_20251017_09.csv,2025-10-17T21:00:00+00:00
gg_acct_4,gg_camp_69,gg_group_585,gg_ad_2344,gg_asset_355,2025-10-23,23,Asia/Manila,MOBILE,YOUTUBE_SEARCH,NON_SKIPPABLE,30.0,16.0,10.0,10.0,5.0,12.15,189,9,21.0,42109,USD,PUBLISHED,LIMITED,,,2025-10-24T23:00:00+00:00,row_2sza95otjx5n,hash_3kau0av9l43dn7,youtube_20251023_23.csv,2025-10-23T23:30:00+00:00
gg_acct_18,gg_camp_108,gg_group_98,gg_ad_481,gg_asset_21,2025-12-05,22,Asia/Manila,OTHER,DISPLAY_NETWORK,UNKNOWN,,,,,,,57,2,,64442,USD,QUARANTINED,ENABLED,,,2025-12-06T04:00:00+00:00,row_ug2iwwj1k0q6,hash_i330vu9thjg1hx,youtube_20251205_22.csv,2025-12-06T04:06:00+00:00
gg_acct_16,gg_camp_72,gg_group_296,gg_ad_2051,,2025-10-01,15,Asia/Manila ,MOBIL,YOUTUBE_SEARCH,DISCOVERY,20.0,46.0,57.0,35.0,15.0,11.92,407,33,86.0,176443,USD,ENRICHED,ENABLED,,,2025-10-01T16:00:00+00:00,row_r82q9nhotwhw,hash_p2z9rm0w72u10c,youtube_20251001_15.csv,2025-10-01T17:27:00+00:00
gg_acct_6,gg_camp_52,gg_group_267,gg_ad_789,gg_asset_2266,2025-10-16,11,America/Los_Angeles,DESKTOP,DISPLAY_NETWORK,NON_SKIPPABLE,10.0,36.0,31.0,23.0,31.0,3.59,1535,111,73.0,1460919,USD,VALIDATED,PAUSED,,,2025-10-16T17:00:00+00:00,row_s4kqav7aivsm,hash_mr17l9f86k08fz,youtube_20251016_11.csv,2025-10-16T13:45:00+00:00
gg_acct_19,gg_camp_50,gg_group_123,gg_ad_2278,,2025-12-09,8,Asia/Manila ,TABLET,YOUTUBE_SEARCH,UNKNOWN,,,,,,,584,30,,278001,USD,ENRICHED,ENABLED,,,2025-12-09T09:00:00+00:00,row_p38eefo6pc5h,hash_3wibrxh7tcijm5,youtube_20251209_08.csv,2025-12-09T10:57:00+00:00
gg_acct_4,gg_camp_51,gg_group_484,gg_ad_1626,gg_asset_2221,2025-12-23,22,,OTHER,YOUTUBE_SEARCH,SKIPPABLE_IN_STREAM,12.0,60.0,56.0,28.0,39.0,6.66,392,10,110.0,151359,USD,PUBLISHED,ENABLED,,,2025-12-23T23:00:00+00:00,row_d78l4q5bb4zp,hash_uo4kfe9np2cv9l,youtube_20251223_22.csv,2025-12-23T22:17:00+00:00
gg_acct_16,gg_camp_63,gg_group_64,gg_ad_1844,gg_asset_2785,2025-12-15,10,Asia/Manila ,TV,YOUTUBE_WATCH,BUMPER,10.0,30.0,14.0,9.0,3.0,7.73,162,5,35.0,193497,USD,PUBLISHED,REMOVED,,,2025-12-15T10:00:00+00:00,row_00oe4tkbnf4r,hash_256vw8w2pusotx,youtube_20251215_10.csv,2025-12-15T16:57:00+00:00
gg_acct_12,gg_camp_186,gg_group_118,gg_ad_2388,gg_asset_1602,2025-10-10,5,Asia/Manila,TV,YOUTUBE_SEARCH,MASTHEAD,90.0,24.0,32.0,7.0,52.0,46.49,208,5,90.0,71327,USD,ENRICHED,REMOVED,,,2025-10-10T06:00:00+00:00,row_s34i6mc23hl2,hash_4qjkw4z7o6eb7x,youtube_20251010_05.csv,2025-10-10T05:54:00+00:00
gg_acct_15,gg_camp_40,gg_group_394,,,2026-01-01,21,Asia/Manila,OTHER,DISPLAY_NETWORK,BUMPER,60.0,13.0,17.0,6.0,6.0,26.94,130,0,24.0,89376,USD,ENRICHED,ENABLED,,,2026-01-01T22:00:00+00:00,row_9pbvjqzdcc55,hash_1yu85hy0d138uk,youtube_20260101_21.csv,2026-01-02T03:46:00+00:00
gg_acct_10,gg_camp_167,gg_group_515,gg_ad_1194,gg_asset_726,2026-01-03,1,Asia/Manila,MOBILE,DISPLAY_NETWORK,MASTHEAD,60.0,26.0,32.0,3.0,18.0,32.81,156,3,60.0,96865,USD,VALIDATED,ENABLED,,,2026-01-03T02:00:00+00:00,row_hap5v8f7nl5g,hash_3lfiydb4k781pd,youtube_20260103_01.csv,2026-01-04T01:17:00+00:00
gg_acct_8,gg_camp_183,gg_group_532,gg_ad_1423,gg_asset_235,2025-10-13,10,Asia/Manila ,OTHER,YOUTUBE_SEARCH,SKIPPABLE_IN_STREAM,45.0,23.0,21.0,15.0,9.0,24.02,134,4,37.0,118565,USD,ENRICHED,ENABLED,,,2025-10-13T11:00:00+00:00,row_dt8h1a4gxw3l,hash_paq05siwh2gx1w,youtube_20251013_10.csv,2025-10-13T10:15:00+00:00
gg_acct_2,gg_camp_3,gg_group_93,,gg_asset_1030,2026-01-15,17,America/Los_Angeles,DESKTOP,DISPLAY_NETWORK,DISCOVERY,10.0,15.0,14.0,5.0,36.0,3.48,303,26,69.0,258454,USD,VALIDATED,PAUSED,,,2026-01-15T23:00:00+00:00,row_0h5s0dh7lv9q,hash_yn1jyknhcnm5es,youtube_20260115_17.csv,2026-01-16T05:36:00+00:00
gg_acct_6,gg_camp_152,gg_group_215,gg_ad_2119,gg_asset_3447,2025-09-20,19,Asia/Manila ,OTHER,YOUTUBE_WATCH,UNKNOWN,,,,,,,43,0,,24455,USD,ENRICHED,ENABLED,,,2025-09-20T20:00:00+00:00,row_c7qpas95xt8m,hash_vylhotz0unsx3l,youtube_20250920_19.csv,2025-09-20T21:52:00+00:00
gg_acct_13,gg_camp_186,gg_group_29,gg_ad_1308,gg_asset_2883,2026-01-16,20,,TV,YOUTUBE_WATCH,BUMPER,30.0,6.0,0.0,4.0,0.0,7.23,152,19,9.0,284689,USD,RECEIVED,ENABLED,,,2026-01-16T21:00:00+00:00,row_kyb9hpcpq6uy,hash_9nldhel4mz6rzu,youtube_20260116_20.csv,2026-01-16T22:37:00+00:00
gg_acct_16,gg_camp_79,gg_group_203,gg_ad_1145,,2025-11-14,4,,MOBIL,DISPLAY_NETWORK,UNKNOWN,,,,,,,40,1,,45429,USD,VALIDATED,PAUSED,,,2025-11-14T04:00:00+00:00,row_5j94xywta5q3,hash_kvlis9or1psjfn,youtube_20251114_04.csv,2025-11-14T06:20:00+00:00
gg_acct_20,gg_camp_191,gg_group_96,gg_ad_1032,gg_asset_1201,2025-12-20,9,America/Los_Angeles,TABLET,YOUTUBE_SEARCH,MASTHEAD,8.0,1.0,28.0,16.0,,2.0,252,13,50.0,274223,USD,ENRICHED,ENABLED,,,2025-12-20T15:00:00+00:00,row_74sqvbjf7xqk,hash_uu48l1zh4nf29p,youtube_20251220_09.csv,2025-12-20T10:13:00+00:00
gg_acct_17,gg_camp_173,gg_group_116,gg_ad_569,gg_asset_1183,2025-11-21,19,Asia/Manila ,DESKTOP,DISPLAY_NETWORK,DISCOVERY,10.0,15.0,4.0,5.0,10.0,2.63,78,0,22.0,17076,USD,VALIDATED,PAUSED,,,2025-11-21T20:00:00+00:00,row_iuzcfme7fq68,hash_k9vexb3zkpytxi,youtube_20251121_19.csv,2025-11-22T19:20:00+00:00
gg_acct_19,gg_camp_43,gg_group_529,gg_ad_1817,gg_asset_2901,2025-09-25,2,America/Los_Angeles,DESKTOP,DISPLAY_NETWORK,MASTHEAD,60.0,29.0,4.0,4.0,13.0,23.67,150,4,41.0,168658,USD,VALIDATED,PAUSED,,,2025-09-25T02:00:00+00:00,row_mm69wyi958jo,hash_ikw79qat6t6fmq,youtube_20250925_02.csv,2025-09-27T02:51:00+00:00
gg_acct_1,gg_camp_185,gg_group_53,gg_ad_1680,,2025-09-23,8,,DESKTOP,DISPLAY_NETWORK,SKIPPABLE_IN_STREAM,60.0,29.0,35.0,1.0,18.0,30.62,153,8,41.0,101600,USD,VALIDATED,ENABLED,,,2025-09-23T14:00:00+00:00,row_8eitwva1kfoc,hash_cc7u6gm7z487es,youtube_20250923_08.csv,2025-09-23T08:34:00+00:00
gg_acct_16,gg_camp_102,gg_group_325,gg_ad_1850,gg_asset_1938,2025-10-25,23,America/Los_Angeles,MOBILE,DISPLAY_NETWORK,BUMPER,10.0,2.0,1.0,2.0,0.0,1.98,58,1,9.0,18956,USD,PUBLISHED,PAUSED,,,2025-10-26T05:00:00+00:00,row_kvb4uexy15x5,hash_tznta1vc3lghyv,youtube_20251025_23.csv,2025-10-26T05:20:00+00:00
gg_acct_9,gg_camp_26,gg_group_263,gg_ad_381,gg_asset_396,2025-10-05,16,,DESKTOP,DISPLAY_NETWORK,BUMPER,30.0,3.0,0.0,1.0,1.0,17.16,104,6,9.0,77936,USD,QUARANTINED,ENABLED,,,2025-10-05T22:00:00+00:00,row_girlt5bjgmpt,hash_ezh5h2egrp337t,youtube_20251005_16.csv,2025-10-06T16:26:00+00:00
gg_acct_17,gg_camp_114,gg_group_464,gg_ad_1352,gg_asset_809,2025-10-08,13,Asia/Manila,MOBILE,YOUTUBE_WATCH,MASTHEAD,,18.0,11.0,7.0,0.0,,479,19,37.0,305659,USD ,ENRICHED,ENABLED,,,2025-10-08T19:00:00+00:00,row_v9wl65iwczei,hash_froyp4ths4rgdu,youtube_20251008_13.csv,2025-10-08T14:20:00+00:00
gg_acct_13,gg_camp_39,gg_group_400,gg_ad_660,gg_asset_1375,2025-12-02,17,America/Los_Angeles,TV,DISPLAY_NETWORK,SKIPPABLE_IN_STREAM,8.0,12.0,26.0,21.0,1.0,0.79,167,7,31.0,57504,USD,PUBLISHED,ENABLED,,,2025-12-03T17:00:00+00:00,row_6z20nn3rfhso,hash_m11dehvi9np6qs,youtube_20251202_17.csv,2025-12-02T18:34:00+00:00
