ad_account_id,campaign_id,ad_squad_id,ad_id,creative_id,start_time_utc,end_time_utc,device_os,placement,ad_product_type,creative_duration_seconds,view_time_millis,impressions,swipes,spend,currency_code,video_views,engagements,pipeline_status,delivery_status,quarantine_reason,ingested_at,row_id,row_hash,source_file,ingested_at_utc
snap_acct_11,snap_camp_103,snap_squad_572,snap_ad_1907,snap_cr_70,2025-11-14T22:00:00+00:00,2025-11-14T23:00:00+00:00,iOS,Spotlight,SINGLE_VIDEO,6.0,103170.0,198,13,0.066572,PHP,57.0,4,VALIDATED,ACTIVE,,2025-11-15T22:00:00+00:00,row_wg3ouvuafslg,hash_01byweditpoebq,snapchat_20251114_22.csv,2025-11-15T22:11:00+00:00
snap_acct_7,snap_camp_52,snap_squad_308,snap_ad_1091,snap_cr_1474,2025-11-13T09:00:00+00:00,2025-11-13T10:00:00+00:00,iOS,Discover,STORY_AD,10.0,268640.0,274,0,0.573945,PHP,46.0,17,VALIDATED,DRAFT,,2025-11-13T11:00:00+00:00,row_s6e5o3zlz12m,hash_c5vgdnhnnhz3xx,snapchat_20251113_09.csv,2025-11-13T10:53:00+00:00
snap_acct_14,snap_camp_45,snap_squad_246,snap_ad_2343,,2025-12-05T08:00:00+00:00,2025-12-05T09:00:00+00:00,Android,Spotlight,STORY_AD,15.0,49390.0,89,0,0.039326,USD,11.0,25,ENRICHED,ACTIVE,,2025-12-05T08:00:00+00:00,row_f2j1fmdobkbt,hash_dv7vgckhnc43ye,snapchat_20251205_08.csv,2025-12-05T20:56:00+00:00
snap_acct_7,snap_camp_109,snap_squad_141,snap_ad_384,snap_cr_1943,2025-11-09T17:00:00+00:00,2025-11-09T18:00:00+00:00,iOS,Stories,COLLECTION_AD,,,204,8,0.058617,USD,,17,ENRICHED,ACTIVE,,2025-11-10T17:00:00+00:00,row_dqvchtji34zg,hash_2gmio80bio4tlb,snapchat_20251109_17.csv,2025-11-10T17:46:00+00:00
snap_acct_6,snap_camp_28,snap_squad_64,snap_ad_1326,snap_cr_236,2025-12-13T05:00:00+00:00,2025-12-13T06:00:00+00:00,iOS,Stories,COLLECTION_AD,,,225,2,0.303387,PHP,,36,PUBLISHED,DRAFT,,2025-12-14T05:00:00+00:00,row_lk8yn69zstrn,hash_n151efxkr11yu4,snapchat_20251213_05.csv,2025-12-13T17:23:00+00:00
snap_acct_18,snap_camp_20,snap_squad_314,snap_ad_766,snap_cr_4173,2025-11-07T17:00:00+00:00,2025-11-07T18:00:00+00:00,Other,Discover,SINGLE_IMAGE,,,387,2,0.033177,PHP,,91,VALIDATED,LIMITED,,2025-11-07T19:00:00+00:00,row_ugox9cbacv1q,hash_amhkxvy60qvlax,snapchat_20251107_17.csv,2025-11-08T05:54:00+00:00
snap_acct_3,snap_camp_28,snap_squad_8,snap_ad_1386,,2025-12-29T15:00:00+00:00,2025-12-29T16:00:00+00:00,Android,Discover,SINGLE_IMAGE,,,66,1,0.0825,PHP,,12,VALIDATED,ARCHIVED,,2025-12-29T15:00:00+00:00,row_qd599eyv8dx9,hash_21z7167u53monu,snapchat_20251229_15.csv,2025-12-29T17:32:00+00:00
snap_acct_19,snap_camp_38,snap_squad_606,snap_ad_1317,snap_cr_2239,2025-12-06T17:00:00+00:00,2025-12-06T18:00:00+00:00,Android,Stories,UNKNOWN,,,494,1,0.216184,PHP,,55,VALIDATED,ACTIVE,,2025-12-06T19:00:00+00:00,row_bz7dzgi7kp3k,hash_mld7w8p69751sp,snapchat_20251206_17.csv,2025-12-06T17:41:00+00:00
snap_acct_13,snap_camp_42,snap_squad_417,snap_ad_1804,snap_cr_2784,2025-11-04T14:00:00+00:00,2025-11-04T15:00:00+00:00,iOS,Spotlight,SINGLE_VIDEO,10.0,136440.0,61,1,0.032577,USD,36.0,13,VALIDATED,ACTIVE,,2025-11-04T14:00:00+00:00,row_j61lfww6cx76,hash_nwf5erwdsksvzb,snapchat_20251104_14.csv,2025-11-04T16:19:00+00:00
snap_acct_15,snap_camp_15,snap_squad_190,snap_ad_770,snap_cr_1481,2025-12-16T06:00:00+00:00,2025-12-16T07:00:00+00:00,Android,Stories,SINGLE_VIDEO,8.0,191770.0,233,0,0.04674,USD,127.0,24,ENRICHED,ARCHIVED,,2025-12-16T12:00:00+00:00,row_2kqyfl5vclx9,hash_sxbugcbwcmgamj,snapchat_20251216_06.csv,2025-12-16T18:53:00+00:00
snap_acct_8,snap_camp_119,snap_squad_589,snap_ad_2359,snap_cr_1038,2026-01-01T02:00:00+00:00,2026-01-01T03:00:00+00:00,Other,Spotlight,STORY_AD,20.0,1063040.0,191,0,0.382352,USD,88.0,57,ENRICHED,ACTIVE,,2026-01-01T08:00:00+00:00,row_jow3ufb499rd,hash_bputqyxok8ag2o,snapchat_20260101_02.csv,2026-01-01T02:20:00+00:00
snap_acct_14,snap_camp_61,snap_squad_3,snap_ad_1079,snap_cr_1061,2025-12-25T11:00:00+00:00,2025-12-25T12:00:00+00:00,Android,Discover,SINGLE_IMAGE,15.0,,69,0,0.009553,USD,,2,VALIDATED,ACTIVE,,2025-12-25T13:00:00+00:00,row_wcgdixr9psrd,hash_o26ypt2ze1in3b,snapchat_20251225_11.csv,2025-12-26T11:27:00+00:00
snap_acct_13,snap_camp_49,snap_squad_120,snap_ad_2048,snap_cr_1687,2025-11-19T20:00:00+00:00,2025-11-19T21:00:00+00:00,iOS,Spotlight,SINGLE_IMAGE,,,133,1,0.089234,PHP,,2,ENRICHED,ACTIVE,,2025-11-20T02:00:00+00:00,row_7oodujlpcw2d,hash_qbuifps39u8j0t,snapchat_20251119_20.csv,2025-11-19T20:55:00+00:00
snap_acct_11,snap_camp_108,snap_squad_371,snap_ad_1695,snap_cr_1602,2026-01-11T21:00:00+00:00,2026-01-11T22:00:00+00:00,iOS,Spotlight,SINGLE_VIDEO,12.0,1757400.0,498,18,0.292451,USD,290.0,68,VALIDATED,DISAPPROVED,,2026-01-12T03:00:00+00:00,row_qyxa05kpfker,hash_770cqbn4hv1h94,snapchat_20260111_21.csv,2026-01-11T22:04:00+00:00
snap_acct_7,snap_camp_29,snap_squad_499,snap_ad_2179,snap_cr_165,2025-11-18T15:00:00+00:00,2025-11-18T16:00:00+00:00,Android,Stories,SINGLE_VIDEO,45.0,354640.0,312,11,0.353249,PHP,52.0,115,VALIDATED,LIMITED,,2025-11-18T15:00:00+00:00,row_uhs5pr7hr4zg,hash_hd0n37ja97p5dg,snapchat_20251118_15.csv,2025-11-20T15:37:00+00:00
snap_acct_20,snap_camp_99,snap_squad_218,snap_ad_2332,snap_cr_1535,2025-11-19T16:00:00+00:00,2025-11-19T17:00:00+00:00,iOS,Spotlight,STORY_AD,45.0,1141310.0,181,2,0.119176,AUD,61.0,18,ENRICHED,ACTIVE,,2025-11-20T16:00:00+00:00,row_e96a5abuhd47,hash_in04v5a3xs4b68,snapchat_20251119_16.csv,2025-11-19T16:25:00+00:00
snap_acct_10,snap_camp_71,snap_squad_339,snap_ad_1755,snap_cr_1824,2025-11-08T15:00:00+00:00,2025-11-08T16:00:00+00:00,Android,Stories,STORY_AD,,13020.0,137,0,0.07592,AUD,21.0,0,QUARANTINED,ACTIVE,MISSING_VIDEO_DURATION,2025-11-09T15:00:00+00:00,row_hzcarmor80e9,hash_6v8p4c37b3hbmh,snapchat_20251108_15.csv,2025-11-09T15:10:00+00:00
snap_acct_6,snap_camp_118,snap_squad_272,snap_ad_1444,snap_cr_734,2025-12-27T21:00:00+00:00,2025-12-27T22:00:00+00:00,iOS,Discover,COLLECTION_AD,,,97,0,0.0576,USD,,16,PUBLISHED,ACTIVE,,2025-12-27T23:00:00+00:00,row_r2712dtox7xh,hash_qps7c7cbl2djah,snapchat_20251227_21.csv,2025-12-27T21:49:00+00:00
snap_acct_5,snap_camp_77,snap_squad_578,snap_ad_275,snap_cr_3403,2025-11-14T11:00:00+00:00,2025-11-14T12:00:00+00:00,Other,Stories,SINGLE_VIDEO,30.0,1266840.0,140,0,0.097391,PHP,102.0,7,VALIDATED,ACTIVE,,2025-11-14T17:00:00+00:00,row_cugbrwh6ekyj,hash_cxi7o4fvdpy0yf,snapchat_20251114_11.csv,2025-11-14T13:32:00+00:00
snap_acct_18,snap_camp_43,snap_squad_178,snap_ad_1896,snap_cr_521,2025-12-21T11:00:00+00:00,2025-12-21T12:00:00+00:00,Other,Spotlight,STORY_AD,,28730.0,196,5,0.182179,EUR,13.0,0,QUARANTINED,ACTIVE,MISSING_VIDEO_DURATION,2025-12-21T11:00:00+00:00,row_4cm1zbwg26v4,hash_cj9j2lj0b2436w,snapchat_20251221_11.csv,2025-12-23T11:46:00+00:00
snap_acct_20,snap_camp_153,snap_squad_4,snap_ad_1870,snap_cr_271,2025-09-29T14:00:00+00:00,2025-09-29T15:00:00+00:00,iOS,Spotlight,STORY_AD,,451400.0,136,4,0.04227,PHP,37.0,16,VALIDATED,ACTIVE,,2025-09-29T14:00:00+00:00,row_1cn61si07yjq,hash_hucwkhmq96myyb,snapchat_20250929_14.csv,2025-09-29T14:49:00+00:00
snap_acct_9,snap_camp_46,snap_squad_289,snap_ad_585,snap_cr_749,2025-09-27T23:00:00+00:00,2025-09-28T00:00:00+00:00,Android,Discover,SINGLE_IMAGE,,,168,0,0.102101,AUD,,16,VALIDATED,PAUSED,,2025-09-27T23:00:00+00:00,row_la00dae6zjqm,hash_mmq3xosb65mnx6,snapchat_20250927_23.csv,2025-09-29T23:15:00+00:00
snap_acct_14,snap_camp_54,snap_squad_339,snap_ad_1656,snap_cr_704,2025-12-10T23:00:00+00:00,2025-12-11T00:00:00+00:00,Android,Stories,SINGLE_IMAGE,,,198,16,0.032701,SGD,,54,VALIDATED,ACTIVE,,2025-12-11T23:00:00+00:00,row_608tvhk19drn,hash_w2rl5p7mn2mjeb,snapchat_20251210_23.csv,2025-12-11T00:42:00+00:00
snap_acct_14,snap_camp_150,snap_squad_345,snap_ad_87,snap_cr_1551,2026-01-14T21:00:00+00:00,2026-01-14T22:00:00+00:00,Other,Spotlight,SINGLE_VIDEO,15.0,106200.0,172,1,0.049494,USD,10.0,26,ENRICHED,ACTIVE,,2026-01-14T23:00:00+00:00,row_zik7k2z5vtln,hash_s328dklk747184,snapchat_20260114_21.csv,2026-01-16T21:20:00+00:00
snap_acct_18,snap_camp_127,snap_squad_114,snap_ad_809,snap_cr_3530,2025-10-01T22:00:00+00:00,2025-10-01T23:00:00+00:00,Other,Spotlight,STORY_AD,45.0,275730.0,71,0,0.10463,EUR,13.0,4,PUBLISHED,ACTIVE,,2025-10-02T00:00:00+00:00,row_ev5dqbs0447m,hash_jaftugcrtzmrbh,snapchat_20251001_22.csv,2025-10-02T22:03:00+00:00
snap_acct_19,snap_camp_103,snap_squad_561,snap_ad_407,snap_cr_561,2025-10-08T22:00:00+00:00,2025-10-08T23:00:00+00:00,Android,Spotlight,SINGLE_VIDEO,30.0,2413440.0,392,18,0.141169,PHP,192.0,76,ENRICHED,ACTIVE,,2025-10-08T22:00:00+00:00,row_960djvp8v8lf,hash_ohw8dgkj9akgxw,snapchat_20251008_22.csv,2025-10-09T10:15:00+00:00
snap_acct_16,snap_camp_77,snap_squad_370,snap_ad_1878,,2025-11-26T18:00:00+00:00,2025-11-26T19:00:00+00:00,Android,Discover,SINGLE_IMAGE,,,62,0,0.068901,USD,,6,ENRICHED,ACTIVE,,2025-11-27T00:00:00+00:00,row_sqmyrvy5yv7t,hash_b9t3xseb3quub9,snapchat_20251126_18.csv,2025-11-26T20:40:00+00:00
snap_acct_15,snap_camp_81,snap_squad_140,snap_ad_1109,snap_cr_2484,2025-09-29T02:00:00+00:00,2025-09-29T03:00:00+00:00,Other,Stories,SINGLE_VIDEO,10.0,29260.0,78,2,0.183185,AUD ,14.0,17,ENRICHED,DRAFT,,2025-09-29T02:00:00+00:00,row_58x9644y9u6r,hash_vlcmwf3ki642k4,snapchat_20250929_02.csv,2025-09-29T04:26:00+00:00
snap_acct_7,snap_camp_50,snap_squad_66,snap_ad_1554,snap_cr_3952,2025-12-09T13:00:00+00:00,2025-12-09T14:00:00+00:00,Other,Stories,SINGLE_VIDEO,60.0,5832190.0,828,2,0.365454,AUD,203.0,167,PUBLISHED,ACTIVE,,2025-12-09T19:00:00+00:00,row_6zbicsw8619o,hash_mxllvw600mn5s5,snapchat_20251209_13.csv,2025-12-09T19:49:00+00:00
snap_acct_1,snap_camp_79,snap_squad_117,snap_ad_1625,snap_cr_365,2025-10-08T14:00:00+00:00,2025-10-08T15:00:00+00:00,Android,Spotlight,STORY_AD,20.0,128700.0,102,1,0.067097,AUD,18.0,2,VALIDATED,ACTIVE,,2025-10-09T14:00:00+00:00,row_995zro4nft1p,hash_0erzjr7d5ab5q0,snapchat_20251008_14.csv,2025-10-08T15:50:00+00:00
snap_acct_10,snap_camp_111,snap_squad_140,snap_ad_1829,snap_cr_1851,2025-10-24T03:00:00+00:00,2025-10-24T04:00:00+00:00,Android,Stories,STORY_AD,90.0,2239200.0,174,9,0.181857,PHP,72.0,7,ENRICHED,ACTIVE,,2025-10-24T03:00:00+00:00,row_3q3se4y0z43g,hash_ngcezcpxtkkov8,snapchat_20251024_03.csv,2025-10-25T03:57:00+00:00
snap_acct_2,snap_camp_39,snap_squad_311,snap_ad_1510,snap_cr_4008,2025-09-21T23:00:00+00:00,2025-09-22T00:00:00+00:00,Other,Spotlight,SINGLE_IMAGE,,,211,4,0.133477,USD,,52,QUARANTINED,ACTIVE,,2025-09-21T23:00:00+00:00,row_jviihwbs0kyt,hash_gtsfshs1mfq8s8,snapchat_20250921_23.csv,2025-09-22T00:06:00+00:00
snap_acct_16,snap_camp_38,snap_squad_454,snap_ad_53,snap_cr_3084,2025-11-12T07:00:00+00:00,2025-11-12T08:00:00+00:00,Android,Spotlight,COLLECTION_AD,,,112,0,0.053576,USD,,27,VALIDATED,ACTIVE,,2025-11-13T07:00:00+00:00,row_4hqkborv2rdi,hash_ru2gar2tt85q6n,snapchat_20251112_07.csv,2025-11-14T07:40:00+00:00
snap_acct_13,snap_camp_165,snap_squad_544,snap_ad_548,snap_cr_583,2025-10-10T20:00:00+00:00,2025-10-10T21:00:00+00:00,iOS,Spotlight,SINGLE_VIDEO,45.0,122100.0,134,3,0.074396,USD,30.0,52,VALIDATED,ACTIVE,,2025-10-11T20:00:00+00:00,row_f5kip0b0dkqy,hash_2rxol2s17u5xtb,snapchat_20251010_20.csv,2025-10-11T20:16:00+00:00
snap_acct_14,snap_camp_105,snap_squad_205,snap_ad_555,snap_cr_3271,2025-11-10T19:00:00+00:00,2025-11-10T20:00:00+00:00,iOS,Discover,STORY_AD,,,559,17,0.448459,USD,267.0,156,QUARANTINED,ACTIVE,MISSING_VIDEO_DURATION,2025-11-10T21:00:00+00:00,row_uhnbfxd62xrm,hash_a8aak8h4g0ds8p,snapchat_20251110_19.csv,2025-11-10T19:53:00+00:00
snap_acct_1,snap_camp_102,snap_squad_187,snap_ad_1457,,2025-11-20T07:00:00+00:00,2025-11-20T08:00:00+00:00,iOS,Spotlight,STORY_AD,,,229,16,0.189052,PHP,26.0,6,QUARANTINED,ACTIVE,MISSING_VIDEO_DURATION,2025-11-20T09:00:00+00:00,row_8sp01h5h4r93,hash_jodttdiselt8vs,snapchat_20251120_07.csv,2025-11-20T07:48:00+00:00
snap_acct_2,snap_camp_139,snap_squad_517,snap_ad_860,,2025-10-21T12:00:00+00:00,2025-10-21T13:00:00+00:00,Other,Discover,SINGLE_IMAGE,,,231,4,0.028408,USD,,92,VALIDATED,ACTIVE,,2025-10-21T12:00:00+00:00,row_yti30c2nvqgj,hash_5z1gx8fydlq01q,snapchat_20251021_12.csv,2025-10-22T12:40:00+00:00
snap_acct_10,snap_camp_163,snap_squad_142,snap_ad_1599,snap_cr_1713,2026-01-08T01:00:00+00:00,2026-01-08T02:00:00+00:00,iOS,Spotlight,STORY_AD,45.0,2011350.0,175,14,0.250862,PHP,55.0,9,QUARANTINED,ARCHIVED,,2026-01-09T01:00:00+00:00,row_ro0sbkjdbk0g,hash_yw34dl3p9t2plo,snapchat_20260108_01.csv,2026-01-08T01:37:00+00:00
snap_acct_6,snap_camp_124,snap_squad_329,snap_ad_1896,snap_cr_3784,2026-01-03T02:00:00+00:00,2026-01-03T03:00:00+00:00,Other,Discover,SINGLE_IMAGE,,,123,0,0.160812,PHP,,20,VALIDATED,DISAPPROVED,,2026-01-03T02:00:00+00:00,row_0wcxg3ts0u0o,hash_rskssjibmu11xn,snapchat_20260103_02.csv,2026-01-04T02:03:00+00:00
snap_acct_11,snap_camp_118,snap_squad_630,snap_ad_1613,snap_cr_3767,2025-10-27T03:00:00+00:00,2025-10-27T04:00:00+00:00,Other,Spotlight,STORY_AD,,,97,1,0.063359,PHP,14.0,7,QUARANTINED,ACTIVE,MISSING_VIDEO_DURATION,2025-10-27T09:00:00+00:00,row_pssnyr1sdvas,hash_ibf58ko5o7b169,snapchat_20251027_03.csv,2025-10-27T04:17:00+00:00
snap_acct_16,snap_camp_103,snap_squad_72,snap_ad_960,snap_cr_2068,2025-11-03T13:00:00+00:00,2025-11-03T14:00:00+00:00,iOS,Spotlight,SINGLE_VIDEO,45.0,94880.0,79,1,0.022356,AUD,8.0,8,ENRICHED,PAUSED,,2025-11-04T13:00:00+00:00,row_awddtou88liq,hash_qi63mnts39h85e,snapchat_20251103_13.csv,2025-11-03T14:00:00+00:00
snap_acct_16,snap_camp_137,snap_squad_366,snap_ad_1715,snap_cr_475,2025-10-20T13:00:00+00:00,2025-10-20T14:00:00+00:00,Other,Stories,COLLECTION_AD,,,40,0,0.004376,PHP,,4,VALIDATED,PAUSED,,2025-10-20T13:00:00+00:00,row_ujudyayevo8p,hash_1ujsfbo4r5vb2j,snapchat_20251020_13.csv,2025-10-20T15:57:00+00:00
snap_acct_3,snap_camp_68,snap_squad_363,snap_ad_1582,snap_cr_804,2025-11-27T05:00:00+00:00,2025-11-27T06:00:00+00:00,iOS,Spotlight,STORY_AD,90.0,2346080.0,138,3,0.148265,PHP,62.0,18,RECEIVED,LIMITED,,2025-11-27T11:00:00+00:00,row_emmycf7f996i,hash_joupq9ncp61z0x,snapchat_20251127_05.csv,2025-11-29T05:41:00+00:00
snap_acct_11,snap_camp_76,snap_squad_593,snap_ad_342,snap_cr_61,2025-11-10T12:00:00+00:00,2025-11-10T13:00:00+00:00,Android,Stories,SINGLE_VIDEO,45.0,187200.0,159,1,0.104814,SGD,52.0,11,ENRICHED,ACTIVE,,2025-11-10T18:00:00+00:00,row_fhfdiec1xjxi,hash_tlchhtnc1h8qg4,snapchat_20251110_12.csv,2025-11-10T18:09:00+00:00
snap_acct_7,snap_camp_4,snap_squad_13,snap_ad_2232,snap_cr_3634,2025-09-23T23:00:00+00:00,2025-09-24T00:00:00+00:00,iOS,Discover,SINGLE_VIDEO,15.0,196020.0,126,2,0.129108,AUD,27.0,12,ENRICHED,ARCHIVED,,2025-09-24T05:00:00+00:00,row_g5xnffuf0b0y,hash_yria19tj9j4aev,snapchat_20250923_23.csv,2025-09-24T11:49:00+00:00
snap_acct_6,snap_camp_173,snap_squad_566,snap_ad_1453,snap_cr_3811,2025-11-08T22:00:00+00:00,2025-11-08T23:00:00+00:00,Android,Discover,SINGLE_VIDEO,15.0,1891450.0,417,1,0.618284,USD,181.0,49,VALIDATED,ACTIVE,,2025-11-09T00:00:00+00:00,row_5k6pankqjv0p,hash_ol9m4kzhvuqz2m,snapchat_20251108_22.csv,2025-11-09T04:03:00+00:00
snap_acct_10,snap_camp_166,snap_squad_456,snap_ad_1190,snap_cr_4134,2025-10-05T19:00:00+00:00,2025-10-05T20:00:00+00:00,Other,Stories,STORY_AD,45.0,868110.0,201,5,0.066392,PHP,57.0,38,RECEIVED,ACTIVE,,2025-10-06T19:00:00+00:00,row_t4k5msk15ikq,hash_zpxdofsko02t53,snapchat_20251005_19.csv,2025-10-06T19:01:00+00:00
snap_acct_5,snap_camp_60,snap_squad_614,snap_ad_1925,snap_cr_315,2025-11-05T23:00:00+00:00,2025-11-06T00:00:00+00:00,Android,Spotlight,SINGLE_VIDEO,10.0,249280.0,122,5,0.057475,USD,38.0,16,PUBLISHED,ACTIVE,,2025-11-06T01:00:00+00:00,row_hax1f4phu45e,hash_eqookc0dne2vhg,snapchat_20251105_23.csv,2025-11-05T23:03:00+00:00
snap_acct_17,snap_camp_107,snap_squad_275,snap_ad_1024,snap_cr_2622,2026-01-01T15:00:00+00:00,2026-01-01T16:00:00+00:00,Other,Spotlight,SINGLE_IMAGE,,,87,4,0.466245,USD,,4,VALIDATED,ACTIVE,,2026-01-01T21:00:00+00:00,row_cet8hdreb7iz,hash_juh2dh7tqqzb1c,snapchat_20260101_15.csv,2026-01-01T15:52:00+00:00
snap_acct_3,snap_camp_61,snap_squad_403,snap_ad_1107,snap_cr_2500,2025-09-30T12:00:00+00:00,2025-09-30T13:00:00+00:00,Android,Stories,SINGLE_IMAGE,,,445,6,0.184984,SGD,,46,VALIDATED,ACTIVE,,2025-10-01T12:00:00+00:00,row_vi5gxx4cifnq,hash_5ik80vrxhp3lj1,snapchat_20250930_12.csv,2025-10-01T12:21:00+00:00
snap_acct_20,snap_camp_28,snap_squad_580,snap_ad_1565,snap_cr_198,2025-11-16T02:00:00+00:00,2025-11-16T03:00:00+00:00,iOS,Stories,COLLECTION_AD,,,528,9,0.184267,PHP,,35,VALIDATED,ACTIVE,,2025-11-16T02:00:00+00:00,row_o2z5fo3235ku,hash_cf9h5ofocn9xx4,snapchat_20251116_02.csv,2025-11-16T08:27:00+00:00
snap_acct_14,snap_camp_98,snap_squad_115,snap_ad_1550,snap_cr_1350,2025-11-02T02:00:00+00:00,2025-11-02T03:00:00+00:00,Other,Stories,SINGLE_VIDEO,6.0,17250.0,235,4,0.136691,PHP,15.0,31,VALIDATED,PAUSED,,2025-11-03T02:00:00+00:00,row_fk0khk6srana,hash_ttjdmdta37hhsn,snapchat_20251102_02.csv,2025-11-03T02:00:00+00:00
snap_acct_13,snap_camp_50,snap_squad_129,snap_ad_544,snap_cr_202,2025-12-21T22:00:00+00:00,2025-12-21T23:00:00+00:00,Android,Discover,SINGLE_IMAGE,,,90,3,0.115415,EUR,,40,VALIDATED,ACTIVE,,2025-12-22T00:00:00+00:00,row_hm11gpyfh54g,hash_7uh53tzktb51dk,snapchat_20251221_22.csv,2025-12-22T10:49:00+00:00
snap_acct_19,snap_camp_73,snap_squad_51,snap_ad_2320,snap_cr_2960,2025-10-21T16:00:00+00:00,2025-10-21T17:00:00+00:00,Other,Stories,COLLECTION_AD,,,147,2,0.142768,USD,,18,ENRICHED,ACTIVE,,2025-10-22T16:00:00+00:00,row_koewv42j0d09,hash_qz5w46tjkuhb34,snapchat_20251021_16.csv,2025-10-21T18:06:00+00:00
snap_acct_11,snap_camp_2,snap_squad_371,snap_ad_1586,snap_cr_2654,2025-12-19T09:00:00+00:00,2025-12-19T10:00:00+00:00,Other,Stories,COLLECTION_AD,15.0,,233,4,0.116395,PHP,,65,ENRICHED,ACTIVE,,2025-12-19T11:00:00+00:00,row_9j1w922svzh1,hash_0y8d05716u6lnf,snapchat_20251219_09.csv,2025-12-19T09:54:00+00:00
snap_acct_16,snap_camp_147,snap_squad_379,snap_ad_2211,snap_cr_3449,2025-10-31T02:00:00+00:00,2025-10-31T03:00:00+00:00,iOS,Spotlight,STORY_AD,12.0,13920.0,61,0,0.0789,USD,8.0,7,RECEIVED,ACTIVE,,2025-11-01T02:00:00+00:00,row_7s03o7a413wk,hash_gm54dk8gspe51z,snapchat_20251031_02.csv,2025-10-31T03:10:00+00:00
snap_acct_15,snap_camp_53,snap_squad_425,snap_ad_1625,snap_cr_4036,2025-09-24T11:00:00+00:00,2025-09-24T12:00:00+00:00,iOS,Discover,UNKNOWN,,,212,2,0.185492,USD,,36,VALIDATED,ACTIVE,,2025-09-24T11:00:00+00:00,row_eqcggoh1o9s6,hash_t2np0wuesi4mia,snapchat_20250924_11.csv,2025-09-24T13:55:00+00:00
snap_acct_20,snap_camp_171,snap_squad_458,snap_ad_1887,snap_cr_3558,2025-11-11T10:00:00+00:00,2025-11-11T11:00:00+00:00,iOS,Discover,COLLECTION_AD,,,16,0,0.010334,PHP,,4,VALIDATED,ACTIVE,,2025-11-11T12:00:00+00:00,row_vpzhh41hdi2y,hash_p1kl24cccbvgmi,snapchat_20251111_10.csv,2025-11-11T16:00:00+00:00
snap_acct_3,snap_camp_101,snap_squad_204,snap_ad_624,,2026-01-11T14:00:00+00:00,2026-01-11T15:00:00+00:00,Other,Discover,UNKNOWN,,,345,9,0.151868,USD,,30,PUBLISHED,ACTIVE,,2026-01-11T14:00:00+00:00,row_10e9wltaviwi,hash_l7iuhoj51mt2d3,snapchat_20260111_14.csv,2026-01-11T15:21:00+00:00
snap_acct_16,snap_camp_34,snap_squad_265,snap_ad_1869,snap_cr_949,2025-11-24T01:00:00+00:00,2025-11-24T02:00:00+00:00,iOS,Discover,STORY_AD,6.0,82350.0,63,3,0.025374,PHP,27.0,6,ENRICHED,ACTIVE,,2025-11-24T03:00:00+00:00,row_jy548wou5ces,hash_d7tlksu4p00wzy,snapchat_20251124_01.csv,2025-11-24T01:21:00+00:00
snap_acct_20,snap_camp_140,snap_squad_73,snap_ad_130,snap_cr_2519,2025-10-09T13:00:00+00:00,2025-10-09T14:00:00+00:00,iOS,Stories,SINGLE_VIDEO,90.0,3314030.0,229,2,0.089911,PHP,41.0,12,ENRICHED,ACTIVE,,2025-10-09T13:00:00+00:00,row_54eavxoc68bz,hash_l6uaw7wlbnilb6,snapchat_20251009_13.csv,2025-10-10T01:05:00+00:00
snap_acct_16,snap_camp_156,snap_squad_368,snap_ad_2073,snap_cr_717,2025-12-21T11:00:00+00:00,2025-12-21T12:00:00+00:00,iOS,Stories,UNKNOWN,,,140,1,0.055394,USD,,26,VALIDATED,ARCHIVED,,2025-12-21T17:00:00+00:00,row_suczn5n1maww,hash_ys2gih3q6vtb8q,snapchat_20251221_11.csv,2025-12-21T11:23:00+00:00
snap_acct_1,snap_camp_116,snap_squad_100,snap_ad_451,snap_cr_3320,2025-12-23T13:00:00+00:00,2025-12-23T14:00:00+00:00,Other,Stories,UNKNOWN,,,25,0,0.002884,USD,,5,PUBLISHED,DRAFT,,2025-12-24T13:00:00+00:00,row_d0cjz94ieqdy,hash_ftscfnc6t7vk0u,snapchat_20251223_13.csv,2025-12-25T13:21:00+00:00
snap_acct_6,snap_camp_25,snap_squad_146,snap_ad_1028,snap_cr_3980,2025-11-12T23:00:00+00:00,2025-11-13T00:00:00+00:00,iOS,Stories,UNKNOWN,,,200,2,0.07298,PHP,,21,VALIDATED,ACTIVE,,2025-11-13T01:00:00+00:00,row_u5b77l3cas5k,hash_s9gntvop88rkj2,snapchat_20251112_23.csv,2025-11-13T23:50:00+00:00
snap_acct_9,snap_camp_125,snap_squad_502,snap_ad_834,snap_cr_2600,2025-09-21T03:00:00+00:00,2025-09-21T04:00:00+00:00,Android,Discover,SINGLE_VIDEO,30.0,286650.0,112,0,0.077531,AUD,39.0,7,ENRICHED,ACTIVE,,2025-09-21T09:00:00+00:00,row_gxm2tbrvs4oy,hash_nri87zwu69gj6b,snapchat_20250921_03.csv,2025-09-21T04:52:00+00:00
snap_acct_6,snap_camp_73,snap_squad_208,snap_ad_715,snap_cr_2885,2025-12-05T13:00:00+00:00,2025-12-05T14:00:00+00:00,Android,Stories,SINGLE_IMAGE,,,101,0,0.069533,PHP,,8,RECEIVED,ACTIVE,,2025-12-05T13:00:00+00:00,row_190tynncauq8,hash_kbmz5fekw7mlm3,snapchat_20251205_13.csv,2025-12-06T13:03:00+00:00
